instance "si-noninduced-gss-20201208" "si-parity-gss-20201208" "si-moreoddthaneven-gss-20201208" "si-lessthreeodd-gss-20201208" "si-noninduced-minion-preprocess-gac-20201208" "si-noninduced-hybrid-preprocess-gac-comm-checker-20201208" "si-noninduced-hybrid-preprocess-gac-comm-propagate-20201208" "si-noninduced-hybrid-preprocess-gac-comm-rollback-20201208" "si-moreoddthaneven-minion-preprocess-gac-20201208" "si-moreoddthaneven-hybrid-preprocess-gac-comm-checker-20201208" "si-moreoddthaneven-hybrid-preprocess-gac-comm-propagate-20201208" "si-moreoddthaneven-hybrid-preprocess-gac-comm-rollback-20201208" "si-lessthreeodd-minion-preprocess-gac-20201208" "si-lessthreeodd-hybrid-preprocess-gac-comm-checker-20201208" "si-lessthreeodd-hybrid-preprocess-gac-comm-propagate-20201208" "si-lessthreeodd-hybrid-preprocess-gac-comm-rollback-20201208" "si-parity-minion-preprocess-gac-20201208" "si-parity-hybrid-preprocess-gac-comm-checker-20201208" "si-parity-hybrid-preprocess-gac-comm-propagate-20201208" "si-parity-hybrid-preprocess-gac-comm-rollback-20201208" "si-noninduced-pathlad-20201208" "si-noninduced-vf2-20201208" "si-noninduced-ri-20201208"
si6_r005_m400.00 0.496415 0.459814 0.828469 0.819692 NaN 57.951 102.793 57.4885 NaN 56.8236 103.154 57.0256 NaN 58.5912 1163.56 72.2816 258.764 58.0865 97.111 57.9007 3.62291 3600.01 0.468002
si6_r005_m400.01 0.506557 0.454713 0.51908 0.672527 107.146 56.4063 358.94 59.2433 NaN 57.3915 1146.41 83.3007 NaN 61.204 1066.19 85.2464 242.846 65.1849 90.1878 60.4249 27.6375 3600.01 7.84193
si6_r005_m400.02 0.486089 0.468015 0.486125 0.627013 1160.63 58.3867 141.554 58.9546 NaN 60.0063 941.926 71.7967 NaN 62.1742 925.817 78.6005 209.006 63.2712 90.9247 62.6882 3.57684 3600.01 0.227818
si6_r005_m400.04 0.480347 0.473562 0.598048 0.598004 NaN 62.4866 86.4716 62.6711 NaN 63.0298 84.732 61.4716 NaN 59.8615 565.008 72.8556 296.478 57.7544 80.8471 59.5528 3.14233 3600.01 0.052818
si6_r005_m400.05 0.436426 0.451394 0.844224 0.808345 NaN 58.5086 132.315 55.8335 NaN 59.4347 130.405 57.1223 NaN 56.1956 1522.01 71.1233 355.347 57.6346 93.544 60.2606 22.9029 3600.01 1.27509
si6_r005_m400.09 0.469115 0.469105 0.539568 0.566496 NaN 59.9134 65.8921 65.441 NaN 63.149 390.432 89.7093 NaN 60.3523 353.4 88.2424 299.112 62.7169 68.8174 62.5981 3.53969 3600.01 0.118477
si6_r005_m400.03 0.466476 0.461904 0.485877 0.799601 NaN 65.9312 137.366 61.2226 NaN 64.5168 1790.61 74.3141 NaN 58.5661 1605.32 70.437 277.233 59.4379 104.366 56.6323 4.02366 3600.01 3.01671
si6_r005_m400.06 0.467911 0.463474 0.59044 0.586636 NaN 60.6367 248.705 63.482 NaN 63.9359 249.277 59.7234 NaN 59.7735 665.576 75.5723 1051.2 60.032 82.4677 61.802 3.15666 3600.01 0.176311
si6_r005_m400.08 0.666477 0.486813 0.795726 0.764804 NaN 67.7439 706.533 70.8659 NaN 61.8208 681.299 65.3397 NaN 65.2284 1576.24 71.3846 320.243 65.0704 92.2268 61.2653 7.1718 3600.01 0.351943
si6_m4Dr6_m625.04 0.0658461 0.0499184 0.0655921 0.0607818 12.6875 12.4124 12.7584 12.6611 241.084 13.2616 13.3846 13.3978 247.564 13.3657 12.5767 12.8852 17.1748 13.6319 13.5218 13.9806 0.0223314 0.0143974 0.0312364
si6_m4Dr6_m625.01 0.0618111 0.0664751 0.0808095 0.0604398 13.6166 13.2564 13.9651 13.1134 15.497 15.162 15.4212 14.8868 210.828 13.7497 13.9134 13.8606 18.4623 14.3851 14.6223 14.5947 0.0223966 0.0188997 0.033577
si6_m4Dr6_m625.09 0.0666336 0.0508305 0.0661454 0.0610668 13.1755 11.9743 13.1476 13.0544 196.505 14.5869 15.2352 14.8533 195.858 13.4151 12.8591 13.0164 17.7499 14.1753 13.8324 14.0154 0.022688 0.014219 0.0315018
si6_m4Dr6_m625.07 0.064975 0.0486903 0.0624178 0.0595262 12.8882 12.4418 13.1403 12.5671 13.5893 13.3962 14.112 13.9497 198.248 17.7591 12.8805 13.3534 19.5074 14.0464 14.1372 14.5072 0.0231829 0.0179661 0.0330643
si6_m4Dr6_m625.00 0.0659275 0.0502535 0.0693156 0.0602549 13.2262 12.7301 13.7003 14.0232 31.6501 14.4265 14.0225 14.88 30.9038 13.6304 13.7186 13.3009 15.8583 14.8633 14.8191 14.9767 0.0227226 0.0194497 0.0397303
si6_m4Dr6_m625.08 0.069685 0.0531193 0.0683205 0.0633691 12.898 12.3292 13.2329 12.3439 940.12 14.4825 13.7897 13.569 831.333 13.9325 13.5016 13.3018 18.1457 13.9158 14.2626 13.7733 0.0233868 0.0177436 0.0338924
si6_m4Dr6_m625.05 0.0661851 0.0790601 0.0646791 0.0595049 12.6003 12.4616 12.904 13.4806 204.486 13.9383 13.663 14.1972 196.077 13.893 13.2037 13.0626 17.8103 14.3302 14.2993 14.3361 0.0218808 0.0146369 0.0376702
si6_m4Dr6_m625.06 0.0637302 0.0485644 0.0592485 0.0593507 13.24 13.4768 12.9323 13.7288 14.2631 14.1156 14.9787 14.3166 196.267 13.625 13.8566 13.7177 19.5788 14.4245 14.744 14.1761 0.0213628 0.0141979 0.0366958
si6_m4Dr6_m625.02 0.0685842 0.0541677 0.105411 0.0640858 13.6352 12.7389 13.5229 12.5906 14.7651 14.3224 14.0907 14.3389 194.712 13.2527 14.1836 12.8606 18.3574 14.4124 14.25 14.1633 0.0221881 0.0177148 0.0297189
si6_m4Dr6_m625.03 0.0937119 0.0463589 0.0616271 0.0949307 13.256 12.6192 12.8076 13.0164 38.5843 13.5823 13.3955 14.1843 39.0796 13.0042 12.7496 13.279 15.1042 14.4125 13.9727 14.2911 0.0215397 0.0144495 0.0311169
si4_m4Dr2_m625.09 0.0428782 0.0346947 3600.14 0.0404685 8.4022 8.37478 9.56504 8.31014 9.5056 9.29491 11.8633 9.73325 150.203 NaN 9.09812 8.74624 12.218 9.30662 9.18463 9.40095 0.0976607 0.0120386 0.032311
si4_m4Dr2_m625.04 0.0467925 0.0394956 0.0789633 0.0446886 8.27177 8.33201 10.7733 8.701 194.18 12.3887 10.647 9.60548 175.948 12.1564 10.613 9.00304 13.0073 9.20493 9.09807 9.18355 0.3113 0.0121397 0.0341036
si4_m4Dr2_m625.02 0.0636322 0.0309109 0.0380256 0.0364937 8.22592 8.30592 8.89718 8.31064 9.16619 9.11638 9.80218 9.31516 65.3129 10.3331 8.78259 8.78458 11.6848 9.36653 9.1463 9.17411 0.0221818 0.0119201 0.0291906
si4_m4Dr2_m625.07 0.0570172 0.0306348 93.596 0.035422 8.66156 8.61246 10.2509 8.90247 9.85164 9.51483 11.939 9.56654 119.579 NaN 9.01147 9.08639 13.4338 2046.44 9.4127 9.62009 0.0150385 0.0147239 0.0296773
si4_m4Dr2_m625.00 0.040352 0.0319147 0.121655 0.0373616 8.31718 8.26954 9.22083 8.31545 9.39251 9.2654 10.0996 9.408 66.7727 109.566 8.71125 9.19329 11.6549 9.189 9.16866 9.01072 0.0354912 0.0144294 0.0329047
si4_m4Dr2_m625.08 0.0416107 0.0331336 0.0409572 0.0382992 8.38473 8.71699 9.30505 8.48745 80.2424 177.213 10.036 11.5765 76.9297 169.024 8.75112 8.97317 11.0308 12.2682 9.01217 9.14673 0.0228612 0.0116558 0.0303038
si4_m4Dr2_m625.01 0.0414413 0.0531464 0.0657146 0.057507 9.05831 8.87743 10.2187 9.18707 71.0662 54.1595 10.7187 13.0284 66.2009 50.8487 9.11285 9.03159 11.0705 10.2229 9.4731 9.64663 0.108753 0.0153539 0.0321569
si4_m4Dr2_m625.06 0.0409069 0.0549902 1.72341 0.0600125 9.00352 8.91921 10.2738 8.75359 9.93859 10.3842 10.8908 9.77459 69.1429 1933.4 9.39634 9.47232 10.9629 45.7735 9.21284 10.0767 0.0210172 0.0122677 0.030883
si4_m4Dr2_m625.03 0.044258 0.0400456 0.0443856 0.0430034 8.36859 8.6379 9.44434 8.28521 15.9312 568.277 25.1718 43.9571 15.4388 544.557 9.09082 9.68938 9.84552 20.3806 9.25327 9.23507 0.0315535 0.0150335 0.0328992
si4_m4Dr2_m625.05 0.0521857 0.039497 0.0913227 0.0412253 8.72706 8.78743 9.96516 8.82853 204.724 73.1684 210.528 159.428 181.633 69.3308 8.82372 8.80349 12.4467 10.4418 9.01882 9.40678 0.180333 0.0158906 0.0296506
si2_r001_m600.00 0.0471002 0.0637829 3071.98 0.0747908 NaN 8.33123 22.8441 8.41894 NaN 8.82908 23.4586 8.71278 NaN NaN 53.4044 10.7157 83.5906 NaN 10.652 8.56806 15.7101 3600.01 0.0510945
si2_r001_m600.06 0.100268 0.037581 2413.94 0.105536 947.174 7.9599 106.533 7.76308 955.041 8.7242 119.095 8.95074 727.582 NaN 65.1008 12.4504 14.9522 NaN 10.2489 8.05985 9.51093 3600.01 0.0646439
si2_r001_m600.04 0.0449621 0.0409454 0.045128 0.105246 34.7544 8.35224 18.1019 8.64063 35.9404 8.86293 18.7965 8.99928 103.494 NaN 66.7342 11.0684 12.6329 9.04501 10.6366 8.46526 18.9595 3600.01 0.0504899
si2_r001_m600.07 0.0986658 0.0586304 0.0885471 0.0692705 474.565 8.21463 25.4338 8.16345 477.748 1342.83 26.5118 14.7696 531.217 NaN 46.2524 11.4719 21.017 NaN 9.96801 8.24432 18.5355 3600.01 0.170007
si2_r001_m600.02 0.0380954 0.0382253 149.495 0.0452808 NaN 7.94722 10.341 7.92049 NaN 8.56021 11.384 8.52965 NaN NaN 18.4942 16.8592 39.73 NaN 10.0127 8.31006 45.3614 3600.01 0.732995
si2_r001_m600.08 0.141808 0.0609458 0.141567 0.164221 507.415 7.94051 31.0961 7.91385 487.957 NaN 32.9493 52.7999 1903.05 NaN 83.5337 11.3946 15.282 NaN 9.84512 8.38814 NaN 3600.01 0.796976
si2_r001_m600.03 0.0900553 0.0371158 0.0896602 0.0707557 NaN 7.95319 34.597 7.97621 NaN 81.6152 37.3743 10.5542 NaN NaN 33.3933 11.5459 31.7708 NaN 9.23639 8.12523 50.1903 3600.01 64.6983
si2_r001_m600.01 0.0421545 0.0373489 0.0612877 0.0420117 524.245 8.00554 11.3452 7.90933 907.443 NaN 13.3302 12.8543 573.531 NaN 13.4167 12.2316 15.6334 NaN 9.03084 8.52596 42.502 3600.01 0.171761
si2_r001_m600.05 0.103729 0.0600564 0.40145 0.0797907 NaN 8.37797 54.5017 8.16134 NaN 8.57525 55.3208 9.14782 NaN NaN 66.5664 10.7549 22.2141 NaN 10.43 8.40409 23.0699 3600.01 0.243929
si2_r001_m600.09 0.0652219 0.0379265 0.0635124 0.107694 706.336 8.20782 67.6321 8.24821 715.856 NaN 70.4025 14.9396 1785.19 NaN 62.1919 10.5948 20.502 NaN 8.78426 8.45934 125.87 3600.01 4.64659
si2_m4Dr2_m256.09 0.0114566 0.0145299 0.0103286 0.0103158 2.80652 2.90294 2.91244 2.80216 5.79041 3.32429 3.15131 3.5136 10.61 20.8678 2.99285 2.9144 3.20109 3.73157 3.00584 3.07523 0.0397039 0.00673195 0.0310665
si2_m4Dr2_m256.03 0.0121865 0.00982631 0.0156786 0.0590522 2.74308 2.87838 3.9028 2.81969 2.98071 4.90659 4.5281 7.53501 9.10648 NaN 14.5101 8.43776 3.11191 NaN 3.0074 2.90675 0.0639214 0.00605791 0.0807235
si2_m4Dr2_m256.04 0.0152465 0.0103252 0.0193723 0.0193239 2.75804 2.88186 3.85183 2.79202 2.97964 3.20743 4.06239 3.05744 6.32152 2.96099 6.30929 3.58041 2.97303 2.96032 3.14547 3.08566 0.0324313 0.00553169 0.0449459
si2_m4Dr2_m256.07 0.0101552 0.0100638 0.0097863 0.0101547 2.70835 2.7513 2.77051 2.69477 4.52742 3.22164 2.94054 3.00968 4.43568 3.01142 2.9602 2.95509 3.14879 2.90276 3.00301 2.82422 0.00935745 0.00688329 0.0269355
si2_m4Dr2_m256.00 0.0104922 0.00993004 0.0132509 0.0101876 2.73533 2.76962 2.86306 2.79044 2.96711 3.16278 3.18825 3.36937 7.47344 4.6668 3.14037 3.08039 3.15423 3.18688 3.10233 2.96229 0.024708 0.00681527 0.0294143
si2_m4Dr2_m256.06 0.013197 0.0147951 0.0130144 0.0252096 2.6738 2.72186 4.05387 2.72886 2.92325 3.0262 4.59796 3.23192 7.01333 4.82145 4.21482 3.08773 3.16898 3.13827 3.0459 2.9545 0.0795326 0.00556536 0.0881309
si2_m4Dr2_m256.08 0.0130935 0.00919363 0.0172854 0.00887435 2.75307 2.84243 2.82294 2.69321 3.09348 3.09693 3.18045 3.11727 4.51488 4.37178 2.93884 2.90619 3.09201 2.97754 3.00036 2.97186 0.00614941 0.00555415 0.0264058
si2_m4Dr2_m256.05 0.0104892 0.00914458 0.00969792 0.00936686 2.74848 2.91781 2.88205 2.81303 4.83207 3.0115 3.19443 3.00953 4.74085 2.93563 2.9053 2.91398 3.07036 3.01149 3.02869 3.02657 0.00483746 0.00574542 0.0277759
si2_m4Dr2_m256.01 0.0111218 0.00971532 0.0188221 0.013912 2.81075 2.68763 2.89845 2.76532 2.95635 3.07418 3.31032 2.9993 8.53747 51.2525 2.90139 2.91648 3.07743 4.59774 2.97096 2.92527 0.0514101 0.00606485 0.0273055
si2_m4Dr2_m256.02 0.00995988 0.0097046 0.0136363 0.00952084 2.73886 2.76753 2.86949 2.73088 3.04809 3.08816 3.14402 3.04737 4.41806 2.83772 2.91747 2.83275 3.07835 3.06406 3.22324 3.18845 0.0083639 0.00751703 0.0306658
si6_r001_m600.09 0.170968 0.119889 0.13056 0.129024 86.4272 19.6213 19.6434 22.1255 286.779 19.9913 20.9134 20.4257 309.383 19.7772 19.6786 19.7566 24.2045 20.9674 20.9816 20.9089 0.0501588 3600.01 0.0336383
si6_r001_m600.00 0.134856 0.126822 0.138837 0.127895 302.066 19.1953 22.8974 19.3844 292.301 20.3837 23.6911 20.6508 590.801 29.7867 38.5042 36.7399 32.9772 20.506 21.0568 20.8048 1.99413 3600.01 0.0458805
si6_r001_m600.07 0.136326 0.155612 0.136953 0.15808 NaN 20.5708 22.448 20.0782 NaN 20.5608 25.6517 21.3535 NaN 23.5579 42.1889 33.8768 76.3961 20.0979 21.152 20.4513 2.38376 3600.01 0.0468836
si6_r001_m600.03 0.136199 0.12733 0.132182 0.12981 430.625 19.9345 20.9205 19.8941 431.48 20.6896 21.8376 20.2277 594.893 20.538 22.2014 22.6272 24.4392 22.8849 20.5734 20.673 1.41094 3600.01 0.0415288
si6_r001_m600.01 0.135902 0.12774 0.163189 0.194126 276.759 20.2632 21.8152 20.0345 338.717 20.6481 22.6403 20.6666 312.657 20.905 22.9162 20.3169 24.6061 22.1435 21.0232 21.0835 1.18282 3600.01 0.0445714
si6_r001_m600.06 0.132623 0.122454 0.133056 0.127568 NaN 20.0172 23.1113 19.1282 NaN 20.5975 23.1414 21.1181 NaN 21.0877 22.9009 21.3617 106.033 20.221 22.3149 20.5887 2.36898 3600.01 0.0327448
si6_r001_m600.08 0.157006 0.132432 0.134983 0.184105 303.262 20.7634 23.9262 19.9966 300.35 21.4479 25.0827 20.8125 356.658 19.9364 37.5716 34.0773 29.3985 20.3146 21.4439 20.7003 3.4858 3600.01 0.0358012
si6_r001_m600.02 0.13584 0.125105 0.130352 0.129599 2448.68 19.4988 19.8814 20.4558 2381.16 20.3764 21.6889 20.9485 1967.2 20.541 20.3267 20.7594 29.2692 21.0343 21.9249 21.4036 1.04743 3600.01 0.0439775
si6_r001_m600.04 0.135192 0.171318 0.189605 0.145079 500.387 19.2273 20.8727 20.6894 525.828 26.8887 20.9049 22.47 466.597 24.6715 19.5384 21.0872 23.4202 21.8596 20.7229 20.6337 1.32674 3600.01 0.034157
si6_r001_m600.05 0.13485 0.126528 0.135517 0.131818 954.193 19.7318 19.4245 19.0604 997.784 21.2257 20.1955 21.2763 899.993 20.2144 19.6104 20.7726 32.7195 21.5682 20.4051 21.6076 0.937634 3600.01 0.0326328
si2_m4Dr2_m1296.05 0.123298 0.0885299 0.0870228 0.0844616 14.799 15.776 20.5611 14.6984 NaN NaN NaN NaN 154.281 NaN 15.1686 20.4466 25.8801 NaN 17.1535 17.6563 0.0391838 0.0395163 0.0479572
si2_m4Dr2_m1296.09 0.144267 0.0840626 3600.16 0.121574 15.4534 15.0992 21.1775 14.7728 16.222 16.6512 23.2369 16.4385 449.524 NaN 18.307 19.4005 37.7586 NaN 16.0744 16.6837 0.901402 0.029505 0.0623146
si2_m4Dr2_m1296.02 0.383299 0.139288 2093.67 0.158443 14.2304 14.5436 28.6058 15.0232 15.787 15.9846 30.8099 17.2827 449.93 NaN 23.3146 16.7566 40.6867 NaN 15.8021 15.9742 1.7864 0.0294521 0.0702994
si2_m4Dr2_m1296.07 0.089411 0.0808917 0.10718 0.0852228 15.4465 14.8558 16.805 15.348 16.7711 16.8442 18.5052 16.6035 740.826 57.0459 15.9603 15.855 35.1255 16.9246 16.1875 16.2619 0.574881 0.0303164 0.0389382
si2_m4Dr2_m1296.00 0.0853143 0.066945 0.0858467 0.0815507 15.5696 15.2143 20.1467 15.2666 NaN NaN NaN NaN 170.314 NaN 16.4919 17.0198 26.5128 NaN 17.3037 16.8191 0.0499894 0.0305184 0.0473071
si2_m4Dr2_m1296.06 0.0923709 0.085279 3600.16 0.0870129 14.7433 14.5734 18.7487 14.4486 16.3252 16.3128 21.6811 16.5139 702.348 NaN 15.2729 17.8955 43.9131 NaN 15.9451 16.4444 2.34901 0.0364877 0.768766
si2_m4Dr2_m1296.08 0.0924714 0.0872791 3600.13 0.086419 14.7884 14.7424 18.898 14.3197 16.2833 16.2796 21.3171 15.5409 801.064 NaN 15.9922 18.0036 37.4104 15.7975 16.0136 15.9672 1.16036 0.0296479 0.0447555
si2_m4Dr2_m1296.01 0.106749 0.0893236 0.10502 0.0983208 14.6922 14.8618 29.4033 15.203 1004.91 NaN 758.741 1929.4 755.053 NaN 20.1905 17.7957 48.6042 NaN 17.0194 16.4592 2.57252 0.0291537 0.17986
si2_m4Dr2_m1296.03 0.0894806 0.0818574 3600.13 0.0839764 14.7216 14.8835 18.0052 14.6889 16.2547 17.0327 20.9565 16.1452 934.198 NaN 15.0808 15.4352 36.3918 16.246 15.9456 16.2468 1.40157 0.0299673 0.039668
si2_m4Dr2_m1296.04 0.123305 0.0915295 3600.18 0.0795784 15.7539 15.4135 20.1834 15.6255 17.5008 16.6422 23.0241 17.0483 458.928 NaN 16.1917 15.6656 29.5902 NaN 16.6266 16.7829 0.0528821 0.0300879 0.0498917
si4_b06m_m800.08 0.0558494 0.042227 632.719 0.0506783 12.1232 12.0202 14.5592 11.8642 13.8704 13.538 16.2553 13.1795 216.379 NaN 12.4005 12.4405 23.5971 NaN 13.0983 13.089 0.0306568 0.0164621 0.0333631
si4_b06m_m800.00 0.0556205 0.0676843 0.217572 0.0524291 12.3769 12.6939 13.8797 12.5619 13.5535 13.3599 15.3162 13.687 221.12 260.524 12.5267 12.9372 21.5012 17.3712 14.265 13.4513 0.0271878 0.0160071 0.037377
si4_b06m_m800.06 0.0691058 0.0480304 0.0556703 0.0844921 12.5388 12.592 15.5282 12.5536 231.822 NaN 128.313 284.042 235.028 NaN 13.2578 13.396 22.9887 821.378 14.0753 14.1588 0.0291723 0.0158053 0.0329498
si4_b06m_m800.05 0.0930962 0.0703023 0.0611103 0.0533582 12.5487 12.5976 14.3386 12.4761 226.878 2158.35 NaN NaN 233.176 2047.53 12.8228 13.3139 24.2601 50.1914 13.5022 14.1995 0.026306 0.021793 0.0359476
si4_b06m_m800.04 0.056194 0.0430838 667.34 0.0561035 12.4549 12.2956 14.6566 12.5216 13.814 14.1388 16.8816 13.6111 212.393 NaN 13.4835 12.5394 19.8409 NaN 13.8898 13.8587 0.035527 0.0164345 0.0362665
si4_b06m_m800.09 0.056675 0.0426432 2696.8 0.0530359 12.3716 12.2387 15.4735 12.7026 13.3305 13.6528 17.288 13.5464 218.022 NaN 12.4411 13.1597 20.7481 NaN 13.6923 13.7339 0.0399904 0.0167256 0.0361337
si4_b06m_m800.01 0.0965793 0.0783985 0.168922 0.0789362 12.554 12.5292 13.9938 12.636 14.1538 13.1368 15.616 13.8715 222.776 181.805 12.7906 13.0148 22.1926 17.8075 14.0525 13.6723 0.0263522 0.0218346 0.0370512
si4_b06m_m800.07 0.0564408 0.0433118 11.0331 0.0517019 12.2702 12.0371 14.4974 12.7469 13.7785 13.8249 16.3479 14.6702 218.927 NaN 12.6237 12.9979 22.6427 314.411 13.3135 13.2269 0.0388638 0.0162456 0.0361723
si4_b06m_m800.03 0.082465 0.0406217 0.0542582 0.0571903 12.3053 11.9142 14.3763 12.2252 202.037 NaN 25.8672 58.1328 202.224 NaN 12.2835 12.1837 22.8193 NaN 13.164 13.1515 0.040583 0.0213678 0.040628
si4_b06m_m800.02 0.0591585 0.044746 0.112506 0.0545421 13.0727 12.4826 13.9938 12.1908 14.28 13.7197 15.8688 14.0493 209.821 98.1478 12.7186 13.2314 22.0474 15.9994 13.6064 13.5209 0.0274983 0.0156696 0.0317846
si6_m4Dr2_m625.08 0.0641102 0.0533821 0.0713063 0.0580408 11.2879 11.3777 12.7447 11.6367 12.965 12.5006 14.5173 13.095 110.855 28.9583 12.1533 12.0298 15.4828 12.6612 12.5991 12.7961 0.0506211 0.0130477 0.0395931
si6_m4Dr2_m625.09 0.0642263 0.0485678 0.0633268 0.0583881 11.0841 10.8158 12.0355 11.1092 386.509 1076.79 12.6804 12.2438 313.539 1020.83 11.32 11.3469 17.4792 30.6122 12.3988 12.3892 0.0238839 0.0138025 0.0300446
si6_m4Dr2_m625.05 0.0643602 0.0928391 0.0602991 0.0632842 10.7936 10.7663 11.6087 11.4182 12.4716 12.295 13.5131 12.9296 299.058 11.8493 12.172 12.1475 15.5882 12.2488 12.4686 12.5939 0.225216 0.0133592 0.0359107
si6_m4Dr2_m625.01 0.054653 0.0392121 0.0551063 0.0815087 12.1014 12.018 13.4199 11.987 92.7351 319.18 49.3648 78.965 91.896 307.598 12.5049 12.3694 15.6468 13.4489 13.3026 13.4924 0.0220524 0.0133258 0.0334229
si6_m4Dr2_m625.06 0.0600566 0.0451067 0.105401 0.0547682 12.3519 11.9466 13.1093 11.8856 13.3045 12.8314 15.4224 13.9841 231.33 82.0666 12.5463 12.7965 17.7447 14.0663 13.6128 13.3056 0.0229463 0.0145619 0.0335973
si6_m4Dr2_m625.00 0.0577357 0.0706083 0.0584234 0.0522737 11.5272 11.4045 13.8008 11.4136 464.674 NaN NaN NaN 308.75 NaN 11.5124 11.8206 16.5139 NaN 12.5687 12.5056 0.0227922 0.0131731 0.0332963
si6_m4Dr2_m625.03 0.0585573 0.0436207 0.870417 0.0539085 11.69 11.6786 13.5401 11.7632 13.5933 13.2461 16.3297 13.8846 178.581 1120.01 12.283 12.5023 17.3204 32.3083 12.9062 13.0836 0.0246548 0.0133469 0.0315902
si6_m4Dr2_m625.02 0.0648903 0.0622338 0.098147 0.088457 11.7288 11.6397 11.7053 11.6091 12.5747 12.9968 13.6209 12.5303 252.314 12.6842 12.1928 11.9312 16.079 13.1138 12.8213 12.9921 0.455563 0.0141719 0.0343125
si6_m4Dr2_m625.07 0.0603587 0.045388 0.0984048 0.0557156 12.0385 11.6339 12.6228 11.6598 439.964 14.6226 13.7146 14.2015 339.317 13.3322 12.3482 11.7888 16.4048 13.1683 13.2589 13.3305 0.0335589 0.0164488 0.0327298
si6_m4Dr2_m625.04 0.0638842 0.0499876 0.0601184 0.0595571 11.8116 11.5559 11.9012 12.0413 13.7954 12.9552 13.0826 13.2317 91.924 12.0647 12.3739 11.7843 15.889 13.345 12.9994 12.9291 0.350987 0.0139681 0.0319773
si2_m4D_m1296.01 0.340918 0.132666 0.340752 4.35381 15.4423 14.9382 117.126 15.8439 17.3262 16.5289 113.723 16.435 693.046 NaN 1160.75 NaN 40.0996 NaN 22.0433 16.7104 4.31925 0.0286405 0.0412111
si2_m4D_m1296.08 0.0777017 0.0702738 0.111981 0.115896 17.2031 16.9993 17.6023 16.7646 203.281 18.0654 17.8934 18.0649 500.75 18.3083 16.8167 17.2324 50.2414 18.0057 17.7187 17.8248 0.754151 0.0282762 0.0488049
si2_m4D_m1296.06 0.23037 0.147705 57.7123 7.08327 14.6158 16.5835 222.085 16.5038 16.8218 18.1092 229.551 18.2017 665.773 1536.04 1137 440.72 37.6557 72.569 20.483 16.4884 3.44232 0.0281244 0.0982012
si2_m4D_m1296.05 0.0847712 0.0860507 0.104929 0.146234 16.9264 16.5972 16.8855 16.4529 18.5258 18.2669 18.0646 18.0245 579.463 17.9762 22.8209 20.1332 46.4023 19.2203 18.1292 18.5652 0.907626 0.036126 0.0536525
si2_m4D_m1296.09 0.084081 0.111139 0.101306 0.076457 16.6084 16.4445 17.361 16.5614 1245.7 18.1235 22.2736 20.198 759.037 17.7962 19.7781 18.5899 50.1767 18.3084 17.7599 18.4419 1.07975 0.0288255 0.0593442
si2_m4D_m1296.03 0.170799 0.116084 37.9638 3.32638 15.0905 14.79 74.4206 15.2202 16.0432 16.9047 76.9794 16.8129 761.83 1537.59 1348.23 497.36 42.6142 71.0231 22.1498 16.9347 2.91092 0.0349823 0.052497
si2_m4D_m1296.07 0.0838676 0.0761634 0.130114 0.0870433 15.9642 16.8461 18.2692 16.645 18.4504 18.1239 20.4419 18.3413 585.686 17.6889 20.234 19.4474 53.3864 18.5881 18.1131 18.8173 0.998464 0.0301089 0.046776
si2_m4D_m1296.02 0.0899457 0.0912209 0.0983261 0.195491 17.1584 16.7095 17.0471 16.6853 17.8099 18.6827 19.2006 18.8625 816.773 18.032 31.0908 22.8568 52.9796 17.872 17.8909 18.6895 1.50685 0.0345175 0.0509492
si2_m4D_m1296.04 0.120871 0.0784811 0.197795 0.165361 16.4691 17.5992 27.3644 16.6394 17.9594 18.6138 28.5752 18.3144 689.092 18.503 31.1746 20.0375 50.5444 19.081 18.8714 18.1215 1.20898 0.0377868 0.0490829
si2_m4D_m1296.00 0.118496 0.0681272 0.0875123 0.123601 16.5423 16.2669 18.7844 16.9009 18.3747 17.7837 19.5585 18.309 489.922 18.7445 21.9187 19.4265 53.4282 18.8709 18.567 18.2014 0.551905 0.0295295 0.0483287
si4_b03_m800.05 0.0897884 0.099316 0.0755146 7.93882 8.41141 8.33849 8.72619 8.59657 9.40962 10.3219 10.1604 9.91895 145.629 146.116 322.584 321.187 9.18731 12.4197 9.45225 9.31123 1.87372 0.0115717 0.0338224
si4_b03_m800.00 0.0663397 0.0641639 0.0838108 7.88789 8.20235 8.36868 8.68634 8.32523 9.89059 9.64328 9.91472 9.42345 140.479 147.093 314.549 317.261 9.54283 12.0995 9.53322 9.50373 1.83055 0.012535 0.0385404
si4_b03_m800.08 0.0643984 0.0991551 0.064088 7.80358 8.07354 8.30185 8.34432 8.3212 9.52151 9.63744 10.2953 10.2909 139.095 153.903 310.412 297.648 9.27123 14.2985 9.26332 9.11151 1.98505 0.0118134 0.0327965
si4_b03_m800.09 0.101506 0.0631956 0.130001 7.74219 7.90242 8.25164 8.3242 8.11735 10.0862 9.56423 10.6317 9.79882 143.953 141.759 313.869 340.063 9.90519 19.4098 9.34663 9.26691 1.81809 0.0115745 0.0334271
si4_b03_m800.03 0.0651795 0.0641509 0.0744984 7.8441 7.9853 8.41841 8.59089 8.05754 9.49479 9.38503 9.92299 9.39671 140.198 122.642 307.719 316.749 9.71664 18.5763 9.22737 9.66416 1.8478 0.0159744 0.0297425
