instance "si-noninduced-gss-20201208" "si-parity-gss-20201208" "si-moreoddthaneven-gss-20201208" "si-lessthreeodd-gss-20201208" "si-noninduced-minion-preprocess-gac-20201208" "si-noninduced-hybrid-preprocess-gac-comm-checker-20201208" "si-noninduced-hybrid-preprocess-gac-comm-propagate-20201208" "si-noninduced-hybrid-preprocess-gac-comm-rollback-20201208" "si-moreoddthaneven-minion-preprocess-gac-20201208" "si-moreoddthaneven-hybrid-preprocess-gac-comm-checker-20201208" "si-moreoddthaneven-hybrid-preprocess-gac-comm-propagate-20201208" "si-moreoddthaneven-hybrid-preprocess-gac-comm-rollback-20201208" "si-lessthreeodd-minion-preprocess-gac-20201208" "si-lessthreeodd-hybrid-preprocess-gac-comm-checker-20201208" "si-lessthreeodd-hybrid-preprocess-gac-comm-propagate-20201208" "si-lessthreeodd-hybrid-preprocess-gac-comm-rollback-20201208" "si-parity-minion-preprocess-gac-20201208" "si-parity-hybrid-preprocess-gac-comm-checker-20201208" "si-parity-hybrid-preprocess-gac-comm-propagate-20201208" "si-parity-hybrid-preprocess-gac-comm-rollback-20201208" "si-noninduced-pathlad-20201208" "si-noninduced-vf2-20201208" "si-noninduced-ri-20201208"
all-images-CVIU11-pattern17-target86 0.269374 0.199368 0.254356 0.279432 38.3635 10.5321 10.1739 10.2802 37.9772 11.0919 10.8145 11.2034 38.3853 10.8771 10.7133 10.6148 10.4143 10.9959 10.8971 11.9959 0.298929 0.173218 0.124186
all-images-CVIU11-pattern17-target87 0.191829 0.222867 0.227335 0.163276 33.1598 9.85375 9.77503 9.97143 34.6671 11.3088 11.5297 10.6487 34.5555 10.7507 10.8378 11.0533 10.4619 10.5326 10.7493 10.4797 0.221404 0.153654 0.116922
all-images-CVIU11-pattern17-target88 0.264673 0.287723 0.291767 0.360995 53.91 12.1338 12.1715 12.4131 53.674 13.3081 13.0671 13.4065 51.7486 12.5748 11.9567 12.4898 11.8471 12.4924 12.6414 12.8063 0.345219 0.25257 0.151822
all-images-CVIU11-pattern17-target89 0.11258 0.0999371 0.0999336 0.125663 22.1215 7.8567 8.13285 7.77007 22.9617 8.28422 8.38336 8.3174 22.5804 8.21743 8.0573 7.78779 8.11233 7.82645 7.99453 7.73818 0.136415 0.15856 0.0668143
all-images-CVIU11-pattern17-target9 0.209733 0.162861 0.15484 0.153451 31.8091 9.00224 9.39001 9.35212 32.4438 9.87374 9.96118 9.96855 32.0159 9.94028 10.1405 9.7068 9.56273 9.62978 9.24065 9.29691 0.198431 0.142434 0.109145
all-images-CVIU11-pattern17-target90 0.0866481 0.0555518 0.0917944 0.0564884 16.2478 6.70107 6.38213 6.61517 17.3021 7.0306 7.27374 7.28883 16.6043 7.09166 7.14037 7.08766 6.70746 7.1723 6.83198 6.72072 0.0892369 0.0630863 0.0690823
all-images-CVIU11-pattern17-target91 0.0282783 0.0277849 0.0289181 0.0427196 8.35025 4.78005 4.97279 4.82887 9.01137 5.41716 5.27108 5.43263 9.08268 5.72957 5.62131 5.71901 5.01116 5.69004 5.32035 5.00477 0.0466769 0.044677 0.0442485
all-images-CVIU11-pattern17-target92 0.370646 0.38404 0.400678 0.36867 73.0557 14.3249 14.5233 14.7439 74.8276 14.9187 15.4832 15.0252 73.3178 14.8668 15.1959 15.7843 15.0366 15.0325 15.222 15.647 0.333449 0.47305 0.167994
all-images-CVIU11-pattern17-target93 0.182474 0.184034 0.182597 0.200152 41.0597 10.4899 10.736 10.3269 41.8351 11.0495 10.9286 11.2041 40.3755 10.8701 11.2886 11.051 10.8319 10.8024 11.6076 11.1892 0.274885 0.196961 0.137136
all-images-CVIU11-pattern17-target94 0.280169 0.264303 0.249197 0.270098 55.2964 12.3863 12.1085 12.4009 56.0575 13.0365 12.903 13.4043 56.481 13.1163 12.3099 12.6117 12.2361 12.4526 12.9288 12.4766 0.33015 0.279996 0.156855
all-images-CVIU11-pattern17-target95 0.054591 0.057212 0.0400012 0.0540685 11.3309 5.19256 5.49969 5.28732 11.8713 5.86023 5.80091 5.74456 11.0875 5.68139 5.80942 5.5175 5.30371 5.30784 5.32957 4.95873 0.0715614 0.0602482 0.0432079
all-images-CVIU11-pattern17-target96 0.114049 0.136282 0.147556 0.1155 25.3435 8.17395 8.56633 8.83435 26.771 9.34579 8.83517 8.50448 25.541 8.46272 8.43539 8.97765 8.60859 8.13043 8.45679 8.76731 0.204979 0.123491 0.0910937
all-images-CVIU11-pattern17-target97 0.1679 0.125955 0.178352 0.153643 24.7163 8.2527 9.17022 9.23953 24.9616 9.60117 9.27567 9.30691 24.2117 9.32677 9.48691 8.90035 8.8741 9.01293 8.98811 8.60589 0.145108 0.114755 0.081805
all-images-CVIU11-pattern17-target98 0.0791909 0.0525243 0.0515006 0.0568524 15.015 6.56766 6.68386 6.80803 15.3911 6.69657 7.2115 6.91362 14.5153 6.77646 6.58959 6.73567 6.4666 6.73377 6.33764 6.4667 0.143591 0.0869354 0.0477549
all-images-CVIU11-pattern17-target99 0.352106 0.280127 0.263472 0.35243 49.7349 11.8832 12.1238 12.5994 52.0956 12.6374 13.5231 12.3477 49.5892 12.0674 12.8854 12.3591 12.4668 12.1587 12.4506 12.6082 0.423904 0.279961 0.150495
all-images-CVIU11-pattern18-target1 0.229922 0.251029 0.224212 0.310901 470.26 16.0359 16.3221 15.8257 476.345 17.197 17.6338 17.9391 470.344 16.6062 16.896 16.6317 17.3234 16.6391 16.5739 17.1203 0.757332 0.504402 0.132073
all-images-CVIU11-pattern18-target10 0.230082 0.258295 0.18237 0.193005 327.318 12.9187 13.1074 13.5678 340.285 14.4189 15.1331 14.0921 329.784 14.6305 13.7579 14.2707 13.8509 13.6307 14.238 14.3592 0.88776 0.372986 0.117363
all-images-CVIU11-pattern18-target100 0.0736086 0.0756912 0.0727178 0.0531168 81.023 7.7294 7.52702 7.69269 81.9802 8.58156 8.76777 8.33501 81.2197 8.39692 8.32936 8.09632 7.95477 8.19243 8.29578 7.9996 0.227614 0.108378 0.0547067
all-images-CVIU11-pattern18-target101 0.0560475 0.0643332 0.0561729 0.0624011 81.2312 8.08084 7.82621 8.09659 82.6023 9.21516 9.32527 8.81537 80.6769 8.42943 8.23759 8.75024 8.3702 8.78373 8.3867 8.05718 0.0238877 0.144889 0.0582566
all-images-CVIU11-pattern18-target102 0.103009 0.0982205 0.0983512 0.0998907 196.577 11.2434 10.4753 10.4855 194.986 11.6108 11.0281 11.551 193.596 11.2182 10.7433 11.0748 11.2313 11.0868 11.3496 11.308 0.429712 0.245729 0.0756203
all-images-CVIU11-pattern18-target103 0.119296 0.141689 0.13998 0.129245 222.945 11.3853 11.5506 11.1853 224.415 12.5582 12.7854 12.2169 224.017 11.7708 11.46 12.2493 11.6044 12.5941 11.9505 12.3532 0.418341 0.233681 0.0664479
all-images-CVIU11-pattern18-target104 0.278341 0.228484 0.251604 0.228584 551.931 15.8802 15.8863 16.1644 562.426 17.3816 17.3768 17.0256 552.529 16.9781 17.2722 16.2263 16.7325 17.1763 16.7348 16.6614 0.910299 0.564048 0.134333
all-images-CVIU11-pattern18-target105 0.26802 0.29039 0.284025 0.254139 423.208 16.1839 16.1713 16.2643 435.026 17.5959 17.7141 17.3386 421.038 17.3 16.6122 16.6046 16.1149 16.2451 16.4787 16.6444 0.791716 0.536578 0.120001
all-images-CVIU11-pattern18-target106 0.229468 0.212023 0.223203 0.203273 378.467 14.0851 13.5734 13.5802 384.351 15.0643 15.1541 14.6553 377.892 14.1351 13.9717 14.4186 14.3788 14.6945 14.4796 15.4264 0.669018 0.406537 0.087934
all-images-CVIU11-pattern18-target107 0.207526 0.134599 0.162647 0.167376 265.785 12.811 13.0464 12.5917 271.556 13.4808 13.2948 13.7428 268.9 12.746 12.9684 12.9349 12.8112 13.2504 13.3697 13.0019 0.567631 0.351495 0.0819296
all-images-CVIU11-pattern18-target108 0.399795 0.396271 0.376617 0.375165 831.436 22.3334 22.7288 22.5424 837.508 24.4047 23.5805 24.5199 816.694 23.005 23.3671 22.8376 22.9569 22.4458 22.669 23.3832 1.72228 1.0139 0.193774
all-images-CVIU11-pattern18-target109 0.245059 0.305971 0.243093 0.279853 511.346 16.9447 16.5023 16.8266 515.743 17.4644 17.9726 18.3143 527.716 17.6038 17.4932 17.6445 17.2724 17.4982 17.9755 17.589 0.905758 0.531579 0.122501
all-images-CVIU11-pattern18-target11 0.101621 0.129054 0.0823262 0.0951854 144.048 9.40818 9.83181 9.07303 149.509 10.279 10.2218 10.0167 144.102 9.5934 10.2848 9.64229 9.98777 9.79873 9.63412 9.85495 0.288195 0.253675 0.0814452
all-images-CVIU11-pattern18-target110 0.101775 0.139259 0.162084 0.099524 174.396 10.4858 10.4811 10.5706 172.772 11.4404 11.4028 11.2134 168.629 11.2262 11.502 11.0272 10.9572 11.0684 10.609 11.0595 0.297681 0.186697 0.0873266
all-images-CVIU11-pattern18-target111 0.0974997 0.0976277 0.138292 0.132648 170.061 10.5468 10.7615 10.7295 176.17 11.1871 11.2727 11.3621 169.641 10.3629 10.796 10.8677 10.525 10.5359 11.1961 10.6742 0.433737 0.304682 0.0747968
all-images-CVIU11-pattern18-target112 0.108527 0.0912774 0.10184 0.106141 173.961 10.2493 10.6358 10.7521 172.306 11.1126 11.745 11.5122 171.818 11.0317 11.1558 11.0667 11.2112 11.0375 11.1293 10.0617 0.382441 0.289696 0.0660295
all-images-CVIU11-pattern18-target113 0.172815 0.111435 0.12852 0.13224 225.485 11.1325 10.6799 11.4105 226.892 12.2875 12.5642 11.84 225.996 11.9768 12.008 11.8277 11.8089 11.4231 11.4368 11.9291 0.0598488 0.386388 0.0668721
all-images-CVIU11-pattern18-target114 0.0634635 0.0661124 0.089481 0.0957604 120.477 8.91008 8.77361 9.07429 122.206 10.0316 9.67408 9.23441 121.144 9.40291 9.38001 9.37835 9.12419 9.19215 9.29654 9.31145 0.24854 0.235517 0.0701862
all-images-CVIU11-pattern18-target115 0.180433 0.19228 0.198676 0.250283 359.647 13.6733 13.3975 14.4239 390.451 15.1728 15.3602 15.4236 380.952 14.1022 14.4874 14.288 15.2413 14.7864 14.5928 14.6188 0.636866 0.425411 0.115344
all-images-CVIU11-pattern18-target116 0.40696 0.385623 0.38898 0.380379 911.042 22.1186 22.0528 21.6786 936.855 24.0589 23.5946 24.2139 908.033 23.2292 23.2507 22.6379 23.9353 23.2514 23.3755 23.32 1.56961 1.15749 0.169947
all-images-CVIU11-pattern18-target117 0.213992 0.216446 0.288595 0.208358 443.402 17.4331 17.1247 16.6193 455.417 17.5314 17.9751 17.9619 441.466 17.2623 17.0845 16.7712 16.8334 16.6794 17.9141 16.7753 0.764868 0.513418 0.139113
all-images-CVIU11-pattern18-target118 0.186737 0.1627 0.160686 0.175061 308.959 13.9256 13.7951 14.2672 313.941 14.9534 14.6569 15.2525 306.081 14.4399 14.0495 14.2882 14.6869 14.6684 15.2347 14.9525 0.564739 0.342666 0.0870932
all-images-CVIU11-pattern18-target119 0.458789 0.474657 0.371199 0.384226 751.169 20.9224 22.2496 21.0646 769.341 22.3624 23.01 22.2556 759.326 22.5052 21.5426 21.7013 21.8988 22.4015 22.1491 21.9239 1.40753 0.893652 0.173876
all-images-CVIU11-pattern18-target12 0.219751 0.20413 0.212512 0.225163 383.565 15.3243 15.1529 15.6947 390.965 16.6632 16.5154 16.7668 386.733 16.2848 16.9711 17.671 17.4428 18.2117 17.5599 17.9769 0.760763 0.531615 0.111557
all-images-CVIU11-pattern18-target120 0.253581 0.255472 0.230131 0.35906 542.389 16.5713 16.2736 17.251 556.962 17.6915 18.2422 17.7782 548.919 17.9237 17.6801 17.2853 18.1202 18.4119 18.0149 17.5815 0.998946 0.667783 0.142929
all-images-CVIU11-pattern18-target121 0.405217 0.302628 0.3322 0.324988 611.612 18.2271 18.9698 19.1962 613.356 19.9457 19.9043 20.424 614.262 19.7071 19.284 19.7615 19.1763 19.5279 19.1031 19.9854 1.13702 0.703593 0.15812
all-images-CVIU11-pattern18-target122 0.171724 0.151361 0.159904 0.225769 294.963 12.6375 12.8629 13.5299 299.876 14.0294 14.4176 14.4837 296.906 13.5469 13.5302 13.522 13.7836 13.5272 13.5969 14.564 0.526412 0.420056 0.0966995
all-images-CVIU11-pattern18-target123 0.317622 0.35492 0.309802 0.308221 700.829 19.4395 19.6538 19.912 706.217 21.0022 21.7532 21.051 694.547 20.6063 20.9067 19.8359 21.4466 21.1613 20.9051 21.1995 1.19013 0.761821 0.166023
all-images-CVIU11-pattern18-target124 0.18439 0.198892 0.21365 0.184693 382.58 13.3407 13.8336 13.6972 383.739 14.825 14.7617 15.2627 375.466 14.1383 14.3207 14.5567 14.1965 14.903 15.0716 15.0896 0.593491 0.469554 0.101687
all-images-CVIU11-pattern18-target125 0.389105 0.37353 0.397016 0.356995 587.683 17.569 16.8482 18.1157 592.097 18.9849 18.6087 19.0559 593.709 18.0189 17.5993 17.7737 17.9055 17.5922 17.5155 17.5736 1.01585 0.617652 0.15071
all-images-CVIU11-pattern18-target126 0.0491131 0.0535958 0.0502794 0.0527684 54.0757 5.94817 6.31469 6.10484 53.2079 6.77836 6.64392 6.49379 52.7218 6.30261 6.55269 6.43279 6.34869 6.33764 6.23206 6.65081 0.021121 0.106828 0.0444561
all-images-CVIU11-pattern18-target127 0.0541064 0.0509664 0.0378661 0.036421 68.1879 6.62967 6.96641 6.86551 71.4815 7.06739 7.1157 7.28898 69.0552 6.83333 7.0247 6.77509 6.77982 6.66584 7.04698 7.00025 0.113934 0.0745368 0.0415881
all-images-CVIU11-pattern18-target128 0.371221 0.337956 0.260086 0.31165 551.44 17.3948 17.6139 17.808 565.024 18.5061 19.0057 18.2671 551.371 17.9808 18.6075 18.0987 18.0561 18.4224 18.3522 18.2285 1.06862 0.686209 0.164968
all-images-CVIU11-pattern18-target129 0.0787142 0.0724866 0.0523342 0.0499318 79.354 7.93125 7.62316 8.33897 82.2574 9.02871 8.41679 9.03633 80.9931 8.34756 8.24884 8.29328 7.68018 8.20563 8.44727 8.13557 0.166844 0.124922 0.0598099
all-images-CVIU11-pattern18-target13 0.20772 0.193834 0.203482 0.255449 415.769 15.6595 15.1292 15.0424 416.913 16.2507 16.0993 16.8867 412.214 15.7282 15.1787 16.3791 15.8962 15.7554 16.5723 16.297 0.753203 0.460734 0.121053
all-images-CVIU11-pattern18-target130 0.0603389 0.0720644 0.0599257 0.0503352 79.3485 8.07348 7.98049 7.49259 79.9729 9.36955 9.23607 8.69434 77.9311 8.52251 8.76099 8.86207 8.39677 8.41524 8.28309 7.96982 0.153337 0.134604 0.0522017
all-images-CVIU11-pattern18-target131 0.108353 0.0990878 0.148206 0.0939816 195.412 10.6472 10.6897 10.6868 200.169 11.5451 11.6685 11.6017 196.519 10.7203 11.2662 10.9033 11.0069 10.7947 10.7813 10.9389 0.412474 0.291773 0.0657306
all-images-CVIU11-pattern18-target132 0.150744 0.137608 0.167529 0.13288 239.182 11.5743 11.6693 11.5356 245.144 12.1547 13.1999 12.8174 238.973 12.3058 12.175 11.8349 12.0762 11.9488 11.9781 12.1108 0.452256 0.281044 0.0937688
all-images-CVIU11-pattern18-target133 0.144965 0.166612 0.167766 0.11557 220.665 10.9048 10.9013 10.8554 222.83 12.8719 12.1257 11.9678 219.94 11.5391 11.3045 11.5961 11.892 11.5264 11.2954 11.6418 0.419329 0.248639 0.0870812
all-images-CVIU11-pattern18-target134 0.140828 0.159367 0.145859 0.129417 299.303 12.625 11.8846 12.3478 302.71 12.92 13.116 13.6036 297.368 12.7592 13.0144 12.9105 12.9681 12.5888 12.7624 12.9872 0.555506 0.483713 0.082896
all-images-CVIU11-pattern18-target135 0.120562 0.162131 0.168477 0.124138 225.789 11.0797 10.8063 11.1514 226.393 12.0166 12.2383 12.0186 224.003 11.4059 11.2447 11.5394 11.8349 11.4399 11.4798 11.2053 0.431023 0.275643 0.0904455
all-images-CVIU11-pattern18-target136 0.125348 0.158723 0.126136 0.153754 285.362 12.1968 12.0169 11.7628 282.95 12.6329 12.9253 13.1004 285.285 12.4947 11.8486 12.214 12.0862 12.4042 12.9329 12.4655 0.526449 0.305603 0.0740971
all-images-CVIU11-pattern18-target137 0.0732875 0.0640161 0.0782029 0.073777 94.6296 7.60722 7.69721 7.85333 95.3211 8.45012 7.98302 8.15015 90.855 7.50513 8.08162 7.40512 7.63651 7.68903 7.63429 8.01026 0.185655 0.129189 0.0583386
all-images-CVIU11-pattern18-target138 0.418729 0.436064 0.430943 0.439318 855.48 20.8198 21.0684 20.7617 870.443 22.9442 22.7354 22.0572 846.096 21.8518 21.8401 21.8883 22.3314 23.0536 22.1265 22.156 1.49997 0.98459 0.183005
all-images-CVIU11-pattern18-target139 0.0988959 0.101796 0.0979694 0.0835274 131.432 8.05189 8.05093 8.40113 135.417 9.61136 9.15238 9.21101 129.021 9.29216 9.3277 9.35841 8.91793 8.7039 9.08721 8.52623 0.285846 0.211687 0.0605728
all-images-CVIU11-pattern18-target14 0.0799209 0.0788236 0.0805119 0.079132 91.7663 8.04024 8.13755 7.72555 94.4037 9.14154 8.99428 8.66312 91.3541 8.48713 8.6526 8.44471 8.10928 8.49878 7.86193 7.46378 0.175614 0.150273 0.0468625
all-images-CVIU11-pattern18-target140 0.0763148 0.116777 0.0901394 0.106565 138.722 9.31921 8.96964 9.39044 142.373 10.1041 10.7611 10.0637 140.37 9.75994 9.71531 9.93528 9.75629 9.2185 9.43313 9.49904 0.291929 0.202473 0.0686433
all-images-CVIU11-pattern18-target141 0.0645203 0.0689902 0.0749268 0.0840177 110.675 9.25859 9.39048 9.17281 110.99 9.76684 10.1956 9.44091 108.659 9.42017 9.44539 9.42074 9.3538 9.38399 9.56559 8.65559 0.279352 0.155487 0.0512057
all-images-CVIU11-pattern18-target142 0.137466 0.139926 0.145641 0.116992 252.919 11.4391 11.434 11.8389 255.025 12.4935 12.7187 12.5281 252.546 12.1494 11.9743 12.2323 11.6916 11.6894 12.2834 11.903 0.461309 0.303825 0.081265
all-images-CVIU11-pattern18-target143 0.087924 0.090691 0.0881652 0.134981 165.459 9.4568 9.35587 9.40599 169.666 10.3529 10.2022 10.1714 166.637 9.8059 10.0339 9.84564 9.48135 9.48855 9.49114 9.70707 0.302467 0.233793 0.0787078
all-images-CVIU11-pattern18-target144 0.173955 0.238993 0.242131 0.232033 312.038 12.6354 13.1634 13.0478 313.252 14.2833 13.681 14.044 311.999 14.0697 14.0305 13.576 13.6768 13.677 14.1435 13.8977 0.58677 0.341255 0.108177
all-images-CVIU11-pattern18-target145 0.0715834 0.0679965 0.0993691 0.0918071 130.696 8.69565 8.31025 8.48739 132.479 9.15951 8.96594 9.36452 128.099 9.06489 9.20654 8.59278 9.00087 9.33504 9.50143 9.30177 0.214982 0.167522 0.0675882
all-images-CVIU11-pattern18-target146 0.26663 0.264123 0.281418 0.28284 566.155 16.5328 16.4358 16.5566 575.372 18.0883 18.1854 18.6558 565.584 17.3399 17.3302 17.736 18.3447 17.5028 17.1865 17.63 1.04764 0.732468 0.137284
all-images-CVIU11-pattern18-target15 0.0288466 0.0289522 0.0293153 0.0287801 51.5933 6.20469 5.75018 5.78752 54.1553 6.58005 6.59281 6.78567 52.0481 6.21076 6.42597 6.0026 6.2525 5.81066 6.02613 5.93785 0.0146529 0.0693988 0.0429699
all-images-CVIU11-pattern18-target16 0.1033 0.101857 0.0780176 0.0808184 113.266 8.40949 8.64006 8.47594 122.308 8.89052 8.93711 9.07279 118.201 8.66276 8.7545 8.75155 8.68054 8.60023 8.44362 8.72549 0.325207 0.177609 0.0511909
all-images-CVIU11-pattern18-target17 0.28528 0.26746 0.260963 0.256543 475.469 16.1699 16.0447 16.6258 480.437 17.2364 17.7039 17.5537 468.837 16.9752 17.0548 17.1392 17.1288 17.3085 17.761 17.3364 0.927143 0.585874 0.146861
all-images-CVIU11-pattern18-target18 0.273276 0.247579 0.265154 0.350701 492.041 15.9727 16.3509 16.484 498.452 17.5345 16.9534 16.8889 491.664 16.2654 16.253 16.6259 16.9316 17.3309 16.5573 16.8962 0.877456 0.546025 0.114026
all-images-CVIU11-pattern18-target19 0.442251 0.485518 0.436245 0.460404 996.68 22.9713 23.3498 23.2393 1014.02 24.1787 24.6569 24.3852 985.253 23.6156 23.6647 23.4461 23.9432 24.5834 23.6854 24.2482 1.58137 1.11384 0.176634
all-images-CVIU11-pattern18-target2 0.228023 0.260115 0.172993 0.171225 340.466 13.7319 13.2798 14.0591 352.176 14.8412 14.2617 14.58 345.365 13.4008 13.7831 13.6381 14.1677 13.8171 14.2184 14.0178 0.500622 0.353354 0.115055
all-images-CVIU11-pattern18-target20 0.414469 0.441233 0.322226 0.339303 603.033 18.7471 19.8267 18.8305 618.568 19.5178 19.591 19.5219 602.194 19.3013 18.8673 19.8644 18.4901 18.6679 18.9975 18.9562 1.01499 0.662516 0.130305
all-images-CVIU11-pattern18-target21 0.232509 0.20621 0.257384 0.191396 401.883 14.5183 14.7707 14.4445 421.366 15.4513 15.6433 15.5604 401.74 14.8705 14.3243 14.6885 15.1548 14.8685 14.9219 14.6588 0.656471 0.517966 0.124919
all-images-CVIU11-pattern18-target22 0.169478 0.160406 0.164725 0.165052 191.535 10.4671 10.07 10.3722 195.559 11.0124 11.0941 11.0486 193.472 10.8533 11.0677 10.9576 11.059 11.0535 11.1478 10.7366 0.411159 0.257014 0.0851586
all-images-CVIU11-pattern18-target23 0.286713 0.303191 0.304951 0.264629 462.319 15.9133 15.9126 16.6466 464.51 16.8614 17.3308 17.4043 464.339 16.5629 16.6109 16.0087 17.054 16.8113 17.042 17.1684 0.853155 0.548354 0.119241
all-images-CVIU11-pattern18-target24 0.0372133 0.0361029 0.0394641 0.0371726 59.7884 6.42122 6.58263 6.69617 62.025 7.22518 6.77895 7.08795 58.9925 6.91636 6.5253 6.95328 6.46096 6.42502 6.59817 6.71664 0.137752 0.0995971 0.0392836
all-images-CVIU11-pattern18-target25 0.11011 0.105999 0.118262 0.120297 199.366 10.1326 9.7498 10.2792 204.191 10.9307 11.0802 10.6858 201.178 10.7421 10.7075 10.4913 10.5914 10.6429 10.4939 11.1207 0.354171 0.196944 0.0652292
all-images-CVIU11-pattern18-target26 0.067903 0.0789949 0.0615685 0.0829867 111.031 7.69184 7.72324 7.63167 114.937 8.4991 8.51758 8.8013 111.784 8.36739 8.33182 8.83587 8.71932 8.46443 8.72702 8.60826 0.191072 0.199305 0.0661963
all-images-CVIU11-pattern18-target27 0.192545 0.177784 0.204803 0.203448 372.415 12.9571 13.5566 12.8978 365.043 14.1591 14.4545 13.8811 359.253 13.4341 13.3533 13.6073 13.5077 13.6453 13.8309 13.5821 0.566912 0.403664 0.0945427
all-images-CVIU11-pattern18-target28 0.0460757 0.070324 0.0457287 0.0691672 79.4214 6.61314 6.78668 6.69045 83.2551 7.63609 7.49194 7.68703 80.2001 7.14562 7.2928 7.36496 6.97114 7.23606 7.30329 7.44847 0.209447 0.143119 0.0523838
all-images-CVIU11-pattern18-target29 0.406211 0.416977 0.427979 0.415093 873.013 21.249 20.8192 21.497 892.634 22.2482 22.5995 22.8928 873.373 21.3435 22.042 21.6652 21.8652 21.8928 22.4866 22.2064 1.43978 0.936004 0.166851
all-images-CVIU11-pattern18-target3 0.251158 0.306312 0.251076 0.253748 551.967 17.0918 16.9567 16.7179 564.163 17.8839 17.7576 17.8177 555.637 18.1506 17.3421 17.408 18.0088 17.5939 17.7652 17.9125 0.970834 0.700972 0.130093
all-images-CVIU11-pattern18-target30 0.320988 0.313308 0.340024 0.30645 632.446 17.7258 18.1772 18.4136 650.871 18.967 19.0659 19.2759 641.515 19.6639 18.2981 18.8515 18.8844 18.4669 18.3556 19.0661 1.14801 0.696383 0.132241
all-images-CVIU11-pattern18-target31 0.228307 0.233278 0.25409 0.244505 453.336 15.4232 15.3582 15.7259 473.238 16.4982 17.0405 16.9261 457.481 16.3121 16.8034 16.2154 16.3719 16.793 17.0224 16.6548 0.829049 0.49878 0.11746
all-images-CVIU11-pattern18-target32 0.484588 0.514049 0.621368 0.596408 1007.06 22.6565 22.796 23.1657 1016.28 24.1992 24.6975 24.263 1005.76 23.9078 23.8763 24.1703 23.6671 23.8768 24.0011 23.9503 1.65206 1.09409 0.183982
all-images-CVIU11-pattern18-target33 0.467355 0.442198 0.434119 0.433281 929.217 20.9807 21.7141 21.3386 942.257 23.4048 23.9776 23.1386 949.395 21.9627 22.7389 22.3895 22.7085 22.3923 22.8193 23.1964 1.50153 1.00498 0.188825
all-images-CVIU11-pattern18-target34 0.179164 0.188321 0.184945 0.201936 369.67 13.7295 13.8201 13.8077 374.325 14.9604 15.1044 15.3276 367.303 13.98 14.6243 14.399 14.4271 14.4208 14.8533 14.4406 0.670642 0.420497 0.119013
all-images-CVIU11-pattern18-target35 0.384736 0.394971 0.400374 0.411171 910.44 21.4404 21.6059 22.0362 921.876 22.8904 23.1772 23.1418 910.547 21.554 21.9559 21.8717 22.9491 22.951 22.4077 22.7578 1.55363 0.991923 0.183464
all-images-CVIU11-pattern18-target36 0.13756 0.123604 0.129193 0.123301 252.946 11.3654 11.6016 11.3081 259.615 12.6637 12.1252 12.985 251.372 11.4619 11.4798 11.9041 12.0819 11.5929 12.1198 12.0184 0.443414 0.286581 0.0937725
all-images-CVIU11-pattern18-target37 0.410701 0.445905 0.442263 0.411898 808.062 20.6243 20.3997 20.3297 808.712 21.645 21.9294 21.9578 806.036 21.1665 20.8409 20.8735 20.7549 21.193 20.8965 21.2958 1.32885 0.883949 0.170303
all-images-CVIU11-pattern18-target38 0.384517 0.350534 0.356149 0.32644 785.538 19.8021 19.7163 19.8795 806.915 20.8275 21.2516 21.2619 800.839 20.6869 20.8786 20.9025 20.488 21.1218 20.4887 21.1527 1.18105 0.814809 0.165122
all-images-CVIU11-pattern18-target39 0.150824 0.189125 0.177488 0.151187 267.579 11.8161 12.1004 11.9091 270.193 12.9126 12.9758 12.5083 264.9 12.5278 12.3486 12.3122 12.3091 12.2078 12.2643 12.1171 0.443643 0.292407 0.0915721
all-images-CVIU11-pattern18-target4 0.24929 0.2245 0.229446 0.228701 439.638 15.019 14.9467 15.363 444.511 16.605 16.0416 16.1189 435.421 15.2967 15.2415 15.5817 15.7332 15.4044 15.9394 15.7902 0.822432 0.478708 0.134802
all-images-CVIU11-pattern18-target40 0.184934 0.181008 0.179997 0.230573 394.719 14.1639 13.8762 14.2283 396.691 15.3741 15.1599 15.0298 393.963 14.849 14.7817 14.8334 14.5881 14.3454 14.5622 14.7689 0.658158 0.413654 0.0960084
all-images-CVIU11-pattern18-target41 0.202958 0.184627 0.177051 0.186786 341.524 12.6035 12.9069 13.0787 347.666 14.0028 14.0466 14.1418 336.831 13.4121 13.7182 13.476 13.3774 13.4862 13.5834 14.5046 0.56834 0.358682 0.0906486
all-images-CVIU11-pattern18-target42 0.19855 0.207945 0.206127 0.213845 412.071 14.1686 14.1135 14.6889 414.277 15.3355 16.2868 15.4175 417.267 15.1481 15.2969 14.6273 14.9975 15.5067 15.0672 14.7487 0.663032 0.439913 0.116188
all-images-CVIU11-pattern18-target43 0.320805 0.332109 0.344389 0.329431 640.765 17.6421 18.2586 17.9156 645.324 19.2563 19.3765 18.9254 646.138 18.2399 19.0017 18.7668 18.8617 19.1426 19.044 19.0563 0.948508 0.745463 0.143658
all-images-CVIU11-pattern18-target44 0.440591 0.45061 0.446677 0.420965 968.342 22.882 22.7681 23.4078 983.968 25.295 24.715 25.0553 962.302 24.1614 23.602 24.2567 23.9452 24.4828 24.1548 24.1866 1.56237 1.00147 0.182921
all-images-CVIU11-pattern18-target45 0.444187 0.423634 0.45468 0.419217 829.112 21.1026 21.0413 21.0501 843.719 23.3123 23.6324 23.0527 836.446 22.0365 22.0824 22.0725 22.6321 22.3427 22.1889 22.7749 1.3372 0.949277 0.19929
