instance family glasgow hybrid-checking hybrid-always hybrid-rbj hybrid-never
all-images-CVIU11-pattern13-target55 14 69 0 0 0 0
all-images-CVIU11-pattern13-target56 14 47 0 0 0 0
all-images-CVIU11-pattern13-target57 14 437 0 0 0 0
all-images-CVIU11-pattern13-target58 14 61 0 0 0 0
all-images-CVIU11-pattern13-target59 14 246 0 0 0 0
all-images-CVIU11-pattern13-target6 14 313 0 0 0 0
all-images-CVIU11-pattern13-target60 14 122 0 0 0 0
all-images-CVIU11-pattern13-target61 14 233 0 0 0 0
all-images-CVIU11-pattern13-target62 14 299 0 0 0 0
all-images-CVIU11-pattern13-target63 14 195 0 0 0 0
all-images-CVIU11-pattern13-target64 14 166 0 0 0 0
all-images-CVIU11-pattern13-target65 14 115 0 0 0 0
all-images-CVIU11-pattern13-target66 14 71 0 0 0 0
all-images-CVIU11-pattern13-target67 14 357 0 0 0 0
all-images-CVIU11-pattern13-target68 14 305 0 0 0 0
all-images-CVIU11-pattern13-target69 14 386 0 0 0 0
all-images-CVIU11-pattern13-target7 14 249 0 0 0 0
all-images-CVIU11-pattern13-target70 14 382 0 0 0 0
all-images-CVIU11-pattern13-target71 14 217 0 0 0 0
all-images-CVIU11-pattern13-target72 14 224 0 0 0 0
all-images-CVIU11-pattern13-target73 14 344 0 0 0 0
all-images-CVIU11-pattern13-target74 14 339 0 0 0 0
all-images-CVIU11-pattern13-target75 14 354 0 0 0 0
all-images-CVIU11-pattern13-target76 14 350 0 0 0 0
all-images-CVIU11-pattern13-target77 14 371 0 0 0 0
all-images-CVIU11-pattern13-target78 14 376 0 0 0 0
all-images-CVIU11-pattern13-target79 14 57 0 0 0 0
all-images-CVIU11-pattern13-target8 14 110 0 0 0 0
all-images-CVIU11-pattern13-target80 14 65 0 0 0 0
all-images-CVIU11-pattern13-target81 14 127 0 0 0 0
all-images-CVIU11-pattern13-target82 14 179 0 0 0 0
all-images-CVIU11-pattern13-target83 14 193 0 0 0 0
all-images-CVIU11-pattern13-target84 14 17 0 0 0 0
all-images-CVIU11-pattern13-target85 14 241 0 0 0 0
all-images-CVIU11-pattern13-target86 14 144 0 0 0 0
all-images-CVIU11-pattern13-target87 14 120 0 0 0 0
all-images-CVIU11-pattern13-target88 14 281 0 0 0 0
all-images-CVIU11-pattern13-target89 14 78 0 0 0 0
all-images-CVIU11-pattern13-target9 14 126 0 0 0 0
all-images-CVIU11-pattern13-target90 14 63 0 0 0 0
all-images-CVIU11-pattern13-target91 14 18 0 0 0 0
all-images-CVIU11-pattern13-target92 14 380 0 0 0 0
all-images-CVIU11-pattern13-target93 14 156 0 0 0 0
all-images-CVIU11-pattern13-target94 14 260 0 0 0 0
all-images-CVIU11-pattern13-target95 14 23 0 0 0 0
all-images-CVIU11-pattern13-target96 14 94 0 0 0 0
all-images-CVIU11-pattern13-target97 14 98 0 0 0 0
all-images-CVIU11-pattern13-target98 14 37 0 0 0 0
all-images-CVIU11-pattern13-target99 14 208 0 0 0 0
all-images-CVIU11-pattern14-target1 14 233 1 1 1 1
all-images-CVIU11-pattern14-target10 14 196 1 1 1 1
all-images-CVIU11-pattern14-target100 14 74 1 1 1 1
all-images-CVIU11-pattern14-target101 14 62 0 0 0 0
all-images-CVIU11-pattern14-target102 14 109 1 1 1 1
all-images-CVIU11-pattern14-target103 14 144 1 1 1 1
all-images-CVIU11-pattern14-target104 14 247 1 1 1 1
all-images-CVIU11-pattern14-target105 14 247 1 1 1 1
all-images-CVIU11-pattern14-target106 14 197 1 1 1 1
all-images-CVIU11-pattern14-target107 14 142 1 1 1 1
all-images-CVIU11-pattern14-target108 14 451 1 1 1 1
all-images-CVIU11-pattern14-target109 14 259 1 1 1 1
all-images-CVIU11-pattern14-target11 14 81 1 1 1 1
all-images-CVIU11-pattern14-target110 14 107 1 1 1 1
all-images-CVIU11-pattern14-target111 14 117 1 1 1 1
all-images-CVIU11-pattern14-target112 14 125 1 1 1 1
all-images-CVIU11-pattern14-target113 14 125 1 1 1 1
all-images-CVIU11-pattern14-target114 14 74 1 1 1 1
all-images-CVIU11-pattern14-target115 14 193 2 1 2 1
all-images-CVIU11-pattern14-target116 14 419 1 1 1 1
all-images-CVIU11-pattern14-target117 14 233 1 1 1 1
all-images-CVIU11-pattern14-target118 14 161 1 1 1 1
all-images-CVIU11-pattern14-target119 14 423 1 1 1 1
all-images-CVIU11-pattern14-target12 14 220 1 1 1 1
all-images-CVIU11-pattern14-target120 14 274 1 1 1 1
all-images-CVIU11-pattern14-target121 14 307 1 1 1 1
all-images-CVIU11-pattern14-target122 14 156 1 1 1 1
all-images-CVIU11-pattern14-target123 14 309 1 1 1 1
all-images-CVIU11-pattern14-target124 14 198 1 1 1 1
all-images-CVIU11-pattern14-target125 14 303 1 1 1 1
all-images-CVIU11-pattern14-target126 14 56 0 0 0 0
all-images-CVIU11-pattern14-target127 14 45 0 0 0 0
all-images-CVIU11-pattern14-target128 14 282 1 1 1 1
all-images-CVIU11-pattern14-target129 14 46 0 0 0 0
all-images-CVIU11-pattern14-target13 14 204 1 1 1 1
all-images-CVIU11-pattern14-target130 14 49 2 1 2 1
all-images-CVIU11-pattern14-target131 14 101 1 1 1 1
all-images-CVIU11-pattern14-target132 14 165 1 1 1 1
all-images-CVIU11-pattern14-target133 14 170 1 1 1 1
all-images-CVIU11-pattern14-target134 14 139 1 1 1 1
all-images-CVIU11-pattern14-target135 14 152 1 1 1 1
all-images-CVIU11-pattern14-target136 14 138 1 1 1 1
all-images-CVIU11-pattern14-target137 14 52 2 1 2 1
all-images-CVIU11-pattern14-target138 14 440 1 1 1 1
all-images-CVIU11-pattern14-target139 14 68 1 1 1 1
all-images-CVIU11-pattern14-target14 14 61 1 1 1 1
all-images-CVIU11-pattern14-target140 14 82 1 1 1 1
all-images-CVIU11-pattern14-target141 14 64 0 0 0 0
all-images-CVIU11-pattern14-target142 14 125 1 1 1 1
all-images-CVIU11-pattern14-target143 14 116 1 1 1 1
all-images-CVIU11-pattern14-target144 14 176 1 1 1 1
all-images-CVIU11-pattern14-target145 14 74 0 0 0 0
all-images-CVIU11-pattern14-target146 14 318 1 1 1 1
all-images-CVIU11-pattern14-target15 14 36 0 0 0 0
all-images-CVIU11-pattern14-target16 14 93 1 1 1 1
all-images-CVIU11-pattern14-target17 14 271 1 1 1 1
all-images-CVIU11-pattern14-target18 14 239 1 1 1 1
all-images-CVIU11-pattern14-target19 14 427 1 1 1 1
all-images-CVIU11-pattern14-target2 14 188 1 1 1 1
all-images-CVIU11-pattern14-target20 14 373 1 1 1 1
all-images-CVIU11-pattern14-target21 14 209 1 1 1 1
all-images-CVIU11-pattern14-target22 14 126 1 1 1 1
all-images-CVIU11-pattern14-target23 14 285 1 1 1 1
all-images-CVIU11-pattern14-target24 14 38 1 1 1 1
all-images-CVIU11-pattern14-target25 14 117 0 0 0 0
all-images-CVIU11-pattern14-target26 14 69 0 0 0 0
all-images-CVIU11-pattern14-target27 14 228 1 1 1 1
all-images-CVIU11-pattern14-target28 14 76 1 1 1 1
all-images-CVIU11-pattern14-target29 14 446 1 1 1 1
all-images-CVIU11-pattern14-target3 14 270 1 1 1 1
all-images-CVIU11-pattern14-target30 14 322 1 1 1 1
all-images-CVIU11-pattern14-target31 14 246 1 1 1 1
all-images-CVIU11-pattern14-target32 14 493 1 1 1 1
all-images-CVIU11-pattern14-target33 14 549 1 1 1 1
all-images-CVIU11-pattern14-target34 14 199 1 1 1 1
all-images-CVIU11-pattern14-target35 14 419 1 1 1 1
all-images-CVIU11-pattern14-target36 14 132 1 1 1 1
all-images-CVIU11-pattern14-target37 14 404 1 1 1 1
all-images-CVIU11-pattern14-target38 14 378 1 1 1 1
all-images-CVIU11-pattern14-target39 14 166 1 1 1 1
all-images-CVIU11-pattern14-target4 14 291 1 1 1 1
all-images-CVIU11-pattern14-target40 14 193 1 1 1 1
all-images-CVIU11-pattern14-target41 14 192 1 1 1 1
all-images-CVIU11-pattern14-target42 14 234 1 1 1 1
all-images-CVIU11-pattern14-target43 14 332 1 1 1 1
all-images-CVIU11-pattern14-target44 14 455 1 1 1 1
all-images-CVIU11-pattern14-target45 14 431 1 1 1 1
all-images-CVIU11-pattern14-target46 14 255 1 1 1 1
all-images-CVIU11-pattern14-target47 14 355 1 1 1 1
all-images-CVIU11-pattern14-target48 14 120 1 1 1 1
all-images-CVIU11-pattern14-target49 14 204 1 1 1 1
all-images-CVIU11-pattern14-target5 14 335 1 1 1 1
all-images-CVIU11-pattern14-target50 14 459 1 1 1 1
all-images-CVIU11-pattern14-target51 14 158 1 1 1 1
all-images-CVIU11-pattern14-target52 14 208 1 1 1 1
all-images-CVIU11-pattern14-target53 14 141 1 1 1 1
all-images-CVIU11-pattern14-target54 14 118 1 1 1 1
all-images-CVIU11-pattern14-target55 14 136 1 1 1 1
all-images-CVIU11-pattern14-target56 14 80 1 1 1 1
all-images-CVIU11-pattern14-target57 14 489 1 1 1 1
all-images-CVIU11-pattern14-target58 14 86 1 1 1 1
all-images-CVIU11-pattern14-target59 14 326 2 2 2 2
all-images-CVIU11-pattern14-target6 14 338 2 1 2 1
all-images-CVIU11-pattern14-target60 14 194 1 1 1 1
all-images-CVIU11-pattern14-target61 14 292 1 1 1 1
all-images-CVIU11-pattern14-target62 14 361 1 1 1 1
all-images-CVIU11-pattern14-target63 14 259 1 1 1 1
all-images-CVIU11-pattern14-target64 14 178 1 1 1 1
all-images-CVIU11-pattern14-target65 14 164 1 1 1 1
all-images-CVIU11-pattern14-target66 14 142 1 1 1 1
all-images-CVIU11-pattern14-target67 14 359 1 1 1 1
all-images-CVIU11-pattern14-target68 14 392 1 1 1 1
all-images-CVIU11-pattern14-target69 14 442 1 1 1 1
all-images-CVIU11-pattern14-target7 14 325 1 1 1 1
all-images-CVIU11-pattern14-target70 14 406 1 1 1 1
all-images-CVIU11-pattern14-target71 14 300 1 1 1 1
all-images-CVIU11-pattern14-target72 14 280 1 1 1 1
all-images-CVIU11-pattern14-target73 14 379 1 1 1 1
all-images-CVIU11-pattern14-target74 14 479 1 1 1 1
all-images-CVIU11-pattern14-target75 14 431 1 1 1 1
all-images-CVIU11-pattern14-target76 14 430 1 1 1 1
all-images-CVIU11-pattern14-target77 14 431 1 1 1 1
all-images-CVIU11-pattern14-target78 14 478 2 1 2 1
all-images-CVIU11-pattern14-target79 14 88 1 1 1 1
all-images-CVIU11-pattern14-target8 14 166 1 1 1 1
all-images-CVIU11-pattern14-target80 14 104 1 1 1 1
all-images-CVIU11-pattern14-target81 14 191 1 1 1 1
all-images-CVIU11-pattern14-target82 14 247 1 1 1 1
all-images-CVIU11-pattern14-target83 14 267 1 1 1 1
all-images-CVIU11-pattern14-target84 14 43 1 1 1 1
all-images-CVIU11-pattern14-target85 14 346 1 1 1 1
all-images-CVIU11-pattern14-target86 14 207 1 1 1 1
all-images-CVIU11-pattern14-target87 14 170 1 1 1 1
all-images-CVIU11-pattern14-target88 14 287 1 1 1 1
all-images-CVIU11-pattern14-target89 14 119 1 1 1 1
all-images-CVIU11-pattern14-target9 14 176 1 1 1 1
all-images-CVIU11-pattern14-target90 14 110 1 1 1 1
all-images-CVIU11-pattern14-target91 14 34 1 1 1 1
all-images-CVIU11-pattern14-target92 14 409 1 1 1 1
all-images-CVIU11-pattern14-target93 14 202 1 1 1 1
all-images-CVIU11-pattern14-target94 14 278 1 1 1 1
all-images-CVIU11-pattern14-target95 14 45 2 1 2 1
all-images-CVIU11-pattern14-target96 14 129 1 1 1 1
all-images-CVIU11-pattern14-target97 14 162 1 1 1 1
all-images-CVIU11-pattern14-target98 14 64 1 1 1 1
all-images-CVIU11-pattern14-target99 14 274 1 1 1 1
all-images-CVIU11-pattern15-target1 14 204 20 7 20 7
all-images-CVIU11-pattern15-target10 14 152 16 6 16 6
all-images-CVIU11-pattern15-target100 14 52 11 3 11 3
all-images-CVIU11-pattern15-target101 14 34 4 1 4 1
all-images-CVIU11-pattern15-target102 14 99 15 3 15 3
all-images-CVIU11-pattern15-target103 14 123 21 4 21 4
all-images-CVIU11-pattern15-target104 14 195 22 5 22 5
all-images-CVIU11-pattern15-target105 14 214 14 3 14 3
all-images-CVIU11-pattern15-target106 14 169 21 7 21 7
all-images-CVIU11-pattern15-target107 14 110 15 5 15 5
all-images-CVIU11-pattern15-target108 14 370 87 17 87 17
all-images-CVIU11-pattern15-target109 14 256 11 3 11 3
all-images-CVIU11-pattern15-target11 14 67 3 2 3 2
all-images-CVIU11-pattern15-target110 14 83 10 3 10 3
all-images-CVIU11-pattern15-target111 14 92 12 2 12 2
all-images-CVIU11-pattern15-target112 14 70 13 5 13 5
all-images-CVIU11-pattern15-target113 14 121 6 2 6 2
all-images-CVIU11-pattern15-target114 14 47 10 1 10 1
all-images-CVIU11-pattern15-target115 14 195 11 2 11 2
all-images-CVIU11-pattern15-target116 14 380 53 11 53 12
all-images-CVIU11-pattern15-target117 14 193 37 11 37 11
all-images-CVIU11-pattern15-target118 14 163 21 5 21 5
all-images-CVIU11-pattern15-target119 14 355 31 7 31 8
all-images-CVIU11-pattern15-target12 14 179 14 5 14 5
all-images-CVIU11-pattern15-target120 14 206 35 7 35 7
all-images-CVIU11-pattern15-target121 14 315 18 5 18 5
all-images-CVIU11-pattern15-target122 14 131 27 7 27 8
all-images-CVIU11-pattern15-target123 14 275 50 10 50 10
all-images-CVIU11-pattern15-target124 14 171 42 13 42 13
all-images-CVIU11-pattern15-target125 14 259 24 5 24 5
all-images-CVIU11-pattern15-target126 14 20 6 1 6 1
all-images-CVIU11-pattern15-target127 14 43 10 1 10 1
all-images-CVIU11-pattern15-target128 14 226 25 8 25 8
all-images-CVIU11-pattern15-target129 14 36 14 3 14 3
all-images-CVIU11-pattern15-target13 14 169 35 8 35 9
all-images-CVIU11-pattern15-target130 14 36 9 6 9 6
all-images-CVIU11-pattern15-target131 14 77 16 3 16 3
all-images-CVIU11-pattern15-target132 14 126 35 9 35 9
all-images-CVIU11-pattern15-target133 14 95 10 5 10 5
all-images-CVIU11-pattern15-target134 14 127 12 3 12 3
all-images-CVIU11-pattern15-target135 14 104 22 6 22 6
all-images-CVIU11-pattern15-target136 14 113 38 11 38 11
all-images-CVIU11-pattern15-target137 14 55 20 5 20 5
all-images-CVIU11-pattern15-target138 14 382 37 7 37 9
all-images-CVIU11-pattern15-target139 14 49 17 6 17 6
all-images-CVIU11-pattern15-target14 14 37 5 2 5 2
all-images-CVIU11-pattern15-target140 14 70 23 7 23 7
all-images-CVIU11-pattern15-target141 14 46 4 1 4 2
all-images-CVIU11-pattern15-target142 14 99 24 5 24 5
all-images-CVIU11-pattern15-target143 14 74 42 9 42 9
all-images-CVIU11-pattern15-target144 14 143 10 3 10 3
all-images-CVIU11-pattern15-target145 14 55 12 3 12 3
all-images-CVIU11-pattern15-target146 14 261 38 7 38 7
all-images-CVIU11-pattern15-target15 14 25 24 3 24 3
all-images-CVIU11-pattern15-target16 14 56 5 2 5 2
all-images-CVIU11-pattern15-target17 14 250 34 8 34 9
all-images-CVIU11-pattern15-target18 14 204 22 8 22 8
all-images-CVIU11-pattern15-target19 14 408 42 4 42 4
all-images-CVIU11-pattern15-target2 14 148 9 6 9 6
all-images-CVIU11-pattern15-target20 14 274 35 8 35 8
all-images-CVIU11-pattern15-target21 14 201 19 5 19 5
all-images-CVIU11-pattern15-target22 14 104 24 7 24 8
all-images-CVIU11-pattern15-target23 14 225 24 5 24 5
all-images-CVIU11-pattern15-target24 14 37 15 6 15 6
all-images-CVIU11-pattern15-target25 14 104 7 1 7 1
all-images-CVIU11-pattern15-target26 14 45 2 1 2 1
all-images-CVIU11-pattern15-target27 14 156 32 7 32 7
all-images-CVIU11-pattern15-target28 14 37 14 5 14 5
all-images-CVIU11-pattern15-target29 14 408 40 7 40 7
all-images-CVIU11-pattern15-target3 14 244 20 6 20 6
all-images-CVIU11-pattern15-target30 14 288 38 6 38 7
all-images-CVIU11-pattern15-target31 14 216 24 9 24 9
all-images-CVIU11-pattern15-target32 14 467 50 10 50 10
all-images-CVIU11-pattern15-target33 14 417 56 9 56 9
all-images-CVIU11-pattern15-target34 14 186 18 4 18 4
all-images-CVIU11-pattern15-target35 14 400 40 5 40 5
all-images-CVIU11-pattern15-target36 14 104 49 8 49 8
all-images-CVIU11-pattern15-target37 14 378 38 11 38 11
all-images-CVIU11-pattern15-target38 14 313 42 7 42 8
all-images-CVIU11-pattern15-target39 14 127 31 7 31 8
all-images-CVIU11-pattern15-target4 14 232 14 3 14 4
all-images-CVIU11-pattern15-target40 14 195 53 6 53 6
all-images-CVIU11-pattern15-target41 14 181 12 4 12 4
all-images-CVIU11-pattern15-target42 14 185 42 9 42 9
all-images-CVIU11-pattern15-target43 14 309 45 14 45 14
all-images-CVIU11-pattern15-target44 14 408 34 5 34 7
all-images-CVIU11-pattern15-target45 14 397 13 5 13 5
all-images-CVIU11-pattern15-target46 14 195 40 12 40 12
all-images-CVIU11-pattern15-target47 14 386 81 21 81 21
all-images-CVIU11-pattern15-target48 14 93 31 7 31 7
all-images-CVIU11-pattern15-target49 14 193 51 16 51 16
all-images-CVIU11-pattern15-target5 14 301 51 12 51 13
all-images-CVIU11-pattern15-target50 14 372 66 18 66 18
all-images-CVIU11-pattern15-target51 14 132 36 9 36 9
all-images-CVIU11-pattern15-target52 14 143 40 14 40 14
all-images-CVIU11-pattern15-target53 14 106 45 10 45 10
all-images-CVIU11-pattern15-target54 14 94 21 7 21 7
all-images-CVIU11-pattern15-target55 14 109 14 5 14 6
all-images-CVIU11-pattern15-target56 14 90 15 4 15 4
all-images-CVIU11-pattern15-target57 14 454 67 11 67 11
all-images-CVIU11-pattern15-target58 14 64 25 7 25 7
all-images-CVIU11-pattern15-target59 14 312 20 3 20 3
all-images-CVIU11-pattern15-target6 14 334 36 11 36 11
all-images-CVIU11-pattern15-target60 14 136 17 4 17 4
all-images-CVIU11-pattern15-target61 14 261 28 9 28 9
all-images-CVIU11-pattern15-target62 14 317 29 7 29 7
all-images-CVIU11-pattern15-target63 14 228 33 9 33 9
all-images-CVIU11-pattern15-target64 14 149 15 4 15 4
all-images-CVIU11-pattern15-target65 14 166 26 5 26 5
all-images-CVIU11-pattern15-target66 14 103 20 5 20 5
all-images-CVIU11-pattern15-target67 14 328 36 9 36 9
all-images-CVIU11-pattern15-target68 14 384 30 8 30 8
all-images-CVIU11-pattern15-target69 14 420 28 8 28 8
all-images-CVIU11-pattern15-target7 14 291 37 8 37 8
all-images-CVIU11-pattern15-target70 14 395 27 9 27 9
all-images-CVIU11-pattern15-target71 14 256 39 8 39 10
all-images-CVIU11-pattern15-target72 14 247 40 8 40 9
all-images-CVIU11-pattern15-target73 14 357 28 5 28 5
all-images-CVIU11-pattern15-target74 14 413 33 4 33 4
all-images-CVIU11-pattern15-target75 14 378 42 8 42 8
all-images-CVIU11-pattern15-target76 14 434 12 5 12 5
all-images-CVIU11-pattern15-target77 14 385 45 6 45 6
all-images-CVIU11-pattern15-target78 14 398 45 11 45 11
all-images-CVIU11-pattern15-target79 14 92 17 4 17 4
all-images-CVIU11-pattern15-target8 14 136 14 2 14 2
all-images-CVIU11-pattern15-target80 14 115 33 9 33 9
all-images-CVIU11-pattern15-target81 14 147 29 6 29 6
all-images-CVIU11-pattern15-target82 14 207 24 3 24 3
all-images-CVIU11-pattern15-target83 14 212 26 13 26 13
all-images-CVIU11-pattern15-target84 14 20 5 3 5 3
all-images-CVIU11-pattern15-target85 14 288 53 11 53 11
all-images-CVIU11-pattern15-target86 14 174 23 7 23 7
all-images-CVIU11-pattern15-target87 14 164 44 9 44 9
all-images-CVIU11-pattern15-target88 14 254 36 5 36 5
all-images-CVIU11-pattern15-target89 14 95 8 3 8 3
all-images-CVIU11-pattern15-target9 14 165 18 2 18 3
all-images-CVIU11-pattern15-target90 14 48 22 6 22 6
all-images-CVIU11-pattern15-target91 14 22 8 3 8 3
all-images-CVIU11-pattern15-target92 14 371 59 12 59 12
all-images-CVIU11-pattern15-target93 14 171 33 7 33 7
all-images-CVIU11-pattern15-target94 14 255 38 5 38 5
all-images-CVIU11-pattern15-target95 14 28 9 2 9 2
all-images-CVIU11-pattern15-target96 14 107 19 5 19 5
all-images-CVIU11-pattern15-target97 14 103 17 5 17 5
all-images-CVIU11-pattern15-target98 14 47 9 3 9 3
all-images-CVIU11-pattern15-target99 14 250 24 6 24 6
all-images-CVIU11-pattern16-target1 14 200 3 1 3 1
all-images-CVIU11-pattern16-target10 14 151 3 1 3 1
all-images-CVIU11-pattern16-target100 14 32 1 1 1 1
all-images-CVIU11-pattern16-target101 14 37 1 1 1 1
all-images-CVIU11-pattern16-target102 14 117 1 1 1 1
all-images-CVIU11-pattern16-target103 14 123 2 1 2 1
all-images-CVIU11-pattern16-target104 14 187 6 1 6 1
all-images-CVIU11-pattern16-target105 14 207 3 1 3 1
all-images-CVIU11-pattern16-target106 14 155 2 1 2 1
all-images-CVIU11-pattern16-target107 14 108 4 1 4 1
all-images-CVIU11-pattern16-target108 14 333 14 1 14 2
all-images-CVIU11-pattern16-target109 14 213 2 1 2 1
all-images-CVIU11-pattern16-target11 14 79 1 1 1 1
all-images-CVIU11-pattern16-target110 14 84 2 1 2 1
all-images-CVIU11-pattern16-target111 14 73 2 1 2 1
all-images-CVIU11-pattern16-target112 14 67 2 1 2 1
all-images-CVIU11-pattern16-target113 14 86 1 1 1 1
all-images-CVIU11-pattern16-target114 14 45 1 1 1 1
all-images-CVIU11-pattern16-target115 14 162 9 1 9 1
all-images-CVIU11-pattern16-target116 14 407 3 1 3 1
all-images-CVIU11-pattern16-target117 14 185 4 1 4 1
all-images-CVIU11-pattern16-target118 14 126 2 1 2 1
all-images-CVIU11-pattern16-target119 14 348 11 1 11 1
all-images-CVIU11-pattern16-target12 14 176 3 1 3 1
all-images-CVIU11-pattern16-target120 14 200 6 1 6 1
all-images-CVIU11-pattern16-target121 14 256 2 1 2 1
all-images-CVIU11-pattern16-target122 14 148 2 1 2 1
all-images-CVIU11-pattern16-target123 14 261 11 1 11 2
all-images-CVIU11-pattern16-target124 14 161 5 1 5 1
all-images-CVIU11-pattern16-target125 14 255 3 1 3 1
all-images-CVIU11-pattern16-target126 14 20 1 1 1 1
all-images-CVIU11-pattern16-target127 14 28 2 1 2 1
all-images-CVIU11-pattern16-target128 14 213 2 1 2 1
all-images-CVIU11-pattern16-target129 14 42 6 1 6 1
all-images-CVIU11-pattern16-target13 14 164 13 1 13 1
all-images-CVIU11-pattern16-target130 14 50 2 1 2 1
all-images-CVIU11-pattern16-target131 14 81 3 1 3 1
all-images-CVIU11-pattern16-target132 14 110 10 1 10 2
all-images-CVIU11-pattern16-target133 14 93 2 1 2 1
all-images-CVIU11-pattern16-target134 14 103 4 1 4 1
all-images-CVIU11-pattern16-target135 14 121 6 1 6 1
all-images-CVIU11-pattern16-target136 14 110 14 1 14 1
all-images-CVIU11-pattern16-target137 14 35 7 2 7 2
all-images-CVIU11-pattern16-target138 14 382 10 1 10 2
all-images-CVIU11-pattern16-target139 14 46 4 1 4 1
all-images-CVIU11-pattern16-target14 14 35 3 1 3 1
all-images-CVIU11-pattern16-target140 14 59 2 1 2 1
all-images-CVIU11-pattern16-target141 14 51 1 1 1 1
all-images-CVIU11-pattern16-target142 14 94 5 1 5 3
all-images-CVIU11-pattern16-target143 14 72 7 2 7 2
all-images-CVIU11-pattern16-target144 14 139 2 1 2 1
all-images-CVIU11-pattern16-target145 14 52 5 1 5 1
all-images-CVIU11-pattern16-target146 14 232 7 1 7 1
all-images-CVIU11-pattern16-target15 14 23 5 1 5 1
all-images-CVIU11-pattern16-target16 14 62 2 1 2 1
all-images-CVIU11-pattern16-target17 14 230 6 1 6 1
all-images-CVIU11-pattern16-target18 14 214 4 1 4 1
all-images-CVIU11-pattern16-target19 14 383 10 1 10 1
all-images-CVIU11-pattern16-target2 14 143 2 1 2 1
all-images-CVIU11-pattern16-target20 14 279 2 1 2 1
all-images-CVIU11-pattern16-target21 14 190 1 1 1 1
all-images-CVIU11-pattern16-target22 14 120 7 1 7 1
all-images-CVIU11-pattern16-target23 14 219 6 1 6 1
all-images-CVIU11-pattern16-target24 14 23 3 1 3 1
all-images-CVIU11-pattern16-target25 14 87 1 1 1 1
all-images-CVIU11-pattern16-target26 14 44 3 1 3 1
all-images-CVIU11-pattern16-target27 14 155 4 1 4 1
all-images-CVIU11-pattern16-target28 14 31 1 1 1 1
all-images-CVIU11-pattern16-target29 14 396 6 1 6 1
all-images-CVIU11-pattern16-target3 14 240 2 1 2 1
all-images-CVIU11-pattern16-target30 14 277 5 1 5 1
all-images-CVIU11-pattern16-target31 14 202 9 1 9 2
all-images-CVIU11-pattern16-target32 14 461 9 1 9 2
all-images-CVIU11-pattern16-target33 14 398 11 1 11 1
all-images-CVIU11-pattern16-target34 14 176 6 1 6 2
all-images-CVIU11-pattern16-target35 14 424 8 1 8 1
all-images-CVIU11-pattern16-target36 14 103 16 1 16 1
all-images-CVIU11-pattern16-target37 14 350 9 2 9 2
all-images-CVIU11-pattern16-target38 14 349 8 1 8 1
all-images-CVIU11-pattern16-target39 14 120 5 1 5 1
all-images-CVIU11-pattern16-target4 14 202 3 1 3 1
all-images-CVIU11-pattern16-target40 14 166 8 1 8 1
all-images-CVIU11-pattern16-target41 14 191 3 1 3 1
all-images-CVIU11-pattern16-target42 14 177 9 1 9 1
all-images-CVIU11-pattern16-target43 14 281 7 1 7 1
all-images-CVIU11-pattern16-target44 14 396 6 1 6 1
all-images-CVIU11-pattern16-target45 14 375 2 1 2 1
all-images-CVIU11-pattern16-target46 14 173 13 1 13 2
all-images-CVIU11-pattern16-target47 14 309 9 1 9 1
all-images-CVIU11-pattern16-target48 14 104 6 1 6 1
all-images-CVIU11-pattern16-target49 14 167 7 2 7 2
all-images-CVIU11-pattern16-target5 14 284 6 1 6 1
all-images-CVIU11-pattern16-target50 14 349 9 1 9 1
all-images-CVIU11-pattern16-target51 14 123 12 1 12 1
all-images-CVIU11-pattern16-target52 14 130 10 1 10 1
all-images-CVIU11-pattern16-target53 14 83 10 1 10 1
all-images-CVIU11-pattern16-target54 14 123 1 1 1 1
all-images-CVIU11-pattern16-target55 14 81 5 1 5 1
all-images-CVIU11-pattern16-target56 14 58 2 1 2 1
all-images-CVIU11-pattern16-target57 14 422 9 1 9 2
all-images-CVIU11-pattern16-target58 14 62 7 1 7 1
all-images-CVIU11-pattern16-target59 14 277 2 1 2 1
all-images-CVIU11-pattern16-target6 14 288 7 2 7 2
all-images-CVIU11-pattern16-target60 14 171 4 1 4 1
all-images-CVIU11-pattern16-target61 14 252 5 1 5 1
all-images-CVIU11-pattern16-target62 14 326 6 1 6 1
all-images-CVIU11-pattern16-target63 14 210 8 1 8 1
all-images-CVIU11-pattern16-target64 14 143 4 1 4 1
all-images-CVIU11-pattern16-target65 14 153 8 1 8 1
all-images-CVIU11-pattern16-target66 14 85 3 1 3 1
all-images-CVIU11-pattern16-target67 14 355 9 2 9 2
all-images-CVIU11-pattern16-target68 14 353 10 1 10 1
all-images-CVIU11-pattern16-target69 14 369 2 1 2 1
all-images-CVIU11-pattern16-target7 14 273 8 1 8 1
all-images-CVIU11-pattern16-target70 14 343 2 1 2 1
all-images-CVIU11-pattern16-target71 14 240 6 1 6 1
all-images-CVIU11-pattern16-target72 14 249 7 1 7 1
all-images-CVIU11-pattern16-target73 14 417 4 1 4 1
all-images-CVIU11-pattern16-target74 14 385 5 2 5 2
all-images-CVIU11-pattern16-target75 14 390 7 1 7 1
all-images-CVIU11-pattern16-target76 14 364 4 1 4 1
all-images-CVIU11-pattern16-target77 14 376 11 1 11 2
all-images-CVIU11-pattern16-target78 14 364 8 1 8 1
all-images-CVIU11-pattern16-target79 14 63 5 1 5 1
