instance family glasgow hybrid-rbj hybrid-rbj-init hybrid-noedge-rbj hybrid-noedge-rbj-init
all-images-CVIU11-pattern19-target103 14 140 115 1179 135 50
all-images-CVIU11-pattern19-target104 14 222 245 2328 214 70
all-images-CVIU11-pattern19-target105 14 255 225 2337 302 98
all-images-CVIU11-pattern19-target106 14 219 186 1830 189 88
all-images-CVIU11-pattern19-target107 14 127 127 1410 151 57
all-images-CVIU11-pattern19-target108 14 374 382 4003 387 98
all-images-CVIU11-pattern19-target109 14 243 243 2536 240 76
all-images-CVIU11-pattern19-target11 14 77 79 851 72 74
all-images-CVIU11-pattern19-target110 14 98 99 1087 95 84
all-images-CVIU11-pattern19-target111 14 90 96 989 102 52
all-images-CVIU11-pattern19-target112 14 95 91 998 85 77
all-images-CVIU11-pattern19-target113 14 108 107 1280 181 54
all-images-CVIU11-pattern19-target114 14 73 60 718 91 33
all-images-CVIU11-pattern19-target115 14 177 167 1811 177 85
all-images-CVIU11-pattern19-target116 14 383 403 4140 394 148
all-images-CVIU11-pattern19-target117 14 214 240 2311 248 139
all-images-CVIU11-pattern19-target118 14 179 154 1710 186 77
all-images-CVIU11-pattern19-target119 14 409 474 3755 431 110
all-images-CVIU11-pattern19-target12 14 202 227 2171 238 79
all-images-CVIU11-pattern19-target120 14 226 236 2586 252 87
all-images-CVIU11-pattern19-target121 14 289 300 3105 413 80
all-images-CVIU11-pattern19-target122 14 141 172 1581 164 78
all-images-CVIU11-pattern19-target123 14 299 298 3349 306 80
all-images-CVIU11-pattern19-target124 14 187 211 1828 277 67
all-images-CVIU11-pattern19-target125 14 324 300 2704 310 96
all-images-CVIU11-pattern19-target126 14 28 35 341 52 22
all-images-CVIU11-pattern19-target127 14 37 57 445 58 24
all-images-CVIU11-pattern19-target128 14 242 242 2668 278 101
all-images-CVIU11-pattern19-target129 14 45 44 554 76 53
all-images-CVIU11-pattern19-target13 14 190 189 2146 193 63
all-images-CVIU11-pattern19-target130 14 45 47 539 66 54
all-images-CVIU11-pattern19-target131 14 93 145 1052 112 79
all-images-CVIU11-pattern19-target132 14 176 132 1317 159 54
all-images-CVIU11-pattern19-target133 14 110 105 1144 112 59
all-images-CVIU11-pattern19-target134 14 129 125 1475 130 50
all-images-CVIU11-pattern19-target135 14 118 149 1243 163 74
all-images-CVIU11-pattern19-target136 14 153 131 1384 165 60
all-images-CVIU11-pattern19-target137 14 46 47 541 65 53
all-images-CVIU11-pattern19-target138 14 495 504 3998 431 114
all-images-CVIU11-pattern19-target139 14 61 62 668 83 73
all-images-CVIU11-pattern19-target14 14 46 46 558 47 27
all-images-CVIU11-pattern19-target140 14 82 77 821 73 37
all-images-CVIU11-pattern19-target141 14 56 57 690 57 49
all-images-CVIU11-pattern19-target142 14 128 114 1288 112 96
all-images-CVIU11-pattern19-target143 14 131 115 924 91 72
all-images-CVIU11-pattern19-target144 14 167 216 1678 167 104
all-images-CVIU11-pattern19-target145 14 89 84 746 112 40
all-images-CVIU11-pattern19-target146 14 263 281 2724 272 81
all-images-CVIU11-pattern19-target15 14 32 31 376 31 25
all-images-CVIU11-pattern19-target16 14 66 70 744 108 71
all-images-CVIU11-pattern19-target17 14 266 271 2559 299 101
all-images-CVIU11-pattern19-target18 14 227 252 2538 257 104
all-images-CVIU11-pattern19-target19 14 467 451 4615 437 129
all-images-CVIU11-pattern19-target2 14 188 168 1828 201 106
all-images-CVIU11-pattern19-target20 14 302 276 2946 441 87
all-images-CVIU11-pattern19-target21 14 195 197 2053 236 109
all-images-CVIU11-pattern19-target22 14 120 115 1238 111 46
all-images-CVIU11-pattern19-target23 14 246 246 2431 257 110
all-images-CVIU11-pattern19-target24 14 32 52 392 50 23
all-images-CVIU11-pattern19-target25 14 126 165 1142 119 50
all-images-CVIU11-pattern19-target26 14 57 94 750 55 34
all-images-CVIU11-pattern19-target27 14 179 170 1792 223 108
all-images-CVIU11-pattern19-target28 14 41 42 517 53 54
all-images-CVIU11-pattern19-target29 14 432 433 4023 413 89
all-images-CVIU11-pattern19-target3 14 266 266 2672 288 109
all-images-CVIU11-pattern19-target30 14 306 292 3122 297 86
all-images-CVIU11-pattern19-target31 14 283 281 2323 244 71
all-images-CVIU11-pattern19-target32 14 481 504 4675 616 182
all-images-CVIU11-pattern19-target33 14 463 433 4190 455 186
all-images-CVIU11-pattern19-target34 14 177 184 1938 180 69
all-images-CVIU11-pattern19-target35 14 391 396 4066 422 104
all-images-CVIU11-pattern19-target36 14 124 122 1404 166 75
all-images-CVIU11-pattern19-target37 14 401 386 3660 439 161
all-images-CVIU11-pattern19-target38 14 361 408 3582 345 138
all-images-CVIU11-pattern19-target39 14 149 148 1505 183 55
all-images-CVIU11-pattern19-target4 14 228 249 2279 270 129
all-images-CVIU11-pattern19-target40 14 188 209 1978 278 70
all-images-CVIU11-pattern19-target41 14 206 171 1820 239 58
all-images-CVIU11-pattern19-target42 14 274 208 2058 219 119
all-images-CVIU11-pattern19-target43 14 333 346 3128 336 153
all-images-CVIU11-pattern19-target44 14 523 448 4553 456 106
all-images-CVIU11-pattern19-target45 14 414 418 4111 417 144
all-images-CVIU11-pattern19-target46 14 202 208 1962 208 63
all-images-CVIU11-pattern19-target47 14 341 350 3283 355 167
all-images-CVIU11-pattern19-target48 14 105 111 1238 101 85
all-images-CVIU11-pattern19-target49 14 201 195 1929 189 110
all-images-CVIU11-pattern19-target5 14 374 360 3452 344 105
all-images-CVIU11-pattern19-target50 14 460 468 3692 421 107
all-images-CVIU11-pattern19-target51 14 148 151 1599 156 65
all-images-CVIU11-pattern19-target52 14 158 161 1660 162 65
all-images-CVIU11-pattern19-target53 14 103 132 1028 151 78
all-images-CVIU11-pattern19-target54 14 108 113 1119 109 52
all-images-CVIU11-pattern19-target55 14 99 132 1010 85 46
all-images-CVIU11-pattern19-target56 14 71 72 865 109 74
all-images-CVIU11-pattern19-target57 14 571 567 4572 495 152
all-images-CVIU11-pattern19-target58 14 93 78 901 136 81
all-images-CVIU11-pattern19-target59 14 292 287 3103 365 127
all-images-CVIU11-pattern19-target6 14 336 324 3122 334 109
all-images-CVIU11-pattern19-target60 14 152 153 1715 246 84
all-images-CVIU11-pattern19-target61 14 285 297 3034 285 130
all-images-CVIU11-pattern19-target62 14 340 346 3266 418 123
all-images-CVIU11-pattern19-target63 14 290 282 2594 282 128
all-images-CVIU11-pattern19-target64 14 168 197 1847 166 83
all-images-CVIU11-pattern19-target65 14 148 154 1675 187 74
all-images-CVIU11-pattern19-target66 14 99 100 1040 112 86
all-images-CVIU11-pattern19-target67 14 341 370 3528 407 131
all-images-CVIU11-pattern19-target68 14 378 385 4038 379 99
all-images-CVIU11-pattern19-target69 14 431 442 4515 433 102
all-images-CVIU11-pattern19-target7 14 315 356 3035 362 91
all-images-CVIU11-pattern19-target70 14 374 366 3524 501 150
all-images-CVIU11-pattern19-target71 14 281 268 2950 335 102
all-images-CVIU11-pattern19-target72 14 240 288 2473 259 98
all-images-CVIU11-pattern19-target73 14 361 351 3528 365 89
all-images-CVIU11-pattern19-target74 14 410 410 3844 426 141
all-images-CVIU11-pattern19-target75 14 427 415 3903 423 101
all-images-CVIU11-pattern19-target76 14 471 485 4279 422 96
all-images-CVIU11-pattern19-target77 14 420 431 4217 505 144
all-images-CVIU11-pattern19-target78 14 403 417 3893 493 128
all-images-CVIU11-pattern19-target79 14 104 81 823 77 42
all-images-CVIU11-pattern19-target8 14 152 149 1709 156 74
all-images-CVIU11-pattern19-target80 14 95 135 1150 129 44
all-images-CVIU11-pattern19-target81 14 170 189 1689 187 61
all-images-CVIU11-pattern19-target82 14 279 269 2251 240 64
all-images-CVIU11-pattern19-target83 14 240 236 2478 242 108
all-images-CVIU11-pattern19-target84 14 20 32 280 19 36
all-images-CVIU11-pattern19-target85 14 318 299 2871 390 82
all-images-CVIU11-pattern19-target86 14 200 184 1916 190 65
all-images-CVIU11-pattern19-target87 14 183 158 1771 178 57
all-images-CVIU11-pattern19-target88 14 278 281 2698 397 84
all-images-CVIU11-pattern19-target89 14 131 129 1144 124 45
all-images-CVIU11-pattern19-target9 14 168 211 1657 175 107
all-images-CVIU11-pattern19-target90 14 60 97 772 65 72
all-images-CVIU11-pattern19-target91 14 29 29 390 52 42
all-images-CVIU11-pattern19-target92 14 473 389 3986 430 164
all-images-CVIU11-pattern19-target93 14 191 200 2089 197 120
all-images-CVIU11-pattern19-target94 14 273 275 2884 310 76
all-images-CVIU11-pattern19-target95 14 62 39 495 60 27
all-images-CVIU11-pattern19-target96 14 123 120 1251 166 53
all-images-CVIU11-pattern19-target97 14 123 123 1233 121 58
all-images-CVIU11-pattern19-target98 14 54 54 654 56 63
all-images-CVIU11-pattern19-target99 14 258 283 2524 295 139
all-images-CVIU11-pattern2-target1 14 234 253 2814 297 69
all-images-CVIU11-pattern2-target10 14 171 163 1998 215 109
all-images-CVIU11-pattern2-target100 14 51 51 649 45 58
all-images-CVIU11-pattern2-target101 14 34 36 622 52 29
all-images-CVIU11-pattern2-target102 14 99 1190 1228 135 44
all-images-CVIU11-pattern2-target103 14 136 105 1378 114 47
all-images-CVIU11-pattern2-target104 14 218 217 2770 216 86
all-images-CVIU11-pattern2-target105 14 222 230 2744 204 78
all-images-CVIU11-pattern2-target106 14 208 182 2114 213 63
all-images-CVIU11-pattern2-target107 14 143 143 1649 153 56
all-images-CVIU11-pattern2-target108 14 380 369 4632 448 127
all-images-CVIU11-pattern2-target109 14 209 200 2983 245 81
all-images-CVIU11-pattern2-target11 14 60 90 1024 58 76
all-images-CVIU11-pattern2-target110 14 78 114 1233 84 48
all-images-CVIU11-pattern2-target111 14 123 235 1120 97 43
all-images-CVIU11-pattern2-target112 14 84 85 1124 105 69
all-images-CVIU11-pattern2-target113 14 99 98 1413 108 52
all-images-CVIU11-pattern2-target114 14 43 66 865 69 37
all-images-CVIU11-pattern2-target115 14 188 425 2128 248 92
all-images-CVIU11-pattern2-target116 14 411 404 4954 416 97
all-images-CVIU11-pattern2-target117 14 212 220 2724 232 127
all-images-CVIU11-pattern2-target118 14 155 154 2001 174 77
all-images-CVIU11-pattern2-target119 14 394 423 4328 444 117
all-images-CVIU11-pattern2-target12 14 203 177 2539 245 86
all-images-CVIU11-pattern2-target120 14 234 231 2927 264 83
all-images-CVIU11-pattern2-target121 14 246 258 3530 275 103
all-images-CVIU11-pattern2-target122 14 121 114 1821 130 60
all-images-CVIU11-pattern2-target123 14 302 306 3684 308 93
all-images-CVIU11-pattern2-target124 14 155 155 2181 150 95
all-images-CVIU11-pattern2-target125 14 281 273 3167 303 103
all-images-CVIU11-pattern2-target126 14 33 49 430 49 40
all-images-CVIU11-pattern2-target127 14 26 25 499 43 25
all-images-CVIU11-pattern2-target128 14 258 240 3123 325 95
all-images-CVIU11-pattern2-target129 14 47 558 613 86 29
all-images-CVIU11-pattern2-target13 14 193 197 2501 203 82
all-images-CVIU11-pattern2-target130 14 47 43 620 71 30
all-images-CVIU11-pattern2-target131 14 69 70 1235 72 92
all-images-CVIU11-pattern2-target132 14 159 161 1632 132 59
all-images-CVIU11-pattern2-target133 14 91 89 1329 102 101
all-images-CVIU11-pattern2-target134 14 127 130 1700 128 59
all-images-CVIU11-pattern2-target135 14 120 118 1446 150 49
all-images-CVIU11-pattern2-target136 14 161 129 1643 145 61
all-images-CVIU11-pattern2-target137 14 46 151 637 80 59
all-images-CVIU11-pattern2-target138 14 435 435 4556 415 103
all-images-CVIU11-pattern2-target139 14 50 49 784 43 49
all-images-CVIU11-pattern2-target14 14 33 34 652 53 72
all-images-CVIU11-pattern2-target140 14 77 118 949 70 81
all-images-CVIU11-pattern2-target141 14 61 64 765 65 67
all-images-CVIU11-pattern2-target142 14 146 111 1543 120 50
all-images-CVIU11-pattern2-target143 14 90 83 1124 105 80
all-images-CVIU11-pattern2-target144 14 154 138 1976 137 64
all-images-CVIU11-pattern2-target145 14 80 82 828 69 47
all-images-CVIU11-pattern2-target146 14 275 276 3258 355 137
all-images-CVIU11-pattern2-target15 14 34 32 412 45 44
all-images-CVIU11-pattern2-target16 14 69 103 915 90 42
all-images-CVIU11-pattern2-target17 14 269 259 2960 302 82
all-images-CVIU11-pattern2-target18 14 233 235 2909 292 94
all-images-CVIU11-pattern2-target19 14 411 7829 5199 508 98
all-images-CVIU11-pattern2-target2 14 170 196 2171 172 66
all-images-CVIU11-pattern2-target20 14 312 305 3405 376 162
all-images-CVIU11-pattern2-target21 14 189 192 2403 251 65
all-images-CVIU11-pattern2-target22 14 119 110 1389 103 53
all-images-CVIU11-pattern2-target23 14 251 246 2816 302 79
all-images-CVIU11-pattern2-target24 14 21 22 483 20 27
all-images-CVIU11-pattern2-target25 14 106 1379 1298 121 72
all-images-CVIU11-pattern2-target26 14 66 60 831 61 72
all-images-CVIU11-pattern2-target27 14 174 181 2042 226 114
all-images-CVIU11-pattern2-target28 14 29 44 576 31 60
all-images-CVIU11-pattern2-target29 14 366 358 4650 390 130
all-images-CVIU11-pattern2-target3 14 266 256 3149 271 113
all-images-CVIU11-pattern2-target30 14 297 306 3633 318 129
all-images-CVIU11-pattern2-target31 14 195 179 2644 221 68
all-images-CVIU11-pattern2-target32 14 501 587 5378 484 118
all-images-CVIU11-pattern2-target33 14 455 727 4856 514 115
all-images-CVIU11-pattern2-target34 14 181 213 2279 183 115
all-images-CVIU11-pattern2-target35 14 390 6895 4753 492 120
all-images-CVIU11-pattern2-target36 14 119 127 1608 143 57
all-images-CVIU11-pattern2-target37 14 394 409 4395 432 111
all-images-CVIU11-pattern2-target38 14 334 334 4040 374 90
all-images-CVIU11-pattern2-target39 14 173 178 1754 171 87
all-images-CVIU11-pattern2-target4 14 231 235 2663 308 95
all-images-CVIU11-pattern2-target40 14 181 183 2339 260 72
all-images-CVIU11-pattern2-target41 14 149 167 2258 203 110
all-images-CVIU11-pattern2-target42 14 176 191 2331 162 72
all-images-CVIU11-pattern2-target43 14 285 282 3630 358 112
all-images-CVIU11-pattern2-target44 14 449 432 5339 481 209
all-images-CVIU11-pattern2-target45 14 519 524 4834 422 93
all-images-CVIU11-pattern2-target46 14 208 191 2329 245 67
all-images-CVIU11-pattern2-target47 14 358 333 3839 371 84
all-images-CVIU11-pattern2-target48 14 110 116 1395 115 80
all-images-CVIU11-pattern2-target49 14 199 218 2231 205 94
all-images-CVIU11-pattern2-target5 14 345 352 4104 353 114
all-images-CVIU11-pattern2-target50 14 386 375 4331 389 116
all-images-CVIU11-pattern2-target51 14 192 162 1885 179 60
all-images-CVIU11-pattern2-target52 14 164 2146 1883 187 103
all-images-CVIU11-pattern2-target53 14 98 96 1217 150 46
all-images-CVIU11-pattern2-target54 14 126 136 1292 117 49
all-images-CVIU11-pattern2-target55 14 98 78 1173 78 87
all-images-CVIU11-pattern2-target56 14 54 54 989 82 43
all-images-CVIU11-pattern2-target57 14 485 500 5298 494 113
all-images-CVIU11-pattern2-target58 14 88 119 1004 87 72
all-images-CVIU11-pattern2-target59 14 302 312 3651 406 83
all-images-CVIU11-pattern2-target6 14 321 338 3639 420 123
all-images-CVIU11-pattern2-target60 14 156 157 2024 158 64
all-images-CVIU11-pattern2-target61 14 277 273 3473 281 129
all-images-CVIU11-pattern2-target62 14 363 339 4012 442 175
all-images-CVIU11-pattern2-target63 14 242 263 2986 245 116
all-images-CVIU11-pattern2-target64 14 160 154 2215 130 92
all-images-CVIU11-pattern2-target65 14 155 2358 1990 307 65
all-images-CVIU11-pattern2-target66 14 103 139 1249 144 44
all-images-CVIU11-pattern2-target67 14 354 344 4103 341 107
all-images-CVIU11-pattern2-target68 14 394 374 4565 398 97
all-images-CVIU11-pattern2-target69 14 452 415 5215 456 157
all-images-CVIU11-pattern2-target7 14 302 319 3450 338 155
all-images-CVIU11-pattern2-target70 14 420 5995 4185 475 127
all-images-CVIU11-pattern2-target71 14 278 4683 3383 456 129
all-images-CVIU11-pattern2-target72 14 257 247 2885 375 81
all-images-CVIU11-pattern2-target73 14 345 387 4193 418 106
all-images-CVIU11-pattern2-target74 14 393 378 4464 429 99
all-images-CVIU11-pattern2-target75 14 428 400 4552 409 104
all-images-CVIU11-pattern2-target76 14 422 408 4916 420 123
all-images-CVIU11-pattern2-target77 14 468 481 5029 415 115
all-images-CVIU11-pattern2-target78 14 430 405 4521 486 115
all-images-CVIU11-pattern2-target79 14 78 997 975 109 66
all-images-CVIU11-pattern2-target8 14 160 148 1974 215 100
all-images-CVIU11-pattern2-target80 14 96 208 1279 166 79
all-images-CVIU11-pattern2-target81 14 167 158 1983 247 70
all-images-CVIU11-pattern2-target82 14 225 226 2588 232 106
all-images-CVIU11-pattern2-target83 14 247 3827 2984 302 97
all-images-CVIU11-pattern2-target84 14 18 12 277 15 21
all-images-CVIU11-pattern2-target85 14 311 305 3423 342 94
all-images-CVIU11-pattern2-target86 14 204 2649 2183 197 67
all-images-CVIU11-pattern2-target87 14 129 158 2006 153 91
all-images-CVIU11-pattern2-target88 14 277 276 3140 361 89
all-images-CVIU11-pattern2-target89 14 110 111 1360 128 49
all-images-CVIU11-pattern2-target9 14 212 212 1933 191 66
all-images-CVIU11-pattern2-target90 14 45 44 882 56 54
all-images-CVIU11-pattern2-target91 14 18 30 437 19 43
all-images-CVIU11-pattern2-target92 14 396 411 4632 408 110
all-images-CVIU11-pattern2-target93 14 211 198 2430 247 69
all-images-CVIU11-pattern2-target94 14 277 282 3394 278 134
all-images-CVIU11-pattern2-target95 14 26 25 526 26 47
all-images-CVIU11-pattern2-target96 14 142 253 1484 146 48
all-images-CVIU11-pattern2-target97 14 144 99 1441 133 73
all-images-CVIU11-pattern2-target98 14 38 62 786 41 52
all-images-CVIU11-pattern2-target99 14 267 289 3016 265 114
all-images-CVIU11-pattern20-target1 14 211 219 708 216 65
all-images-CVIU11-pattern20-target10 14 160 185 499 153 62
all-images-CVIU11-pattern20-target100 14 35 34 199 31 25
all-images-CVIU11-pattern20-target101 14 45 46 173 37 24
all-images-CVIU11-pattern20-target102 14 86 78 307 137 72
all-images-CVIU11-pattern20-target103 14 98 132 362 95 41
all-images-CVIU11-pattern20-target104 14 197 223 710 216 69
all-images-CVIU11-pattern20-target105 14 225 207 684 271 62
all-images-CVIU11-pattern20-target106 14 168 183 559 168 75
all-images-CVIU11-pattern20-target107 14 140 112 448 131 53
all-images-CVIU11-pattern20-target108 14 400 413 1104 383 81
all-images-CVIU11-pattern20-target109 14 216 213 734 298 130
all-images-CVIU11-pattern20-target11 14 67 98 255 66 52
all-images-CVIU11-pattern20-target110 14 89 122 332 99 54
all-images-CVIU11-pattern20-target111 14 109 87 322 74 33
all-images-CVIU11-pattern20-target112 14 72 72 315 80 43
all-images-CVIU11-pattern20-target113 14 110 90 356 138 39
all-images-CVIU11-pattern20-target114 14 55 49 222 59 32
all-images-CVIU11-pattern20-target115 14 185 164 564 206 99
all-images-CVIU11-pattern20-target116 14 388 398 1140 417 86
all-images-CVIU11-pattern20-target117 14 200 196 661 309 75
all-images-CVIU11-pattern20-target118 14 170 131 493 138 63
all-images-CVIU11-pattern20-target119 14 364 358 1043 381 71
all-images-CVIU11-pattern20-target12 14 181 181 661 199 108
all-images-CVIU11-pattern20-target120 14 228 221 708 213 112
all-images-CVIU11-pattern20-target121 14 287 272 896 311 141
all-images-CVIU11-pattern20-target122 14 127 161 461 180 59
all-images-CVIU11-pattern20-target123 14 289 281 885 277 107
all-images-CVIU11-pattern20-target124 14 178 158 527 173 96
all-images-CVIU11-pattern20-target125 14 259 244 780 269 68
all-images-CVIU11-pattern20-target126 14 21 21 111 30 36
all-images-CVIU11-pattern20-target127 14 36 32 139 24 26
all-images-CVIU11-pattern20-target128 14 227 234 767 284 96
all-images-CVIU11-pattern20-target129 14 40 35 162 60 47
all-images-CVIU11-pattern20-target13 14 172 180 606 210 102
all-images-CVIU11-pattern20-target130 14 37 53 155 59 32
all-images-CVIU11-pattern20-target131 14 80 79 322 105 65
all-images-CVIU11-pattern20-target132 14 134 142 419 152 41
all-images-CVIU11-pattern20-target133 14 118 118 345 110 42
all-images-CVIU11-pattern20-target134 14 118 119 422 187 88
all-images-CVIU11-pattern20-target135 14 105 105 355 109 48
all-images-CVIU11-pattern20-target136 14 115 143 432 133 68
all-images-CVIU11-pattern20-target137 14 56 36 204 40 33
all-images-CVIU11-pattern20-target138 14 439 399 1087 423 90
all-images-CVIU11-pattern20-target139 14 50 50 251 78 55
all-images-CVIU11-pattern20-target14 14 39 39 181 37 33
all-images-CVIU11-pattern20-target140 14 63 79 261 104 65
all-images-CVIU11-pattern20-target141 14 48 47 241 76 26
all-images-CVIU11-pattern20-target142 14 103 98 432 130 86
all-images-CVIU11-pattern20-target143 14 109 114 273 115 50
all-images-CVIU11-pattern20-target144 14 171 141 483 168 95
all-images-CVIU11-pattern20-target145 14 56 57 220 70 31
all-images-CVIU11-pattern20-target146 14 285 259 782 270 61
all-images-CVIU11-pattern20-target15 14 24 23 145 30 20
all-images-CVIU11-pattern20-target16 14 60 58 230 46 53
all-images-CVIU11-pattern20-target17 14 240 235 721 264 103
all-images-CVIU11-pattern20-target18 14 210 213 698 226 116
all-images-CVIU11-pattern20-target19 14 398 416 1250 413 128
all-images-CVIU11-pattern20-target2 14 193 163 522 144 52
all-images-CVIU11-pattern20-target20 14 360 346 825 281 118
all-images-CVIU11-pattern20-target21 14 199 176 586 181 89
all-images-CVIU11-pattern20-target22 14 103 91 351 95 38
all-images-CVIU11-pattern20-target23 14 226 245 734 320 58
all-images-CVIU11-pattern20-target24 14 25 37 125 23 36
all-images-CVIU11-pattern20-target25 14 93 141 337 109 35
all-images-CVIU11-pattern20-target26 14 47 46 218 45 60
all-images-CVIU11-pattern20-target27 14 194 192 533 178 50
all-images-CVIU11-pattern20-target28 14 34 52 189 52 42
all-images-CVIU11-pattern20-target29 14 395 391 1094 394 114
all-images-CVIU11-pattern20-target3 14 238 253 775 237 84
all-images-CVIU11-pattern20-target30 14 273 298 853 361 73
all-images-CVIU11-pattern20-target31 14 211 206 649 216 98
all-images-CVIU11-pattern20-target32 14 453 465 1223 458 103
all-images-CVIU11-pattern20-target33 14 507 513 1165 418 106
all-images-CVIU11-pattern20-target34 14 173 163 557 223 102
all-images-CVIU11-pattern20-target35 14 375 406 1106 398 126
all-images-CVIU11-pattern20-target36 14 124 106 448 119 82
all-images-CVIU11-pattern20-target37 14 363 363 1035 390 71
all-images-CVIU11-pattern20-target38 14 327 316 954 325 130
all-images-CVIU11-pattern20-target39 14 137 161 424 133 83
all-images-CVIU11-pattern20-target4 14 266 263 684 229 61
all-images-CVIU11-pattern20-target40 14 173 172 618 216 52
all-images-CVIU11-pattern20-target41 14 162 192 524 192 48
all-images-CVIU11-pattern20-target42 14 199 186 580 185 61
all-images-CVIU11-pattern20-target43 14 310 291 910 306 103
all-images-CVIU11-pattern20-target44 14 412 414 1242 437 88
all-images-CVIU11-pattern20-target45 14 412 398 1167 400 128
all-images-CVIU11-pattern20-target46 14 192 258 570 186 61
all-images-CVIU11-pattern20-target47 14 340 304 920 316 98
all-images-CVIU11-pattern20-target48 14 94 143 351 144 52
all-images-CVIU11-pattern20-target49 14 168 183 546 180 61
all-images-CVIU11-pattern20-target5 14 306 306 1001 293 77
all-images-CVIU11-pattern20-target50 14 406 365 1010 365 81
all-images-CVIU11-pattern20-target51 14 132 129 504 151 97
all-images-CVIU11-pattern20-target52 14 174 175 478 164 74
all-images-CVIU11-pattern20-target53 14 90 90 310 101 43
all-images-CVIU11-pattern20-target54 14 121 123 369 131 41
all-images-CVIU11-pattern20-target55 14 84 85 305 83 38
all-images-CVIU11-pattern20-target56 14 61 59 251 56 63
all-images-CVIU11-pattern20-target57 14 483 458 1258 490 125
all-images-CVIU11-pattern20-target58 14 104 67 258 73 65
all-images-CVIU11-pattern20-target59 14 275 312 884 343 70
all-images-CVIU11-pattern20-target6 14 303 311 873 330 132
all-images-CVIU11-pattern20-target60 14 166 139 488 147 46
all-images-CVIU11-pattern20-target61 14 270 275 847 256 102
all-images-CVIU11-pattern20-target62 14 317 341 913 387 92
all-images-CVIU11-pattern20-target63 14 228 231 747 259 124
all-images-CVIU11-pattern20-target64 14 154 152 560 150 92
all-images-CVIU11-pattern20-target65 14 155 185 528 133 64
all-images-CVIU11-pattern20-target66 14 110 82 359 112 39
all-images-CVIU11-pattern20-target67 14 344 337 982 330 137
all-images-CVIU11-pattern20-target68 14 361 361 1085 493 73
all-images-CVIU11-pattern20-target69 14 388 407 1206 385 90
all-images-CVIU11-pattern20-target7 14 299 297 847 288 70
all-images-CVIU11-pattern20-target70 14 350 347 976 362 110
all-images-CVIU11-pattern20-target71 14 261 261 829 368 62
all-images-CVIU11-pattern20-target72 14 239 266 727 384 89
all-images-CVIU11-pattern20-target73 14 364 356 971 349 142
all-images-CVIU11-pattern20-target74 14 389 396 1041 386 93
all-images-CVIU11-pattern20-target75 14 381 409 1093 398 82
all-images-CVIU11-pattern20-target76 14 385 384 1161 566 91
all-images-CVIU11-pattern20-target77 14 400 406 1236 381 85
all-images-CVIU11-pattern20-target78 14 412 476 1125 486 162
all-images-CVIU11-pattern20-target79 14 67 67 275 79 37
all-images-CVIU11-pattern20-target8 14 147 137 493 212 61
all-images-CVIU11-pattern20-target80 14 116 117 350 82 36
all-images-CVIU11-pattern20-target81 14 176 169 484 225 65
all-images-CVIU11-pattern20-target82 14 215 212 625 259 84
all-images-CVIU11-pattern20-target83 14 224 248 706 218 81
all-images-CVIU11-pattern20-target84 14 17 13 104 23 14
all-images-CVIU11-pattern20-target85 14 294 284 885 322 77
all-images-CVIU11-pattern20-target86 14 175 191 536 162 54
all-images-CVIU11-pattern20-target87 14 143 146 501 146 46
all-images-CVIU11-pattern20-target88 14 262 259 749 314 118
all-images-CVIU11-pattern20-target89 14 98 132 423 142 74
all-images-CVIU11-pattern20-target9 14 144 193 532 142 48
all-images-CVIU11-pattern20-target90 14 56 57 280 66 28
all-images-CVIU11-pattern20-target91 14 35 33 144 35 28
all-images-CVIU11-pattern20-target92 14 395 363 1126 461 152
all-images-CVIU11-pattern20-target93 14 245 205 590 263 81
all-images-CVIU11-pattern20-target94 14 247 244 814 283 62
all-images-CVIU11-pattern20-target95 14 32 30 170 48 44
all-images-CVIU11-pattern20-target96 14 107 131 365 111 77
all-images-CVIU11-pattern20-target97 14 128 109 403 155 37
all-images-CVIU11-pattern20-target98 14 46 71 204 46 83
all-images-CVIU11-pattern20-target99 14 245 253 726 312 82
all-images-CVIU11-pattern21-target1 14 233 270 3839 282 128
all-images-CVIU11-pattern21-target10 14 180 209 2807 198 90
all-images-CVIU11-pattern21-target100 14 78 81 828 76 33
all-images-CVIU11-pattern21-target101 14 53 52 851 84 44
all-images-CVIU11-pattern21-target102 14 107 108 1705 107 74
all-images-CVIU11-pattern21-target103 14 160 161 1941 178 57
all-images-CVIU11-pattern21-target104 14 219 228 3819 285 113
all-images-CVIU11-pattern21-target105 14 269 248 3769 262 88
all-images-CVIU11-pattern21-target106 14 192 185 2902 194 75
all-images-CVIU11-pattern21-target107 14 135 141 2232 168 75
all-images-CVIU11-pattern21-target108 14 382 405 6393 477 176
all-images-CVIU11-pattern21-target109 14 259 286 4105 365 128
all-images-CVIU11-pattern21-target11 14 122 82 1367 99 86
all-images-CVIU11-pattern21-target110 14 104 137 1702 115 63
all-images-CVIU11-pattern21-target111 14 97 99 1525 147 54
all-images-CVIU11-pattern21-target112 14 89 93 1540 89 94
all-images-CVIU11-pattern21-target113 14 181 119 1940 121 56
all-images-CVIU11-pattern21-target114 14 74 66 1192 99 74
all-images-CVIU11-pattern21-target115 14 193 200 3069 277 90
all-images-CVIU11-pattern21-target116 14 414 425 6799 407 138
all-images-CVIU11-pattern21-target117 14 224 232 3685 251 76
all-images-CVIU11-pattern21-target118 14 159 163 2791 190 107
