instance family glasgow hybrid-rbj hybrid-rbj-init hybrid-noedge-rbj hybrid-noedge-rbj-init
all-images-CVIU11-pattern36-target14 14 32 48 565 29 61
all-images-CVIU11-pattern36-target140 14 70 73 820 70 43
all-images-CVIU11-pattern36-target141 14 49 45 683 39 56
all-images-CVIU11-pattern36-target142 14 111 107 1306 130 97
all-images-CVIU11-pattern36-target143 14 86 87 921 94 69
all-images-CVIU11-pattern36-target144 14 158 150 1678 194 61
all-images-CVIU11-pattern36-target145 14 63 65 760 67 39
all-images-CVIU11-pattern36-target146 14 257 276 2763 284 75
all-images-CVIU11-pattern36-target15 14 28 30 359 31 26
all-images-CVIU11-pattern36-target16 14 79 67 807 58 38
all-images-CVIU11-pattern36-target17 14 256 265 2623 300 83
all-images-CVIU11-pattern36-target18 14 262 220 2489 282 69
all-images-CVIU11-pattern36-target19 14 415 417 4557 487 102
all-images-CVIU11-pattern36-target2 14 163 156 1833 192 56
all-images-CVIU11-pattern36-target20 14 316 299 3009 300 125
all-images-CVIU11-pattern36-target21 14 187 185 2089 193 71
all-images-CVIU11-pattern36-target22 14 134 115 1222 124 47
all-images-CVIU11-pattern36-target23 14 242 249 2484 268 94
all-images-CVIU11-pattern36-target24 14 32 34 397 30 27
all-images-CVIU11-pattern36-target25 14 104 103 1148 108 67
all-images-CVIU11-pattern36-target26 14 56 56 748 55 69
all-images-CVIU11-pattern36-target27 14 197 173 1780 174 107
all-images-CVIU11-pattern36-target28 14 40 66 510 61 52
all-images-CVIU11-pattern36-target29 14 433 496 4092 440 145
all-images-CVIU11-pattern36-target3 14 251 252 2777 288 100
all-images-CVIU11-pattern36-target30 14 305 297 3102 410 143
all-images-CVIU11-pattern36-target31 14 235 226 2299 229 75
all-images-CVIU11-pattern36-target32 14 452 473 4566 561 174
all-images-CVIU11-pattern36-target33 14 480 432 4228 427 103
all-images-CVIU11-pattern36-target34 14 173 177 1934 184 113
all-images-CVIU11-pattern36-target35 14 444 423 4194 390 122
all-images-CVIU11-pattern36-target36 14 117 122 1438 148 80
all-images-CVIU11-pattern36-target37 14 370 382 3844 398 92
all-images-CVIU11-pattern36-target38 14 326 324 3542 335 92
all-images-CVIU11-pattern36-target39 14 142 142 1482 157 99
all-images-CVIU11-pattern36-target4 14 217 244 2433 273 72
all-images-CVIU11-pattern36-target40 14 185 210 2044 200 107
all-images-CVIU11-pattern36-target41 14 212 206 1875 261 114
all-images-CVIU11-pattern36-target42 14 199 203 2036 206 67
all-images-CVIU11-pattern36-target43 14 308 322 3206 365 111
all-images-CVIU11-pattern36-target44 14 423 473 4540 444 162
all-images-CVIU11-pattern36-target45 14 417 428 4091 433 100
all-images-CVIU11-pattern36-target46 14 199 213 2039 217 89
all-images-CVIU11-pattern36-target47 14 337 325 3264 363 82
all-images-CVIU11-pattern36-target48 14 108 123 1235 135 91
all-images-CVIU11-pattern36-target49 14 187 200 1960 208 87
all-images-CVIU11-pattern36-target5 14 325 347 3563 342 108
all-images-CVIU11-pattern36-target50 14 369 385 3731 405 120
all-images-CVIU11-pattern36-target51 14 141 146 1646 221 104
all-images-CVIU11-pattern36-target52 14 154 175 1626 226 57
all-images-CVIU11-pattern36-target53 14 96 98 1041 127 42
all-images-CVIU11-pattern36-target54 14 128 151 1150 113 84
all-images-CVIU11-pattern36-target55 14 96 132 1076 138 59
all-images-CVIU11-pattern36-target56 14 69 69 834 90 70
all-images-CVIU11-pattern36-target57 14 467 464 4562 466 100
all-images-CVIU11-pattern36-target58 14 76 75 865 76 43
all-images-CVIU11-pattern36-target59 14 311 289 3109 297 162
all-images-CVIU11-pattern36-target6 14 344 313 3163 368 108
all-images-CVIU11-pattern36-target60 14 182 173 1730 175 56
all-images-CVIU11-pattern36-target61 14 272 276 3129 336 95
all-images-CVIU11-pattern36-target62 14 329 318 3345 532 87
all-images-CVIU11-pattern36-target63 14 250 246 2597 239 83
all-images-CVIU11-pattern36-target64 14 186 160 1849 157 65
all-images-CVIU11-pattern36-target65 14 145 155 1700 144 75
all-images-CVIU11-pattern36-target66 14 97 95 1075 132 81
all-images-CVIU11-pattern36-target67 14 353 396 3650 375 88
all-images-CVIU11-pattern36-target68 14 371 394 4020 430 155
all-images-CVIU11-pattern36-target69 14 399 403 4520 463 106
all-images-CVIU11-pattern36-target7 14 299 300 3028 309 87
all-images-CVIU11-pattern36-target70 14 376 357 3648 386 112
all-images-CVIU11-pattern36-target71 14 293 264 2958 363 125
all-images-CVIU11-pattern36-target72 14 255 252 2511 322 111
all-images-CVIU11-pattern36-target73 14 445 438 3697 368 150
all-images-CVIU11-pattern36-target74 14 390 420 3953 437 145
all-images-CVIU11-pattern36-target75 14 410 428 3969 418 130
all-images-CVIU11-pattern36-target76 14 397 422 4435 414 110
all-images-CVIU11-pattern36-target77 14 410 406 4225 410 140
all-images-CVIU11-pattern36-target78 14 396 394 3940 422 167
all-images-CVIU11-pattern36-target79 14 76 109 869 78 46
all-images-CVIU11-pattern36-target8 14 167 164 1795 194 74
all-images-CVIU11-pattern36-target80 14 91 93 1117 99 53
all-images-CVIU11-pattern36-target81 14 174 162 1696 218 117
all-images-CVIU11-pattern36-target82 14 222 207 2240 258 66
all-images-CVIU11-pattern36-target83 14 233 233 2496 326 142
all-images-CVIU11-pattern36-target84 14 31 21 278 31 16
all-images-CVIU11-pattern36-target85 14 289 300 2920 299 78
all-images-CVIU11-pattern36-target86 14 239 220 2022 191 115
all-images-CVIU11-pattern36-target87 14 156 167 1782 155 110
all-images-CVIU11-pattern36-target88 14 277 266 2714 301 91
all-images-CVIU11-pattern36-target89 14 106 105 1142 163 52
all-images-CVIU11-pattern36-target9 14 155 187 1675 173 114
all-images-CVIU11-pattern36-target90 14 59 59 765 59 73
all-images-CVIU11-pattern36-target91 14 29 65 386 43 22
all-images-CVIU11-pattern36-target92 14 431 439 4052 421 194
all-images-CVIU11-pattern36-target93 14 186 194 2115 195 125
all-images-CVIU11-pattern36-target94 14 256 271 2922 315 80
all-images-CVIU11-pattern36-target95 14 59 38 464 43 33
all-images-CVIU11-pattern36-target96 14 115 109 1271 112 95
all-images-CVIU11-pattern36-target97 14 118 119 1268 147 83
all-images-CVIU11-pattern36-target98 14 79 54 651 58 43
all-images-CVIU11-pattern36-target99 14 306 313 2669 271 86
all-images-CVIU11-pattern37-target1 14 230 234 2691 352 137
all-images-CVIU11-pattern37-target10 14 175 198 1923 227 58
all-images-CVIU11-pattern37-target100 14 44 47 580 73 58
all-images-CVIU11-pattern37-target101 14 33 30 634 35 56
all-images-CVIU11-pattern37-target102 14 133 117 1144 98 46
all-images-CVIU11-pattern37-target103 14 115 154 1406 147 92
all-images-CVIU11-pattern37-target104 14 241 245 2693 215 81
all-images-CVIU11-pattern37-target105 14 244 248 2660 255 81
all-images-CVIU11-pattern37-target106 14 180 180 2018 188 91
all-images-CVIU11-pattern37-target107 14 142 131 1566 134 71
all-images-CVIU11-pattern37-target108 14 372 380 4463 371 132
all-images-CVIU11-pattern37-target109 14 255 247 2828 245 78
all-images-CVIU11-pattern37-target11 14 80 81 993 111 37
all-images-CVIU11-pattern37-target110 14 122 121 1226 110 80
all-images-CVIU11-pattern37-target111 14 94 96 1078 162 57
all-images-CVIU11-pattern37-target112 14 120 84 1104 123 73
all-images-CVIU11-pattern37-target113 14 106 112 1380 127 51
all-images-CVIU11-pattern37-target114 14 58 60 790 100 46
all-images-CVIU11-pattern37-target115 14 180 175 2049 185 91
all-images-CVIU11-pattern37-target116 14 381 381 4711 448 109
all-images-CVIU11-pattern37-target117 14 244 263 2641 237 75
all-images-CVIU11-pattern37-target118 14 160 187 1936 155 64
all-images-CVIU11-pattern37-target119 14 384 396 4190 418 154
all-images-CVIU11-pattern37-target12 14 205 197 2404 208 73
all-images-CVIU11-pattern37-target120 14 225 230 2828 248 97
all-images-CVIU11-pattern37-target121 14 291 292 3461 376 149
all-images-CVIU11-pattern37-target122 14 140 139 1727 183 63
all-images-CVIU11-pattern37-target123 14 326 327 3639 300 141
all-images-CVIU11-pattern37-target124 14 191 179 2094 257 73
all-images-CVIU11-pattern37-target125 14 270 275 3009 326 108
all-images-CVIU11-pattern37-target126 14 29 30 413 34 36
all-images-CVIU11-pattern37-target127 14 38 35 520 33 52
all-images-CVIU11-pattern37-target128 14 241 243 2987 278 148
all-images-CVIU11-pattern37-target129 14 46 73 598 73 29
all-images-CVIU11-pattern37-target13 14 196 191 2419 200 75
all-images-CVIU11-pattern37-target130 14 47 48 557 73 37
all-images-CVIU11-pattern37-target131 14 91 94 1165 94 79
all-images-CVIU11-pattern37-target132 14 137 161 1513 133 80
all-images-CVIU11-pattern37-target133 14 112 110 1272 107 47
all-images-CVIU11-pattern37-target134 14 128 165 1613 159 58
all-images-CVIU11-pattern37-target135 14 147 111 1358 176 81
all-images-CVIU11-pattern37-target136 14 146 146 1604 130 55
all-images-CVIU11-pattern37-target137 14 46 46 611 51 33
all-images-CVIU11-pattern37-target138 14 413 423 4433 429 93
all-images-CVIU11-pattern37-target139 14 63 63 752 76 70
all-images-CVIU11-pattern37-target14 14 47 49 620 78 57
all-images-CVIU11-pattern37-target140 14 73 76 914 66 66
all-images-CVIU11-pattern37-target141 14 57 95 738 72 34
all-images-CVIU11-pattern37-target142 14 116 114 1506 116 56
all-images-CVIU11-pattern37-target143 14 89 92 1032 94 78
all-images-CVIU11-pattern37-target144 14 167 166 1867 239 97
all-images-CVIU11-pattern37-target145 14 67 69 789 100 35
all-images-CVIU11-pattern37-target146 14 267 286 3086 278 99
all-images-CVIU11-pattern37-target15 14 21 21 429 24 49
all-images-CVIU11-pattern37-target16 14 67 70 867 79 35
all-images-CVIU11-pattern37-target17 14 284 322 2909 247 79
all-images-CVIU11-pattern37-target18 14 227 227 2787 251 107
all-images-CVIU11-pattern37-target19 14 443 421 4978 467 139
all-images-CVIU11-pattern37-target2 14 164 195 2042 193 57
all-images-CVIU11-pattern37-target20 14 294 299 3310 359 131
all-images-CVIU11-pattern37-target21 14 208 190 2343 237 78
all-images-CVIU11-pattern37-target22 14 115 146 1323 117 48
all-images-CVIU11-pattern37-target23 14 253 251 2760 287 139
all-images-CVIU11-pattern37-target24 14 34 35 440 35 29
all-images-CVIU11-pattern37-target25 14 116 138 1295 107 87
all-images-CVIU11-pattern37-target26 14 68 60 802 72 34
all-images-CVIU11-pattern37-target27 14 175 184 1960 196 73
all-images-CVIU11-pattern37-target28 14 43 43 557 69 31
all-images-CVIU11-pattern37-target29 14 410 412 4452 459 132
all-images-CVIU11-pattern37-target3 14 295 308 3061 311 77
all-images-CVIU11-pattern37-target30 14 321 308 3523 460 109
all-images-CVIU11-pattern37-target31 14 231 248 2587 259 79
all-images-CVIU11-pattern37-target32 14 468 483 5064 535 119
all-images-CVIU11-pattern37-target33 14 446 429 4701 463 173
all-images-CVIU11-pattern37-target34 14 186 180 2175 193 87
all-images-CVIU11-pattern37-target35 14 388 409 4563 427 94
all-images-CVIU11-pattern37-target36 14 121 135 1579 201 92
all-images-CVIU11-pattern37-target37 14 381 355 4244 389 109
all-images-CVIU11-pattern37-target38 14 335 332 3933 337 109
all-images-CVIU11-pattern37-target39 14 145 132 1690 147 95
all-images-CVIU11-pattern37-target4 14 234 228 2541 257 76
all-images-CVIU11-pattern37-target40 14 210 185 2231 194 85
all-images-CVIU11-pattern37-target41 14 178 206 2058 260 84
all-images-CVIU11-pattern37-target42 14 210 252 2310 222 82
all-images-CVIU11-pattern37-target43 14 317 331 3560 433 100
all-images-CVIU11-pattern37-target44 14 430 448 5051 435 124
all-images-CVIU11-pattern37-target45 14 412 428 4580 414 132
all-images-CVIU11-pattern37-target46 14 202 228 2240 225 113
all-images-CVIU11-pattern37-target47 14 353 347 3647 327 84
all-images-CVIU11-pattern37-target48 14 107 143 1340 116 62
all-images-CVIU11-pattern37-target49 14 253 198 2182 203 104
all-images-CVIU11-pattern37-target5 14 344 352 3940 344 91
all-images-CVIU11-pattern37-target50 14 390 373 4077 411 143
all-images-CVIU11-pattern37-target51 14 174 146 1794 147 62
all-images-CVIU11-pattern37-target52 14 157 161 1794 214 112
all-images-CVIU11-pattern37-target53 14 102 142 1168 131 56
all-images-CVIU11-pattern37-target54 14 107 108 1247 122 58
all-images-CVIU11-pattern37-target55 14 123 116 1148 119 42
all-images-CVIU11-pattern37-target56 14 72 111 959 105 49
all-images-CVIU11-pattern37-target57 14 477 493 5055 488 130
all-images-CVIU11-pattern37-target58 14 75 77 956 81 47
all-images-CVIU11-pattern37-target59 14 291 313 3454 304 137
all-images-CVIU11-pattern37-target6 14 321 375 3536 391 159
all-images-CVIU11-pattern37-target60 14 153 180 1959 156 106
all-images-CVIU11-pattern37-target61 14 280 276 3517 289 90
all-images-CVIU11-pattern37-target62 14 364 356 3755 387 92
all-images-CVIU11-pattern37-target63 14 238 253 2867 380 75
all-images-CVIU11-pattern37-target64 14 165 166 2073 213 91
all-images-CVIU11-pattern37-target65 14 147 185 1891 153 56
all-images-CVIU11-pattern37-target66 14 103 102 1216 119 71
all-images-CVIU11-pattern37-target67 14 397 339 3941 365 124
all-images-CVIU11-pattern37-target68 14 433 454 4497 427 145
all-images-CVIU11-pattern37-target69 14 424 418 5085 417 141
all-images-CVIU11-pattern37-target7 14 315 300 3324 351 129
all-images-CVIU11-pattern37-target70 14 377 377 3969 366 151
all-images-CVIU11-pattern37-target71 14 275 274 3282 320 92
all-images-CVIU11-pattern37-target72 14 260 281 2779 299 150
all-images-CVIU11-pattern37-target73 14 378 364 4048 361 97
all-images-CVIU11-pattern37-target74 14 458 496 4357 453 91
all-images-CVIU11-pattern37-target75 14 419 401 4452 421 103
all-images-CVIU11-pattern37-target76 14 420 407 4824 478 145
all-images-CVIU11-pattern37-target77 14 412 420 4710 423 128
all-images-CVIU11-pattern37-target78 14 410 416 4371 399 148
all-images-CVIU11-pattern37-target79 14 85 75 933 82 41
all-images-CVIU11-pattern37-target8 14 151 152 1949 162 121
all-images-CVIU11-pattern37-target80 14 126 108 1283 98 83
all-images-CVIU11-pattern37-target81 14 175 199 1926 252 78
all-images-CVIU11-pattern37-target82 14 244 244 2483 285 76
all-images-CVIU11-pattern37-target83 14 240 234 2897 326 116
all-images-CVIU11-pattern37-target84 14 30 35 273 20 38
all-images-CVIU11-pattern37-target85 14 309 296 3272 359 77
all-images-CVIU11-pattern37-target86 14 185 197 2098 217 88
all-images-CVIU11-pattern37-target87 14 189 190 1967 197 88
all-images-CVIU11-pattern37-target88 14 283 282 3003 331 135
all-images-CVIU11-pattern37-target89 14 134 105 1300 117 97
all-images-CVIU11-pattern37-target9 14 160 163 1893 168 87
all-images-CVIU11-pattern37-target90 14 63 60 837 101 57
all-images-CVIU11-pattern37-target91 14 30 47 386 32 26
all-images-CVIU11-pattern37-target92 14 393 399 4421 520 143
all-images-CVIU11-pattern37-target93 14 193 215 2399 202 74
all-images-CVIU11-pattern37-target94 14 274 290 3279 353 162
all-images-CVIU11-pattern37-target95 14 67 65 547 74 52
all-images-CVIU11-pattern37-target96 14 120 139 1397 129 55
all-images-CVIU11-pattern37-target97 14 118 124 1382 123 56
all-images-CVIU11-pattern37-target98 14 55 56 714 98 60
all-images-CVIU11-pattern37-target99 14 258 258 2864 372 87
all-images-CVIU11-pattern38-target1 14 269 269 3267 365 86
all-images-CVIU11-pattern38-target10 14 181 182 2323 285 103
all-images-CVIU11-pattern38-target100 14 48 49 723 61 31
all-images-CVIU11-pattern38-target101 14 59 39 701 38 30
all-images-CVIU11-pattern38-target102 14 103 106 1369 103 51
all-images-CVIU11-pattern38-target103 14 114 122 1579 139 60
all-images-CVIU11-pattern38-target104 14 232 260 3121 275 103
all-images-CVIU11-pattern38-target105 14 298 308 3139 272 95
all-images-CVIU11-pattern38-target106 14 192 194 2414 195 70
all-images-CVIU11-pattern38-target107 14 139 168 1872 139 67
all-images-CVIU11-pattern38-target108 14 409 400 5419 410 144
all-images-CVIU11-pattern38-target109 14 242 253 3376 328 101
all-images-CVIU11-pattern38-target11 14 85 128 1131 94 48
all-images-CVIU11-pattern38-target110 14 105 106 1382 178 45
all-images-CVIU11-pattern38-target111 14 114 118 1365 111 63
all-images-CVIU11-pattern38-target112 14 89 92 1311 96 55
all-images-CVIU11-pattern38-target113 14 120 114 1604 122 68
all-images-CVIU11-pattern38-target114 14 64 66 988 71 43
all-images-CVIU11-pattern38-target115 14 196 193 2394 188 68
all-images-CVIU11-pattern38-target116 14 398 397 5585 436 99
all-images-CVIU11-pattern38-target117 14 227 228 3060 247 72
all-images-CVIU11-pattern38-target118 14 161 182 2301 178 100
all-images-CVIU11-pattern38-target119 14 402 417 5047 494 111
all-images-CVIU11-pattern38-target12 14 214 211 2886 233 101
all-images-CVIU11-pattern38-target120 14 243 240 3292 299 106
all-images-CVIU11-pattern38-target121 14 299 299 4058 450 107
all-images-CVIU11-pattern38-target122 14 154 182 2169 194 77
all-images-CVIU11-pattern38-target123 14 303 305 4298 311 119
all-images-CVIU11-pattern38-target124 14 235 199 2501 279 82
all-images-CVIU11-pattern38-target125 14 292 299 3563 312 98
all-images-CVIU11-pattern38-target126 14 32 55 470 54 28
all-images-CVIU11-pattern38-target127 14 42 40 569 47 42
all-images-CVIU11-pattern38-target128 14 249 250 3577 312 134
all-images-CVIU11-pattern38-target129 14 80 81 741 77 59
all-images-CVIU11-pattern38-target13 14 205 207 2829 213 86
all-images-CVIU11-pattern38-target130 14 59 52 680 80 30
all-images-CVIU11-pattern38-target131 14 101 104 1419 135 89
all-images-CVIU11-pattern38-target132 14 138 139 1762 140 70
all-images-CVIU11-pattern38-target133 14 117 149 1502 112 52
all-images-CVIU11-pattern38-target134 14 136 148 1955 146 116
all-images-CVIU11-pattern38-target135 14 129 119 1614 166 49
all-images-CVIU11-pattern38-target136 14 165 132 1848 169 71
all-images-CVIU11-pattern38-target137 14 54 86 777 82 31
all-images-CVIU11-pattern38-target138 14 427 437 5321 431 122
all-images-CVIU11-pattern38-target139 14 66 66 887 112 77
all-images-CVIU11-pattern38-target14 14 51 54 1032 83 32
all-images-CVIU11-pattern38-target140 14 78 79 1078 78 58
all-images-CVIU11-pattern38-target141 14 63 102 897 102 43
all-images-CVIU11-pattern38-target142 14 122 168 1700 129 108
all-images-CVIU11-pattern38-target143 14 144 96 1226 94 73
all-images-CVIU11-pattern38-target144 14 171 179 2217 264 69
all-images-CVIU11-pattern38-target145 14 72 69 989 68 42
all-images-CVIU11-pattern38-target146 14 283 277 3641 284 87
