instance "si-noninduced-gss-20201105" "si-noninduced-pathlad-20201105" "si-noninduced-vf2-20201105" "si-noninduced-ri-20201105" "si-noninduced-minion-preprocess-gac-20201105" "si-noninduced-hybrid-preprocess-gac-comm-checker-20201105" "si-noninduced-hybrid-preprocess-gac-comm-test-20201105" "si-noninduced-hybrid-preprocess-gac-comm-propagate-20201105" "si-noninduced-hybrid-preprocess-gac-comm-rollback-20201105" "si-noninduced-hybrid-preprocess-gac-comm-randomrollback-20201105" "si-moreoddthaneven-minion-preprocess-gac-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-checker-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-test-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-propagate-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-rollback-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-randomrollback-20201105" "si-lessthreeodd-minion-preprocess-gac-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-checker-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-test-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-propagate-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-rollback-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-randomrollback-20201105" "si-parity-minion-preprocess-gac-20201105" "si-parity-hybrid-preprocess-gac-comm-checker-20201105" "si-parity-hybrid-preprocess-gac-comm-test-20201105" "si-parity-hybrid-preprocess-gac-comm-propagate-20201105" "si-parity-hybrid-preprocess-gac-comm-rollback-20201105" "si-parity-hybrid-preprocess-gac-comm-randomrollback-20201105"
all-meshes-CVIU11-pattern3-target501 1.59412 4.47937 1000.01 1000.02 NaN 22.816 23.4895 23.3196 23.3071 23.5867 NaN 24.0867 24.6531 24.6803 24.4265 24.893 NaN 23.5216 23.7814 24.0938 24.1857 23.8402 NaN 22.7678 23.9024 22.9429 23.443 23.1265
all-meshes-CVIU11-pattern3-target502 0.332149 0.94348 1000.01 1000.02 NaN 9.68143 9.81114 10.3333 9.80628 9.8372 NaN 10.8527 11.0121 11.0546 11.2725 11.0864 NaN 10.3172 10.4701 10.4488 10.7122 10.4023 NaN 9.83929 10.0401 9.94463 9.94162 9.95273
all-meshes-CVIU11-pattern3-target503 0.272666 0.276779 1000.01 1000.02 NaN 9.5492 9.80837 9.58073 9.432 9.57818 NaN 10.6344 10.4086 10.5987 10.3987 10.298 NaN 9.87282 10.0528 9.83574 10.0161 9.92699 NaN 9.25305 9.22407 9.64623 9.42171 9.45135
all-meshes-CVIU11-pattern3-target504 0.0113549 0.062433 1000.01 0.922372 NaN 9.06172 9.12207 9.12213 9.13092 9.12096 NaN 10.2588 10.1176 10.2417 9.88945 10.0144 NaN 9.48856 9.52018 9.68458 9.77096 9.91836 NaN 9.32098 9.19423 9.25872 9.45943 9.11176
all-meshes-CVIU11-pattern3-target505 1.26773 0.184832 0.143498 1000.02 193.475 26.1392 26.1123 26.4164 26.5308 26.3405 199.625 27.9799 28.3954 28.091 28.1077 27.4328 196.068 27.143 27.2784 26.6849 26.9912 27.2224 64.5426 26.3441 25.8789 26.1194 26.3444 26.4099
all-meshes-CVIU11-pattern3-target506 0.0296541 0.00860406 1000 1000.02 NaN 3.27318 3.26077 3.18577 3.21819 3.34884 NaN 3.59213 3.5905 3.69487 3.54418 3.60258 NaN 3.52559 3.40252 3.43115 3.42962 3.41831 NaN 3.41767 3.3661 3.40758 3.32273 3.37337
all-meshes-CVIU11-pattern3-target507 0.767655 0.27203 1000 1000.03 NaN 5.07643 19.2521 31.1948 5.16419 7.72807 NaN 5.56391 20.9283 35.6987 5.73606 8.55963 NaN NaN 6.09967 6.16845 NaN 96.1833 NaN NaN 5.07565 4.8947 79.4546 9.08244
all-meshes-CVIU11-pattern3-target508 0.753278 0.7204 1000.01 1000.02 10.0653 10.6771 15.7386 19.7459 11.0533 13.0241 11.3322 11.7696 17.0668 23.9436 12.3419 14.5703 NaN NaN 11.1685 11.201 NaN 62.8345 NaN NaN 10.2883 10.1115 NaN 14.0687
all-meshes-CVIU11-pattern3-target509 0.187119 0.402453 1000.01 1000.02 NaN 6.92666 7.0763 7.13295 6.98811 7.02452 NaN 7.79556 7.8468 8.03497 7.75108 8.04725 NaN 7.45714 7.42852 7.43302 7.41866 7.40705 NaN 7.0145 7.2173 7.00078 7.14585 7.01732
all-meshes-CVIU11-pattern3-target51 0.0102423 0.0404712 1000.01 1000.02 NaN 7.89331 8.0215 7.97429 8.16295 8.01015 NaN 9.10932 8.81976 9.06462 9.1448 9.07515 NaN 8.52051 8.6552 8.57905 8.53542 8.55911 NaN 8.228 8.01238 8.3657 7.98758 8.18327
all-meshes-CVIU11-pattern3-target510 1.05671 0.172107 0.240056 0.282901 102.954 34.7168 34.911 34.4299 34.4546 35.467 108.31 36.477 36.8829 36.1987 36.9155 37.502 105.229 35.8172 35.611 35.7142 35.7441 35.7978 87.1232 35.3378 34.5889 34.5464 35.1373 35.8246
all-meshes-CVIU11-pattern3-target511 0.937435 0.137377 0.165878 1000.02 465.086 22.5361 22.4682 22.5239 22.4425 22.3649 491.267 23.9748 24.2937 23.7512 24.5095 24.3925 473.674 23.2805 23.4204 23.3647 22.8852 23.2447 153.53 22.5508 22.3794 22.7698 22.3993 22.6837
all-meshes-CVIU11-pattern3-target512 1000.09 4.18195 1000.01 1000.02 NaN NaN 15.1704 14.9173 NaN 15.694 NaN NaN 15.8376 15.879 NaN 16.01 NaN NaN 4.74692 4.78155 NaN 5.9753 NaN NaN 4.56833 4.51248 NaN 4.88734
all-meshes-CVIU11-pattern3-target513 0.00979657 0.0158635 9.76011 0.0316004 55.3369 6.91064 6.91216 6.85091 7.03545 6.95065 61.1889 7.93772 7.93751 7.90982 8.14075 8.10141 56.7469 7.47046 7.44498 7.39624 7.61058 7.52128 27.7654 7.34258 7.16906 6.99048 7.26889 7.26587
all-meshes-CVIU11-pattern3-target514 0.0301205 0.00855002 0.0112165 1000.02 13.2152 5.71784 5.6257 5.87338 5.8676 5.79676 13.235 6.56054 6.50809 6.57376 6.4532 6.56837 13.3319 6.05567 5.9935 6.07444 6.08249 6.44502 7.82785 5.79739 5.87325 5.93494 5.68772 6.00779
all-meshes-CVIU11-pattern3-target515 0.0419777 0.0249358 1000.01 0.0302088 NaN 6.84459 6.80669 6.93949 6.81326 6.714 NaN 7.71353 7.60344 7.59989 7.51641 7.61788 NaN 7.18219 7.3378 7.36162 7.28025 7.26049 268.974 6.80959 6.84505 6.88289 7.01324 6.75645
all-meshes-CVIU11-pattern3-target517 0.0366033 0.163211 0.217146 0.331558 130.201 33.2983 33.3059 33.5449 33.401 33.9501 131.133 35.7906 35.5628 36.0538 35.9365 35.8298 130.172 34.4911 34.7085 34.5994 34.8474 34.1236 97.9431 33.1564 33.9192 33.3945 33.3866 33.4392
all-meshes-CVIU11-pattern3-target518 2.27809 NaN 1000.01 1000.02 NaN 17.9416 485.376 NaN 19.5737 31.4609 NaN NaN 491.144 NaN 689.027 216.44 NaN NaN 947.532 NaN NaN NaN NaN NaN 15.2941 15.2704 954.134 38.8416
all-meshes-CVIU11-pattern3-target519 0.0260429 0.00879518 1000 1000.02 NaN 3.30442 3.37427 3.33749 3.30233 3.4071 NaN 3.77621 3.71819 3.75972 3.827 3.77608 NaN 3.55943 3.49428 3.50353 3.51638 3.58365 4.31335 3.44559 3.67983 3.55189 3.53691 3.44864
all-meshes-CVIU11-pattern3-target52 0.0932245 0.0227928 1000.01 1000.02 NaN 5.32047 5.23898 5.29911 5.21152 5.23142 NaN 6.14186 5.9649 5.93601 6.02181 5.99955 NaN 5.55482 5.57245 5.51176 5.47302 5.44162 NaN 5.30563 5.24361 5.16833 5.20156 5.24899
all-meshes-CVIU11-pattern3-target520 2.5526 20.2869 1000.01 1000.02 NaN 28.404 395.522 292.901 29.4384 28.2091 NaN NaN 409.286 347.194 NaN NaN NaN NaN 54.2272 59.2655 NaN NaN NaN NaN 35.5883 39.509 NaN NaN
all-meshes-CVIU11-pattern3-target521 0.148837 0.0281497 1000.01 1000.02 NaN 7.05751 7.15039 7.0857 7.11147 7.24071 NaN 8.02983 7.99152 7.91851 7.87692 8.08115 NaN 7.45152 7.46546 7.41749 7.53937 7.6611 NaN 7.36306 7.06132 7.26398 7.21367 7.1402
all-meshes-CVIU11-pattern3-target522 3.15669 0.282386 1000.01 1000.02 NaN 17.3377 39.9594 40.4656 21.5405 44.1377 NaN 18.4609 42.1376 44.2348 22.1312 46.8161 NaN 18.1972 14.4647 14.9248 21.4062 20.6436 NaN 17.53 12.6291 12.5858 20.8157 14.0561
all-meshes-CVIU11-pattern3-target523 0.043111 0.0164782 1000 1.31632 NaN 4.06482 3.95877 4.13479 4.19292 4.00442 NaN 4.5413 4.65572 4.60924 4.70147 4.70865 NaN 4.30662 4.31484 4.45383 4.41668 4.40655 NaN 4.1042 4.10092 4.24099 4.2278 4.13308
all-meshes-CVIU11-pattern3-target524 0.0404975 0.0102635 0.0197068 1000.02 39.655 6.14975 6.01792 6.07046 6.15908 6.07837 40.3969 6.83892 6.88834 6.99915 6.88574 6.74053 38.2788 6.62758 6.41863 6.47644 6.60668 6.51526 15.8992 6.19202 6.19692 6.27157 6.0844 6.24309
all-meshes-CVIU11-pattern3-target525 0.909516 2.41465 1000.01 1000.02 NaN 17.5673 19.2878 19.2736 17.9133 17.9689 NaN 19.0166 21.311 21.5731 19.3129 19.2729 NaN 18.663 20.4519 20.4458 19.0182 18.6462 NaN 18.3524 19.3653 19.2105 18.5305 18.4752
all-meshes-CVIU11-pattern3-target526 0.146621 0.291984 1000.01 1000.02 NaN 6.30206 6.49254 6.5184 6.34054 6.25329 NaN 6.95149 7.63869 7.37212 7.17341 7.35657 NaN 6.60045 6.92404 6.80529 6.8703 6.77958 NaN 6.51617 6.58358 6.55554 6.43826 6.50339
all-meshes-CVIU11-pattern3-target527 0.0087823 0.0144555 1000 0.0315035 NaN 6.38047 6.33119 6.47272 6.58097 6.2932 NaN 7.37712 7.27857 7.32371 7.28963 7.58777 NaN 7.02703 6.94759 7.01946 7.03712 6.94766 NaN 6.56623 6.49831 6.5448 6.6079 6.52791
all-meshes-CVIU11-pattern3-target528 1000.06 NaN 1000.02 1000.02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 36.3883 36.2994 NaN 109.729 NaN NaN 33.6922 34.3509 NaN 39.851
all-meshes-CVIU11-pattern3-target529 0.112594 0.0525899 1000.01 1000.02 NaN 4.41196 4.4414 4.45926 4.51087 4.5422 NaN 5.25948 5.15986 5.03541 5.24792 4.97423 NaN 4.69127 4.78007 4.80999 4.76865 4.97521 NaN 4.68193 4.67196 4.70329 4.79147 4.6845
all-meshes-CVIU11-pattern3-target53 0.193509 0.0407166 1000.01 1000.02 NaN 7.58933 7.88705 7.77825 7.54718 7.77264 NaN 8.55406 8.5157 8.45375 8.97393 8.53242 NaN 8.14089 8.11975 8.17768 8.15385 8.06477 NaN 7.7793 7.67882 7.71821 7.9133 7.67983
all-meshes-CVIU11-pattern3-target530 0.00730732 0.010792 1000 1000.02 NaN 3.80855 3.89216 3.73446 3.91387 3.93286 NaN 4.39635 4.41084 4.45964 4.43001 4.51698 NaN 4.2535 4.21763 4.15622 4.15861 4.29245 NaN 3.9019 3.99458 3.889 4.1653 3.95893
all-meshes-CVIU11-pattern3-target54 0.200239 0.0409061 1000.01 1000.02 NaN 7.81342 7.88819 7.95313 8.01912 7.86082 NaN 9.01129 8.83535 8.82791 8.90236 8.91436 NaN 8.41643 8.45852 8.52993 8.62549 8.48421 NaN 7.98971 7.95671 8.06214 8.0369 8.13287
all-meshes-CVIU11-pattern3-target55 0.748175 2.36596 1000.01 1000.02 NaN 15.3042 15.9193 15.9116 16.5038 15.5019 NaN 16.2173 16.7434 17.2337 16.6408 16.543 NaN 15.8149 16.7837 17.0908 16.3792 16.3856 NaN 15.4712 15.9802 15.9113 15.5217 15.6096
all-meshes-CVIU11-pattern3-target56 0.551342 0.352472 1000.01 1000.02 NaN 8.38641 56.1073 12.4335 10.3212 7.02105 NaN 8.96935 59.9116 14.3371 10.4193 8.27348 NaN NaN 6.72223 6.87841 NaN 93.4279 NaN NaN 5.51738 5.48976 22.1278 6.40392
all-meshes-CVIU11-pattern3-target57 57.2105 9.77767 1000.01 1000.02 NaN 111.805 NaN NaN 161.284 88.2024 NaN 112.016 NaN NaN 163.553 94.7082 NaN NaN 23.7479 23.147 NaN 61.338 NaN NaN 22.0189 22.2294 546.03 29.2715
all-meshes-CVIU11-pattern3-target58 0.0490591 0.0454683 1000 1000.02 NaN 3.68898 3.70863 3.60829 3.79176 3.80631 NaN 4.19684 4.39817 4.25455 4.13129 4.12527 NaN 3.85032 3.92374 3.83984 3.87458 3.86518 NaN 3.87898 3.77445 3.70812 3.88852 3.95991
all-meshes-CVIU11-pattern3-target59 0.0446111 0.0109198 0.0139886 1000.02 31.23 6.21399 6.26138 6.09321 6.17056 6.11712 31.8586 7.10409 6.85846 6.90342 6.96315 6.92932 31.39 6.66519 6.52885 6.78989 6.53949 6.60837 12.4609 6.2105 6.29848 6.18059 6.44436 6.17824
all-meshes-CVIU11-pattern3-target6 0.430142 0.713048 1000.01 1000.02 NaN 11.9206 12.1403 12.1056 12.1094 12.2079 NaN 12.8152 12.8767 13.0541 13.0022 13.1665 NaN 12.4974 12.6976 12.6731 12.5844 12.6535 NaN 11.963 12.1491 12.2278 12.0131 12.1234
all-meshes-CVIU11-pattern3-target60 0.136076 0.200571 1000.01 1000.02 NaN 6.47939 6.49511 6.46786 6.58373 6.63668 NaN 7.31089 7.30302 7.25591 7.34642 7.25988 NaN 6.87537 6.99064 6.95209 6.94302 7.00795 NaN 6.63539 6.58295 6.58626 6.60801 6.54252
all-meshes-CVIU11-pattern3-target61 0.135623 0.260839 1000.01 1000.02 NaN 6.34091 6.41085 6.34659 6.59552 6.37065 NaN 7.11459 7.2106 7.15214 7.04035 7.16272 NaN 6.62443 6.7202 6.77098 6.64281 6.7016 NaN 6.22869 6.5679 6.4377 6.28962 6.39342
all-meshes-CVIU11-pattern3-target62 0.0567977 0.0103606 0.014193 1000.02 40.2394 6.23893 6.10376 6.24265 6.23687 6.34185 41.2074 7.06689 7.03836 7.0357 7.17632 7.15172 41.9678 6.60503 6.58184 6.63336 6.49078 6.51499 15.413 6.37237 6.34268 6.37378 6.31861 6.45339
all-meshes-CVIU11-pattern3-target63 0.0437264 0.0114758 0.0143551 1000.02 39.3799 6.26164 6.24159 6.21978 6.24219 6.26339 39.6392 7.0576 7.07746 7.23017 7.17356 7.22412 40.0657 6.78587 6.70558 6.7815 6.83807 6.84595 13.9165 6.51213 6.49636 6.44768 6.51646 6.47503
all-meshes-CVIU11-pattern3-target64 0.155076 0.268728 1000.01 1000.02 NaN 6.05462 6.24427 6.34162 6.15839 6.28732 NaN 6.73576 7.07685 6.95986 6.98919 6.90188 NaN 6.35678 6.60665 6.58819 6.47051 6.55213 NaN 6.19248 6.33261 6.38061 6.12332 6.21555
all-meshes-CVIU11-pattern3-target65 3.21245 0.4979 1000.03 17.9976 NaN 34.2565 34.3078 34.1094 34.6946 34.5012 NaN 36.8512 36.4213 36.4038 36.5202 36.8468 NaN 35.1985 35.4022 35.8816 35.6956 35.8035 NaN 34.7255 34.3607 34.6929 35.2231 35.1151
all-meshes-CVIU11-pattern3-target66 0.323364 0.0655231 0.0980328 0.14929 64.2873 19.165 19.2722 19.1373 18.9181 18.9685 66.8725 20.4961 21.1273 20.474 20.8346 21.0128 65.2073 19.7549 19.6798 20.0677 20.2263 20.07 50.8205 19.167 18.9218 19.2908 19.2309 19.174
all-meshes-CVIU11-pattern3-target67 0.0324061 0.0221014 1000.01 0.323737 NaN 3.27529 3.31478 3.31204 3.25906 3.2618 NaN 3.66705 3.75716 3.65321 3.65575 3.73444 NaN 3.4238 3.56586 3.52055 3.62959 3.60832 NaN 3.32962 3.33265 3.3326 3.35744 3.32645
all-meshes-CVIU11-pattern3-target68 2.27556 6.68498 1000.02 1000.02 NaN 28.786 29.5635 29.7598 29.2181 29.2218 NaN 30.3068 30.8027 31.6173 31.1918 31.159 NaN 29.6728 30.5745 30.6173 30.2365 30.6093 NaN 28.4566 29.4083 29.6339 29.343 29.1919
all-meshes-CVIU11-pattern3-target69 0.0343173 0.00756908 0.00939327 1000.02 14.2362 5.1118 4.9353 5.15706 4.95761 5.08435 14.8402 5.66306 5.62673 5.88404 5.73987 5.75097 14.6601 5.46081 5.42597 5.21511 5.24434 5.29819 7.14871 5.28399 5.17091 5.36365 5.22878 5.19482
all-meshes-CVIU11-pattern3-target7 0.0164045 0.00524812 0.00737286 1000.02 11.1468 4.18538 4.09482 4.04501 4.18685 4.1532 13.1678 4.6225 4.71485 4.84973 4.98469 4.88356 11.949 4.41177 4.59007 4.46491 4.50094 4.51264 7.29431 4.13062 4.25965 4.27902 4.32554 4.21775
all-meshes-CVIU11-pattern3-target70 2.0674 1.65158 1000.02 19.9256 NaN 28.4475 38.2185 29.8311 29.225 31.3797 NaN 30.817 41.4496 31.2611 31.24 33.7971 NaN 29.6433 29.7806 29.6506 30.4289 30.4508 NaN 28.6486 28.6476 29.0113 29.1112 29.4055
all-meshes-CVIU11-pattern3-target72 0.337176 0.90297 1000.01 1000.02 NaN 9.62365 9.82752 9.99588 9.70815 9.79902 NaN 10.5872 11.2025 11.166 10.8796 10.995 NaN 10.0987 10.4327 10.5943 10.2249 10.3048 NaN 9.57561 9.86128 9.93516 9.63363 9.80452
all-meshes-CVIU11-pattern3-target73 0.212629 0.47586 1000.01 1000.02 NaN 7.3037 7.76573 7.61397 7.52673 7.53001 NaN 8.49808 8.64514 8.43294 8.57388 8.59126 NaN 7.88341 8.1575 8.09582 8.05447 8.0992 NaN 7.43215 7.83056 7.69647 7.79064 7.65266
all-meshes-CVIU11-pattern3-target74 0.519175 0.473712 1000.01 1000.02 NaN 12.9148 13.1039 13.0612 13.0315 13.3454 NaN 14.1523 14.1515 14.4485 14.1431 14.2539 NaN 13.6618 13.8175 14.3068 14.04 13.8803 NaN 12.979 13.4569 13.5341 13.2194 13.3011
all-meshes-CVIU11-pattern3-target76 1.42328 0.242657 1000.02 1000.02 NaN 23.7169 23.6666 23.5945 23.6246 23.5099 NaN 25.2143 25.6902 26.0502 25.5856 25.8865 NaN 24.4329 24.1525 24.2197 24.7317 24.2833 NaN 23.5185 23.5063 23.5588 23.5994 23.4893
all-meshes-CVIU11-pattern3-target77 0.420751 0.354238 1000.01 1000.02 NaN 12.1499 12.1859 12.1497 12.0231 12.3394 NaN 13.1764 13.3086 13.2701 13.3773 13.1449 NaN 12.5507 12.5469 12.6693 12.8133 12.8122 NaN 12.1491 12.1341 12.2082 12.265 12.3095
all-meshes-CVIU11-pattern3-target78 0.188993 0.404054 1000.01 1000.02 NaN 7.06111 7.44897 7.19973 6.9378 7.09766 NaN 8.06996 8.2238 8.14088 8.05429 8.28896 NaN 7.62927 7.83107 7.88488 7.55105 7.67477 NaN 7.01972 7.29839 7.3606 7.12987 7.09293
all-meshes-CVIU11-pattern3-target79 1.98552 4.17501 1000.02 1000.02 NaN 27.75 29.4916 29.2667 28.3053 28.8398 NaN 29.9639 31.651 31.2123 30.3337 30.6773 NaN 28.6755 30.8452 30.8335 29.3728 30.2743 NaN 27.7342 29.231 29.1636 28.2589 28.845
all-meshes-CVIU11-pattern3-target8 0.0800008 0.0984922 1000.01 1000.02 NaN 4.466 4.36222 4.41835 4.3064 4.26829 NaN 5.01794 4.95751 4.8572 4.81381 5.0507 NaN 4.66932 4.74117 4.6766 4.58745 4.71874 NaN 4.50264 4.36617 4.55652 4.64661 4.56724
all-meshes-CVIU11-pattern3-target80 0.597308 0.397843 1000.01 22.2141 NaN 17.1849 17.3743 17.6031 17.6154 17.4894 NaN 18.9197 19.129 19.1063 19.0201 19.2241 NaN 17.924 18.5322 18.3608 18.3765 18.2565 NaN 17.4485 17.3643 17.775 17.6435 17.7805
all-meshes-CVIU11-pattern3-target81 1000.14 NaN 1000.01 1000.02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 6.49454 6.37177 6.94303 8.3248 NaN NaN 6.23552 6.15903 6.30829 6.39768
all-meshes-CVIU11-pattern3-target82 0.308919 0.440176 1000.01 1000.02 NaN 8.90573 9.05094 9.1996 9.2238 9.23265 NaN 9.91582 10.2004 10.3058 10.2898 10.3664 NaN 9.78025 10.0548 9.70524 9.87967 9.71598 NaN 9.17785 9.16713 9.28496 9.33831 9.2003
all-meshes-CVIU11-pattern3-target83 10.6261 NaN 1000.01 1000.02 NaN 139.714 NaN NaN 164.876 29.9945 NaN NaN NaN NaN 172.238 32.2808 NaN NaN 31.7249 32.3966 NaN 317.663 NaN NaN 28.9551 29.0439 NaN 76.7889
all-meshes-CVIU11-pattern3-target84 0.165808 0.0295271 0.0398603 0.277303 87.4559 10.6052 10.5057 10.574 10.547 10.4947 89.8757 11.754 11.6935 11.5768 11.6073 11.8427 90.1058 11.3104 11.1672 11.0047 11.0893 11.2091 30.816 10.638 10.647 10.6756 10.5699 10.5916
all-meshes-CVIU11-pattern3-target85 0.361047 0.0568234 0.0652666 1000.02 108.646 13.3404 13.0899 13.3653 13.1611 13.3788 109.393 14.7965 14.651 14.5471 14.416 14.4881 110.249 14.124 14.0725 14.2616 14.2555 13.9982 32.7614 13.5372 13.5141 13.5273 13.4883 13.3061
all-meshes-CVIU11-pattern3-target86 3.12144 0.61103 1000.04 2.85955 NaN 36.7646 36.8105 36.8414 36.8008 36.1128 NaN 38.3736 38.6394 38.8992 38.9917 38.3126 NaN 37.3703 37.5839 37.4911 37.485 37.0009 NaN 36.6413 36.388 36.1551 36.6501 36.8882
all-meshes-CVIU11-pattern3-target87 1.33791 0.268275 1000.01 0.265234 NaN 23.4497 23.8181 24.0013 24.0296 24.0339 NaN 25.8905 26.3666 25.5945 25.9056 25.6154 NaN 24.5999 25.2715 25.5639 25.1127 24.5675 NaN 23.6476 24.7393 24.0096 24.0992 24.6643
all-meshes-CVIU11-pattern3-target88 0.0218909 0.00671709 0.00891493 4.62783 10.8653 4.73411 4.57618 4.74898 4.69239 4.83992 12.2136 5.3264 5.23048 5.35092 5.43058 5.31906 11.4652 5.05232 5.01969 5.11392 4.99967 5.08991 7.33535 4.80867 4.89002 4.89765 4.84994 5.00772
all-meshes-CVIU11-pattern3-target89 0.51968 1.07126 1000.01 1000.02 NaN 12.5183 12.7741 12.3805 12.3683 12.4733 NaN 13.5339 13.7805 13.9301 13.8457 13.9443 NaN 13.2881 13.3109 13.228 13.346 13.1833 NaN 12.7547 12.7505 12.737 12.4976 12.6064
all-meshes-CVIU11-pattern3-target9 0.0281986 0.00708706 0.00978432 1000.02 24.6558 5.0495 5.04264 5.04291 5.13125 5.22877 24.4248 5.8386 5.74812 5.76636 5.82704 5.93075 24.9814 5.32999 5.49456 5.4014 5.52702 5.34461 9.81449 5.35423 5.09688 5.1287 5.1931 5.02243
all-meshes-CVIU11-pattern3-target90 1000.04 32.2321 1000.02 1000.02 NaN NaN 335.009 332.232 NaN 362.387 NaN NaN 332.788 332.486 NaN 375.155 NaN NaN 28.1703 28.1009 NaN 62.5504 NaN NaN 26.2489 26.3855 NaN 27.0959
all-meshes-CVIU11-pattern3-target91 0.149802 0.155451 1000.01 5.28062 NaN 6.79747 6.81052 7.0107 6.96707 7.17629 NaN 7.81596 7.81763 8.01546 7.85121 7.86354 NaN 7.37364 7.3195 7.35381 7.36934 7.53121 24.9404 6.91061 6.98914 6.97061 6.99869 6.97301
all-meshes-CVIU11-pattern3-target92 0.023008 0.00517864 0.00686768 0.0371411 5.10545 3.95707 3.81397 3.89565 3.80064 3.79943 5.72754 4.46247 4.3224 4.49536 4.41516 4.28819 5.75174 4.34329 4.08744 4.2641 4.23749 4.1439 4.61656 3.89462 4.06805 4.20917 3.91433 3.97555
all-meshes-CVIU11-pattern3-target93 1.38537 0.188734 0.220902 34.843 659.231 30.0063 30.1158 30.2282 30.4956 29.8815 658.417 32.2814 32.2581 32.4601 32.0244 32.0019 675.719 31.5435 31.3974 31.1558 30.9062 30.9411 246.65 30.3846 30.1265 30.2848 30.3807 30.1553
all-meshes-CVIU11-pattern3-target94 0.219988 0.0525934 0.0529436 3.44441 150.977 11.8979 12.1044 12.1696 12.3105 12.1513 158.376 13.431 13.5426 13.3888 13.3675 13.3924 153.068 12.7752 12.6179 12.6599 12.8325 12.8408 54.3786 12.4975 12.6072 12.5174 12.4117 12.6033
all-meshes-CVIU11-pattern3-target96 1000.06 37.4244 1000.01 1000.02 NaN NaN 251.607 250.438 NaN 290.439 NaN NaN 261.91 254.32 NaN 301.034 NaN NaN 8.40162 9.16986 NaN 47.1933 NaN NaN 7.22124 7.30956 NaN 8.74701
all-meshes-CVIU11-pattern3-target97 1.13247 1.81559 1000.01 1000.02 NaN 20.2699 20.4541 20.3512 20.5049 20.3721 NaN 21.9 21.9993 21.8336 22.2048 21.8331 NaN 20.9933 21.6602 21.6145 21.4064 21.2745 NaN 20.7642 20.856 20.5852 20.827 20.5385
all-meshes-CVIU11-pattern3-target98 0.0246562 0.168056 1000.01 0.737769 NaN 22.7511 22.7662 22.4403 22.3248 22.518 NaN 24.2665 24.6709 24.5501 24.1942 24.3572 NaN 23.6079 23.4834 23.5042 23.4083 23.9285 NaN 22.6154 22.9671 22.3757 22.5883 22.6478
all-meshes-CVIU11-pattern3-target99 264.673 NaN 1000.01 1000.02 NaN 519.038 NaN NaN 694.96 NaN NaN 526.379 NaN NaN 724.725 NaN NaN NaN 31.2258 31.4538 29.9024 77.0349 NaN NaN 29.3921 29.1066 29.173 47.1402
all-meshes-CVIU11-pattern4-target1 0.00784745 0.00997759 0.0147333 0.0335831 14.1884 4.61832 4.56196 4.59845 4.68966 4.64054 15.265 5.17027 4.94482 5.1802 5.15496 5.11221 14.49 4.84849 4.76935 4.82391 4.76007 4.84065 6.85221 4.92128 4.83026 4.83279 4.76955 4.89275
all-meshes-CVIU11-pattern4-target10 0.0131424 0.0125943 0.0168815 0.031676 14.4733 4.96903 4.94831 5.03342 5.034 5.06066 14.5017 5.29327 5.47798 5.43853 5.66825 5.4605 14.024 5.26995 5.13891 5.24665 5.24308 5.13801 10.0242 5.16128 5.21543 5.27636 5.19518 5.1396
all-meshes-CVIU11-pattern4-target100 0.030028 0.353057 0.211585 0.137969 170.743 17.5954 17.5558 17.4146 17.5108 17.615 170.676 18.496 18.1725 18.1542 18.3366 18.488 172.386 18.1024 18.134 18.2042 18.4134 18.0664 80.154 17.6668 17.6571 17.8343 17.7095 17.6676
all-meshes-CVIU11-pattern4-target102 0.390832 0.11762 0.106281 0.0757229 74.3551 11.3751 11.4146 11.5726 11.4553 11.4991 79.9454 12.2783 12.2236 12.2434 12.1592 12.4353 75.7403 11.984 11.7932 11.8359 11.8694 12.0408 37.2012 11.5319 11.4956 11.6259 11.5621 11.5618
all-meshes-CVIU11-pattern4-target103 0.0259305 0.175778 0.185501 0.0984214 201.109 15.8451 15.6502 15.627 15.6798 15.6788 205.437 16.3989 16.4198 16.3652 16.4471 16.4932 206.689 16.1015 16.3171 16.2065 16.0049 16.1753 70.0321 15.7293 15.7106 15.7877 15.8574 16.024
all-meshes-CVIU11-pattern4-target104 0.00698061 0.00338795 0.00466853 0.0240038 2.55476 2.29576 2.33294 2.32988 2.33079 2.40985 2.78704 2.61153 2.6163 2.67577 2.57819 2.5764 2.69257 2.50306 2.46514 2.54944 2.46115 2.46077 2.64277 2.48053 2.44218 2.37379 2.49387 2.49737
