instance "si-noninduced-gss-20201105" "si-noninduced-pathlad-20201105" "si-noninduced-vf2-20201105" "si-noninduced-ri-20201105" "si-noninduced-minion-preprocess-gac-20201105" "si-noninduced-hybrid-preprocess-gac-comm-checker-20201105" "si-noninduced-hybrid-preprocess-gac-comm-test-20201105" "si-noninduced-hybrid-preprocess-gac-comm-propagate-20201105" "si-noninduced-hybrid-preprocess-gac-comm-rollback-20201105" "si-noninduced-hybrid-preprocess-gac-comm-randomrollback-20201105" "si-moreoddthaneven-minion-preprocess-gac-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-checker-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-test-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-propagate-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-rollback-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-randomrollback-20201105" "si-lessthreeodd-minion-preprocess-gac-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-checker-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-test-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-propagate-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-rollback-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-randomrollback-20201105" "si-parity-minion-preprocess-gac-20201105" "si-parity-hybrid-preprocess-gac-comm-checker-20201105" "si-parity-hybrid-preprocess-gac-comm-test-20201105" "si-parity-hybrid-preprocess-gac-comm-propagate-20201105" "si-parity-hybrid-preprocess-gac-comm-rollback-20201105" "si-parity-hybrid-preprocess-gac-comm-randomrollback-20201105"
E.16 0.0998037 0.0182942 1000.01 1000.03 NaN 17.333 16.9053 17.0578 16.9334 17.3587 NaN 17.2871 17.5131 17.8808 17.7934 17.6594 NaN 16.8589 17.1583 17.0551 17.1239 17.0275 NaN 16.5611 17.1387 16.8408 16.8853 16.8877
B.12 0.102312 0.0706539 1000.01 0.0318255 294.294 10.1499 10.2473 10.4197 10.8067 10.5914 425.167 11.887 11.9611 12.1422 11.6703 11.9564 406.715 10.6573 10.6585 10.6902 10.4745 10.647 207.65 10.1572 10.2188 10.3579 10.067 9.88171
F.09 0.329011 0.428857 1000.01 0.0560016 NaN 17.5053 31.9924 31.6807 17.7067 17.868 NaN 18.3104 32.6771 32.6263 20.7996 22.1318 NaN 18.0505 29.0733 27.4942 20.479 21.397 NaN 17.2788 17.6058 17.3276 17.3477 17.4899
A.10 0.017886 0.00597691 12.7915 0.0256094 6.68006 3.50608 3.69909 3.64386 3.59452 3.52259 7.07252 3.98207 4.00892 4.01425 4.1214 4.16607 24.6055 3.97939 4.1679 3.91199 4.06368 3.74709 11.3813 3.86971 3.80533 3.74253 3.79031 3.71933
F.18 0.295078 0.110529 1000.01 0.0555521 NaN 19.8837 19.4977 19.4949 19.1955 19.8094 NaN 19.4778 20.1221 19.9215 20.1775 19.9193 NaN 18.7852 18.6104 18.8975 18.4066 18.8228 NaN 18.1613 18.2099 18.4208 18.2636 17.9155
E.10 0.281695 0.0333047 1000.01 0.0751492 NaN 17.3945 17.605 17.8182 17.6936 17.6445 NaN 17.4565 17.4645 17.5055 17.5857 17.4656 NaN 17.1583 17.4107 17.2841 17.2325 17.3573 NaN 16.9046 17.1598 17.0737 16.9228 17.1442
A.06 0.0253145 0.00935616 4.44334 0.0241838 7.66857 3.5809 3.59988 3.66771 3.46027 3.51134 19.0384 4.15664 4.2406 4.41646 4.23127 4.36388 18.4563 3.96463 3.81045 3.71598 4.0213 3.84312 10.0598 3.51718 3.67908 3.68604 3.62322 3.49137
E.15 0.201224 0.0212199 1000.01 1000.02 NaN 16.5731 16.5362 16.6713 16.4482 16.4947 NaN 17.4999 17.2842 17.2445 17.1294 16.9584 NaN 16.7191 16.9117 16.8335 16.7448 16.6458 NaN 16.563 16.6707 16.5873 16.9162 16.8359
E.07 0.048193 0.015669 1.93161 30.499 226.638 16.7836 16.8164 16.4976 16.5619 16.4988 227.851 17.0082 17.3669 17.3239 17.0082 17.4591 228.462 16.9004 17.0792 16.8786 16.891 16.5949 93.821 16.5439 16.5119 16.4676 16.3724 16.6279
E.11 0.125826 0.0149602 1000.01 82.275 NaN 15.6605 15.6315 15.7904 15.7622 15.3838 NaN 16.2486 16.3163 16.194 16.7687 16.5193 NaN 15.978 16.2941 16.0878 15.8253 16.2581 NaN 15.5724 15.3895 15.3696 15.4678 15.5936
B.03 0.104122 0.0333991 1000.01 0.0332007 259.016 10.4252 10.1837 10.556 10.3835 10.7622 274.18 12.1812 12.1108 12.2724 12.0481 12.0795 389.423 10.685 10.5876 10.7129 10.5881 10.555 195.908 9.9331 10.0455 10.8048 9.96679 9.93123
B.18 0.0996825 0.0394045 1000.01 0.0314178 95.9102 10.2061 10.4138 10.4994 10.1049 10.1333 96.6923 11.9316 11.7454 11.8732 11.8755 11.9051 762.117 10.8203 10.6675 10.8881 10.489 10.5633 300.508 10.0866 10.0196 9.94839 10.1017 9.95082
C.03 0.274645 0.0886713 1000.01 0.0381914 NaN 22.7026 22.9855 23.5203 23.7703 24.1294 NaN 25.047 24.2891 24.6073 25.3523 24.5522 NaN 23.9827 23.3358 23.8801 23.5333 23.3867 981.802 22.7703 22.8117 22.6056 22.7805 22.7776
A.18 0.0269559 0.00599354 2.0885 0.0256014 6.16063 3.35726 3.4051 3.52547 3.51413 3.50988 15.9553 3.99869 3.78656 3.81846 3.92676 4.04778 15.3712 3.61072 3.54976 3.62129 3.5747 3.66718 9.74995 3.5481 3.6476 3.53729 3.57968 3.6695
F.15 0.252582 0.0357662 1000.01 0.039128 NaN 17.0174 16.9656 16.9104 16.8231 17.0397 NaN 17.368 17.563 17.6265 17.456 17.465 NaN 16.5179 16.8338 16.3988 16.6085 16.7047 NaN 16.1227 16.2867 16.1669 16.4543 16.3092
A.19 0.0177502 0.0105661 0.536942 0.0265866 6.47847 3.56569 3.60551 3.54744 3.64877 3.68613 24.8348 4.18814 3.97462 4.25143 3.98209 3.92678 23.6373 3.62034 3.6303 3.64059 3.74023 3.65985 10.921 3.51902 3.41578 3.56279 3.5271 3.47759
C.12 0.277485 0.0766141 1000.01 0.0668842 94.5903 22.5122 22.7547 23.6491 22.5357 22.3827 NaN 24.8156 24.4675 24.2482 24.3143 25.4319 NaN 23.0696 23.6907 22.6714 23.7719 23.8907 998.605 22.1868 22.8548 22.2195 22.4247 22.7481
B.05 0.0999219 0.0250082 1000 0.035184 130.839 10.1176 10.3228 10.3727 10.2885 10.5352 461.296 11.7258 11.6214 11.5055 11.8728 11.5849 457.265 10.5904 10.6911 10.586 10.6754 10.6495 225.431 9.92116 10.1109 10.0528 10.0107 10.11
A.13 0.0171756 0.00700234 7.39803 0.0260104 6.82163 3.45216 3.52858 3.50862 3.64485 3.74763 8.19734 3.89457 3.9787 4.16887 3.9209 3.96619 7.81991 3.87272 3.75889 3.78139 3.70977 3.90749 6.08975 3.72326 3.59776 3.63935 3.68477 3.66094
A.05 0.0177218 0.00738087 8.369 0.0298474 14.5053 3.577 3.57934 3.50891 3.59086 3.46546 15.2198 3.86951 4.01915 3.97763 3.87496 3.90333 14.4102 3.66646 3.7494 3.62956 3.66467 3.65615 9.12859 3.49587 3.55583 3.5794 3.54225 3.55894
F.01 0.247325 0.0316884 1000.01 0.0545918 NaN 16.4235 16.9531 16.7068 16.7247 16.689 NaN 17.4532 17.3525 17.6068 17.6756 17.6902 NaN 16.4323 16.6074 16.1901 16.6211 16.8307 NaN 16.0158 16.1086 16.5479 16.0444 16.236
E.20 0.0803903 0.0172714 1000.01 1000.02 NaN 16.5766 16.6638 16.8594 16.811 16.7575 NaN 17.4679 17.2073 17.3961 17.5477 17.4092 NaN 17.0505 16.8984 16.8454 16.8707 16.8828 NaN 16.7069 16.4798 16.8082 16.7727 16.6505
B.13 0.0982051 0.0265212 1000.01 0.0284387 56.2595 10.1211 10.6309 10.3581 10.2899 10.7158 68.9572 11.7267 11.9646 11.7203 11.415 11.535 68.3855 10.8745 10.4623 10.4515 10.5665 10.6941 42.0865 10.2571 10.0944 10.0635 10.0611 10.0945
A.14 0.018736 0.013391 1000 0.0253148 9.17704 3.44418 3.68105 3.65092 3.64469 3.68009 17.3348 4.02594 4.08622 3.87423 3.85261 4.02325 17.3517 3.70628 3.60582 3.70618 3.58432 3.58964 10.1333 3.72391 3.53613 3.56913 3.48317 3.69972
B.04 0.130821 0.0419297 1000.01 0.0324192 155.491 10.5505 10.646 10.6728 10.5627 10.87 563.214 11.7438 11.596 11.8767 11.7493 11.3889 549.883 10.7485 10.6523 10.5146 10.7712 10.4627 249.755 10.302 10.0354 9.78816 9.94556 9.85424
C.13 0.285925 0.231829 1000.01 0.0382096 689.51 22.7434 23.1636 23.6147 23.1611 23.6506 714.661 25.5992 26.2441 25.3832 25.7439 26.1419 NaN 23.3118 23.8535 25.8618 23.8657 23.3662 NaN 22.6205 22.3369 22.847 22.301 22.5503
F.07 0.318596 0.0329326 1000.01 0.0763408 NaN 17.2197 19.2279 19.1623 18.7052 18.6566 NaN 17.1398 19.1494 19.2143 17.9675 18.0867 NaN 16.5737 18.3245 18.9662 17.8134 17.8163 NaN 16.32 16.339 16.4294 16.2858 16.2658
E.13 0.0824775 0.0187698 1000.01 1000.02 NaN 17.5791 17.3626 17.5397 17.7078 17.6413 NaN 18.4419 18.0086 18.5274 17.9901 18.1159 NaN 17.814 17.5456 17.3858 17.7534 17.5532 NaN 17.6729 17.8454 17.6562 17.7996 17.9049
E.14 0.299142 0.0290876 1000.01 1000.02 NaN 15.989 16.1006 15.943 15.9147 16.1436 NaN 16.7161 16.8321 16.6373 16.5904 16.5651 NaN 16.018 16.1967 16.2949 16.5333 16.2066 NaN 16.0865 15.9857 16.0064 15.9573 16.0545
A.11 0.0172822 0.00524983 1.65505 0.0271453 4.15229 3.49692 3.73281 3.65963 3.66458 3.52819 8.69474 3.85484 4.05798 3.91473 4.18956 4.01085 8.24886 3.83191 3.66648 3.60854 3.8648 3.8085 5.50961 3.66995 3.57761 3.63089 3.6142 3.59163
si6_r005_m400.07 0.556414 6.0524 1000.01 0.45822 NaN 14.8026 642.628 607.45 15.142 99.0802 NaN 16.0871 NaN NaN 32.8481 989.588 NaN 16.0436 NaN NaN 32.3017 984.911 NaN 15.5235 843.487 807.567 23.227 203
si6_r005_m400.00 0.504008 3.65971 1000.01 0.493749 NaN 15.0071 73.1554 62.4474 15.0922 14.907 NaN 15.7342 75.4443 66.3885 15.6555 15.5682 NaN 15.2361 NaN NaN 31.4115 124.694 NaN 14.5983 306.534 297.247 24.5068 64.6085
si6_r005_m400.01 0.535 26.5901 1000.01 8.34255 73.9424 15.2768 363.954 353.546 15.2618 99.0916 NaN 15.7461 NaN NaN 36.6794 239.225 NaN 15.3069 NaN NaN 37.1021 230.639 NaN 15.0436 292.346 282.135 36.6675 90.4155
si6_r005_m400.02 0.488757 3.61019 1000.01 0.215417 NaN 15.3355 100.013 101.895 15.4256 30.2817 NaN 15.4244 898.815 909.776 30.0522 150.694 NaN 15.2826 902.869 924.506 30.6536 149.553 NaN 14.9581 245.327 247.117 24.9462 60.01
si6_r005_m400.04 0.477378 3.18939 1000.01 0.0541334 NaN 15.3519 41.5029 37.5539 15.1775 21.202 NaN 15.7149 41.3739 39.8563 15.7209 22.2494 NaN 15.2061 672.566 558.954 27.4935 92.2017 NaN 15.0407 154.335 134.304 27.5645 46.9447
si6_r005_m400.05 0.437013 21.9924 1000.01 1.27828 NaN 15.1728 103.567 97.4754 14.8941 47.0778 NaN 15.6631 106.281 96.8993 15.6178 49.9179 NaN 15.0931 NaN NaN 30.238 325.918 NaN 14.9696 449.253 442.209 21.9907 129.911
si6_r005_m400.09 0.45457 3.49344 1000.01 0.0933237 NaN 15.2896 18.8031 18.3158 15.2187 15.1739 NaN 15.6936 352.729 352.489 43.5325 67.694 NaN 15.1764 355.933 339.692 41.814 64.6688 NaN 14.7972 118.24 118.453 28.7381 31.9344
si6_r005_m400.03 0.447806 4.00212 1000.01 3.00909 NaN 15.091 97.1123 91.1633 14.9832 24.9246 NaN 15.7307 NaN NaN 27.0272 276.551 NaN 15.4454 NaN NaN 26.3637 268.516 NaN 14.852 392.733 374.735 22.4127 95.6215
si6_r005_m400.06 0.462958 3.15539 1000.01 0.157477 NaN 15.2257 193.697 187.155 15.3007 19.6358 NaN 15.9156 189.979 183.965 15.9372 19.6312 NaN 15.1963 633.873 610.616 31.9273 70.8292 NaN 15.1438 179.475 182.8 26.3017 43.8464
si6_r005_m400.08 0.603538 7.06825 1000.01 0.382021 NaN 15.2159 630.988 623.256 15.5021 83.0365 NaN 15.8187 644.156 620.36 15.7611 85.0159 NaN 15.2874 NaN NaN 18.2338 224.584 NaN 14.9242 392.686 397.635 15.5566 68.9233
si6_m4Dr6_m625.04 0.0661752 0.0196417 0.0131907 0.0323488 8.55993 8.46455 8.34903 8.65287 8.30124 8.61638 260.416 9.49521 9.14139 9.34879 9.4674 9.67876 261.843 9.31429 9.1585 9.05357 9.05715 8.89059 115.34 8.46827 8.69909 8.31318 8.61618 8.37315
si6_m4Dr6_m625.01 0.094531 0.0285785 0.0185001 0.0308187 9.0755 8.46833 8.69259 8.69205 8.60907 8.53275 10.3553 9.64351 10.0533 10.3051 10.1779 10.0967 208.689 9.30031 9.06548 8.89317 9.18502 9.39462 107.893 8.59047 8.35045 8.44486 8.5526 8.54904
si6_m4Dr6_m625.09 0.0664618 0.019567 0.0130475 0.0289565 8.82422 8.50357 9.00669 9.05642 8.53843 8.80609 205.293 10.1234 10.666 11.1958 10.7728 10.6555 196.917 9.6832 9.27537 9.31555 9.12278 9.05361 100.915 8.60539 8.66357 8.60031 8.40497 8.48303
si6_m4Dr6_m625.07 0.0650766 0.0195714 0.0127025 0.0281913 8.59803 8.30385 8.74546 9.19345 8.56956 8.62154 9.95587 9.39397 10.3024 10.4324 9.60457 9.83736 203.645 13.6172 8.73786 8.69518 8.95917 9.08258 102.376 8.72914 8.40541 8.34275 8.26574 8.5552
si6_m4Dr6_m625.00 0.0655414 0.030157 0.0130271 0.0285593 8.61563 8.41482 8.6662 8.37475 8.60041 8.57048 25.7174 9.45475 9.44774 9.45211 9.66386 9.56312 26.3581 9.16677 8.85364 9.196 9.04704 9.15574 17.0772 8.40854 8.39232 8.39326 8.33445 8.58506
si6_m4Dr6_m625.08 0.068558 0.0193489 0.0129713 0.0348424 8.52899 8.09748 8.49034 8.60839 8.39037 8.52685 NaN 9.93939 9.32082 9.28806 9.59871 9.66371 962.221 9.52512 8.99014 8.89344 8.70966 8.99235 279.779 8.25339 8.33433 8.30763 8.29142 8.19161
si6_m4Dr6_m625.05 0.0652518 0.0183375 0.0127522 0.0276807 8.79378 8.57355 8.71313 8.93214 8.60147 8.77408 198.649 9.99771 9.9468 10.391 10.3986 10.1786 195.073 9.02938 9.02639 8.93532 8.84764 8.93661 101.384 8.42608 8.35524 8.35996 8.30188 8.23292
si6_m4Dr6_m625.06 0.0627734 0.0192097 0.0124589 0.0338638 8.73229 8.66076 8.72049 8.57218 9.19501 8.91284 10.2279 10.0554 9.64515 10.2245 9.96766 10.2723 200.039 9.04946 9.16368 9.01443 9.12665 9.06332 108.297 8.53353 8.30987 8.48536 8.50246 8.76769
si6_m4Dr6_m625.02 0.10331 0.029045 0.0124336 0.0310093 8.58487 8.40273 8.6458 8.63989 8.71262 8.71887 10.0873 9.68873 10.2867 10.241 10.0988 10.1614 201.352 9.0743 9.10455 9.31622 9.12762 9.20631 104.516 8.53806 8.53825 8.46759 8.58683 8.54506
si6_m4Dr6_m625.03 0.0616009 0.0186397 0.0128392 0.0297551 8.77628 8.36442 8.751 8.69825 8.49109 8.58227 35.6463 9.80051 9.63674 9.2349 9.57584 9.4256 36.3452 9.11866 9.00196 8.97602 9.0403 9.02159 23.0207 8.59718 8.63339 8.4523 8.4961 8.59451
si4_m4Dr2_m625.09 0.0648592 0.0621297 0.0103257 0.0297745 6.68813 6.35588 7.21173 7.82114 6.5675 6.50724 7.33905 7.43586 8.21655 9.25539 7.56959 7.14326 156.794 NaN 6.92581 6.89525 6.96865 7.03066 68.0359 NaN 6.23123 6.13394 6.13612 6.24259
si4_m4Dr2_m625.04 0.0476388 0.302112 0.0106168 0.034685 6.38568 6.37565 7.85082 8.49333 6.45504 6.30751 191.947 10.7409 8.91472 8.72367 7.93879 7.79199 181.344 10.1751 8.37833 8.41621 6.96582 6.96716 69.6545 6.55236 7.20008 7.16495 6.28429 6.30314
si4_m4Dr2_m625.02 0.0386837 0.0139168 0.0103241 0.0297127 6.29769 6.42377 6.60879 6.91445 6.60549 6.52156 7.21765 7.255 7.62931 7.94292 7.50857 7.53224 66.2088 8.73574 6.81908 6.72712 6.72219 6.70178 34.3682 6.2828 6.32991 6.37954 6.36204 6.32472
si4_m4Dr2_m625.07 0.060991 0.0127774 0.00993625 0.0298699 6.67328 6.52911 7.22434 7.61345 6.5017 6.7366 7.3999 7.49131 8.37059 9.31812 7.86135 7.56582 119.943 NaN 6.89581 7.17967 6.94596 7.16137 59.0811 NaN 6.56187 6.67294 6.48481 6.55177
si4_m4Dr2_m625.00 0.040085 0.0347991 0.0146187 0.0305945 6.62512 6.4836 6.93021 7.3216 6.45476 6.61616 7.3497 7.2234 8.00449 8.61821 7.74021 7.52163 64.4505 109.895 7.24251 7.17806 7.41298 7.39544 34.7805 12.048 6.19232 6.33147 6.39049 6.42765
si4_m4Dr2_m625.08 0.0632939 0.0134932 0.0104983 0.0293648 6.4035 6.7521 7.04948 7.42758 6.88349 7.01275 78.0084 178.457 8.11077 8.09205 9.95358 9.28683 76.4029 166.674 6.67421 6.78037 6.75073 6.84715 35.4704 14.0925 6.34759 6.2567 6.23213 6.38857
si4_m4Dr2_m625.01 0.0407765 0.0879255 0.0104765 0.0293847 6.35226 6.24459 6.65924 7.01319 6.47494 6.48262 65.8681 51.4353 7.8924 8.16791 9.45656 9.24994 63.1163 48.1755 6.82639 6.64496 6.83407 6.74461 32.0309 8.85853 6.34613 6.41624 6.3373 6.45774
si4_m4Dr2_m625.06 0.0400021 0.0130018 0.0105829 0.0288229 6.28855 6.41878 7.01683 7.53978 6.43232 6.64102 7.31267 7.33849 8.2015 8.91565 7.3108 7.67642 62.8963 NaN 6.93795 6.85324 7.50165 7.00494 33.6827 134.674 6.44562 6.35485 6.28239 6.50482
si4_m4Dr2_m625.03 0.0436022 0.0279444 0.00978683 0.0323829 6.30354 6.23463 6.73283 7.22426 6.34398 6.36273 13.4375 569.738 16.6093 23.7085 42.6825 40.816 12.7713 541.815 6.7092 6.67893 7.39476 7.34604 9.98464 41.6135 6.45869 6.36177 6.35384 6.32394
si4_m4Dr2_m625.05 0.0429326 0.125275 0.0101941 0.0286174 6.38851 6.27082 6.66018 7.00972 6.33388 6.28916 209.49 69.7623 121.037 195.132 148.68 149.959 204.169 65.986 6.63043 6.7316 6.76779 6.7682 75.1446 9.1838 6.52012 6.39348 6.32694 6.28323
si2_r001_m600.00 0.0462475 15.1379 1000.01 0.0543758 NaN 6.14642 20.8813 19.7659 6.07243 6.7686 NaN 6.97683 20.6407 21.0164 6.70789 7.33169 NaN NaN 55.0372 55.051 8.74228 19.3733 NaN NaN 15.7492 16.9306 8.13924 9.97876
si2_r001_m600.06 0.0983878 9.20823 1000.01 0.0582332 958.379 6.0784 107.24 105.019 6.17285 10.4924 997.335 6.64388 106.704 107.765 6.65391 11.4548 NaN NaN 99.5845 87.3274 10.638 26.214 180.139 NaN 20.7003 19.781 6.61422 12.4924
si2_r001_m600.04 0.0447506 17.9928 1000 0.0416595 32.2901 6.3396 17.7203 16.3046 6.44386 9.56723 33.6714 6.84318 18.6462 16.1437 6.97083 9.60761 125.08 NaN 81.6485 76.1642 9.38938 34.9626 33.1707 NaN 23.7616 24.4868 6.87103 15.1643
si2_r001_m600.07 0.0798515 17.7401 1000.01 0.183897 474.085 6.29506 22.7608 23.9074 6.13646 9.33935 477.69 NaN 24.0293 25.3559 12.9476 16.0635 621.804 NaN 46.1535 53.7004 9.37821 21.1412 137.889 NaN 14.3762 15.5667 7.00985 11.2739
si2_r001_m600.02 0.0395787 42.7167 1000.01 0.793904 NaN 6.32574 8.50168 9.51514 6.38568 6.53346 NaN 7.08301 9.77887 9.8114 7.20464 7.07163 NaN NaN 17.9458 17.3209 15.1472 12.8911 NaN NaN 11.1108 11.2268 9.98985 9.87477
si2_r001_m600.08 0.21079 NaN 1000.01 0.8002 529.671 6.34371 39.222 29.9217 6.35898 10.23 527.972 NaN 131.151 32.0751 50.2293 66.8146 NaN NaN 120.743 98.754 9.01334 36.4339 345.947 NaN 25.9106 25.7189 6.77843 13.5713
si2_r001_m600.03 0.0885056 48.0652 1000.01 64.563 NaN 6.26444 36.8324 33.4237 6.15625 11.091 NaN 79.0947 37.3945 36.1608 8.51645 11.1694 NaN NaN 68.0136 36.8951 10.2421 21.6323 NaN NaN 12.4316 12.0162 7.50488 10.3481
si2_r001_m600.01 0.0418781 40.0277 1000.01 0.126785 529.014 6.31755 9.2306 10.2445 6.4035 6.46154 910.945 NaN 12.0031 11.3914 10.876 11.8988 731.057 NaN 10.7558 10.8902 10.5463 8.89037 123.128 NaN 8.36167 8.25141 7.65385 7.65219
si2_r001_m600.05 0.0982039 21.612 1000.01 0.225385 NaN 6.19406 48.4098 49.2832 6.21322 18.7929 NaN 6.75012 48.7438 51.0209 6.71416 19.2808 NaN NaN 68.2049 71.1084 8.53635 27.2612 NaN NaN 18.7038 20.4027 6.87031 12.291
si2_r001_m600.09 0.0414669 116.853 1000.01 4.64491 727.216 6.38269 53.5378 61.7076 6.1684 8.29085 728.64 NaN 55.3121 64.3702 12.9335 18.7804 NaN NaN 90.8984 91.7904 8.18306 25.5387 236.219 NaN 11.1211 12.0467 7.06777 9.81581
si2_m4Dr2_m256.09 0.0184438 0.0383728 0.00446374 0.0289836 2.60793 2.70226 2.75648 2.91405 2.71522 2.71353 5.55305 3.13678 3.01424 3.55291 3.14061 3.20566 10.9886 20.0569 2.92716 2.84444 2.80236 2.80082 4.71909 4.10528 2.7449 2.65708 2.7358 2.71489
si2_m4Dr2_m256.03 0.0116741 0.0410808 0.00455521 0.0606794 2.57035 2.56254 3.02667 3.42938 2.60187 2.70389 2.93633 4.57544 8.6735 3.79525 28.2165 7.89965 10.7696 NaN 19.2182 21.3205 9.01572 10.4217 4.65012 NaN 4.19922 4.50114 3.47715 3.58269
si2_m4Dr2_m256.04 0.0208152 0.031518 0.00480109 0.0408402 2.60264 2.60039 3.68688 3.7172 2.56506 2.7014 2.77587 2.88084 3.90456 3.99006 2.91163 2.99591 6.07808 2.69423 5.86193 6.04272 3.26544 3.36237 3.993 2.76297 3.56969 3.58108 3.04299 3.0265
si2_m4Dr2_m256.07 0.00948813 0.00885929 0.00496344 0.0250077 2.52855 2.56109 2.58474 2.56943 2.55225 2.63125 4.59244 2.96847 2.96616 3.00788 2.99616 3.15045 4.44031 2.87643 2.83452 2.72704 2.73937 2.8939 3.41776 2.74919 2.80165 2.67414 2.71008 2.65958
si2_m4Dr2_m256.00 0.0106129 0.0230849 0.004642 0.0291057 2.59625 2.62515 2.58135 2.68404 2.61213 2.58838 2.90995 3.08038 2.95453 3.00997 3.1145 2.98036 7.4947 4.5835 3.02456 2.90346 2.97653 3.03141 4.22426 2.9635 2.83154 2.88668 2.82789 2.79049
si2_m4Dr2_m256.06 0.0133439 0.0785776 0.00476456 0.088859 2.5476 2.68091 5.21132 4.34563 2.6155 2.99731 2.773 2.83394 6.52815 4.41687 2.84783 3.50964 6.85791 4.80405 5.42329 4.49601 2.96627 3.44734 4.21721 2.94614 3.26673 3.2034 2.73515 2.96724
si2_m4Dr2_m256.08 0.00930115 0.00555227 0.00454385 0.0247567 2.58056 2.57669 2.69136 2.66112 2.63499 2.59759 2.78968 2.99159 2.89342 3.03234 2.95694 2.95533 4.66123 4.44808 2.8937 2.8316 2.73293 2.79853 3.61472 3.0381 2.9781 2.62856 2.66563 2.85038
si2_m4Dr2_m256.05 0.0135681 0.00427407 0.00462353 0.0244577 2.64927 2.64616 2.64629 2.68723 2.61582 2.63512 5.03802 3.00166 2.89267 2.97218 2.81103 2.87235 4.68899 2.77305 2.72202 2.8263 2.79439 2.74321 3.63069 2.72009 2.6995 2.86417 2.74489 2.71493
si2_m4Dr2_m256.01 0.0101053 0.0328436 0.00473535 0.0251205 2.53697 2.69081 2.71354 2.67778 2.69345 2.59534 2.78623 2.83841 7.431 3.00504 2.89284 2.81063 10.0823 51.8894 2.76689 2.67779 2.70216 2.73439 4.55521 8.11798 2.68678 2.68228 2.69467 2.61328
si2_m4Dr2_m256.02 0.00981596 0.00532386 0.00509725 0.0282087 2.53726 2.5993 2.67957 2.71096 2.63855 2.55562 2.92128 2.91039 3.01097 3.00166 2.90827 2.91545 4.50298 2.83987 2.99863 2.8398 2.85285 2.80381 3.45483 2.71574 2.84283 2.8479 2.77822 2.73446
si6_r001_m600.09 0.16895 0.0316451 1000.01 0.0315805 80.2732 10.4654 10.5358 10.537 10.7368 10.4476 298.18 11.2546 11.237 11.253 11.2335 11.2151 284.774 10.8533 10.7884 10.6709 10.4688 10.732 137.588 10.2593 10.2322 10.2868 10.0154 10.2494
si6_r001_m600.00 0.174039 1.94858 1000.01 0.0395658 293.265 10.3975 13.8909 13.2816 10.329 10.3368 280.543 11.1534 14.2186 14.9452 11.0606 11.4211 637.888 20.0407 29.9157 29.3867 27.6623 28.3678 230.673 10.5565 19.6219 19.2248 18.8161 18.9497
si6_r001_m600.07 0.158508 2.30407 1000.01 0.0404595 NaN 10.4937 14.3011 14.1417 10.3721 10.5919 NaN 11.553 14.39 15.2022 11.5658 11.4242 NaN 13.616 34.5365 33.799 25.0637 26.014 NaN 10.3503 15.8787 16.9545 16.0111 15.3797
si6_r001_m600.03 0.231759 1.34753 1000.01 0.0395423 424.917 10.4665 12.0055 11.2893 10.3251 10.392 472.703 11.3478 12.6263 12.7634 11.2578 11.2249 655.858 10.9176 13.0348 12.9868 12.8792 12.06 255.74 10.2071 10.618 10.5797 10.4861 10.393
si6_r001_m600.01 0.135464 1.103 1000.01 0.0330238 276.321 10.3517 12.0223 12.7613 10.2397 10.4168 342.271 11.3329 13.0057 13.0311 11.7459 11.9636 321.371 11.0428 12.9998 12.8914 11.4206 11.4447 150.959 10.2134 10.7064 10.9566 10.6216 10.5195
si6_r001_m600.06 0.136662 2.15802 1000.01 0.0307788 NaN 10.8769 13.2293 14.4102 10.5724 13.1244 NaN 12.0798 14.8383 15.6041 12.3162 13.8647 NaN 12.5846 15.1649 15.0646 13.0326 14.8443 NaN 10.2114 11.804 11.8276 10.7431 12.6576
si6_r001_m600.08 0.136591 3.31809 1000.01 0.034301 299.716 10.3496 15.2012 14.6434 10.4229 10.288 294.813 11.3442 16.225 15.1906 11.2732 11.3673 352.663 10.7943 31.6061 31.6592 25.208 24.7723 150.214 10.156 18.8313 18.1564 16.1418 15.9788
si6_r001_m600.02 0.134477 1.04856 1000.01 0.0412912 NaN 10.2923 10.6309 10.5338 10.3893 10.5628 NaN 11.3737 11.5962 11.5036 11.2029 11.4136 NaN 10.9742 10.8243 10.7365 11.0214 11.3051 550.142 10.3925 10.2271 10.2075 10.3778 10.245
si6_r001_m600.04 0.133497 1.2192 1000.01 0.0359133 484.378 10.1365 11.0517 11.1564 10.4576 10.567 511.892 16.7447 11.7814 11.6141 12.0003 12.1349 523.964 16.1395 10.9698 10.822 11.95 11.7675 206.964 10.3618 10.1131 10.453 10.3176 10.168
